gbifapi_acceptedScientificName	gbifapi_acceptedKey	kingdom	invasionStage	datasetName	presenceBE	gbifapi_scientificName	index
Pterocarya ×rehderiana C.K.Schneid.	4205304	Plantae	introduced	plants	present	Pterocarya ×rehderiana C.K.Schneid.	1508
Pterostyrax hispidus Sieb. & Zucc.	3646556	Plantae	introduced	plants	present	Pterostyrax hispidus Sieb. & Zucc.	2605
Ptilotus spicatus F.Muell. ex Benth.	7323632	Plantae	introduced	plants	present	Ptilotus spicatus F.Muell. ex Benth.	353
Puccinellia stricta (Hook.f.) Blom	4146512	Plantae	introduced	plants	present	Puccinellia stricta (Hook.f.) Blom	2131
Pulicaria arabica subsp. arabica	7222801	Plantae	introduced	plants	present	Pulicaria arabica subsp. arabica	712
Pulicaria arabica subsp. hispanica (Boiss.) Murb.	6076957	Plantae	introduced	plants	present	Pulicaria arabica subsp. hispanica (Boiss.) Murb.	713
Pulmonaria longifolia (T. Bastard) Boreau	7294681	Plantae	unknown	plants	present	Pulmonaria longifolia (T. Bastard) Boreau	844
Pulmonaria mollis Wulfen ex Hornem.	7958783	Plantae	established	plants	present	Pulmonaria mollis Wulfen ex Hornem.	845
Pulmonaria officinalis L.	5341204	Plantae	established	plants	present	Pulmonaria officinalis L.	846
Pulmonaria rubra Schott	5660450	Plantae	unknown	plants	present	Pulmonaria rubra Schott	847
Pulmonaria saccharata Miller	5341203	Plantae	unknown	plants	present	Pulmonaria saccharata Miller	848
Pyracantha coccinea M. J. Roemer	2988188	Plantae	introduced	plants	present	Pyracantha coccinea M. J. Roemer	2409
Pyrus communis subsp. communis	7271631	Plantae	introduced	plants	present	Pyrus communis subsp. communis	2410
Quercus cerris L.	2880580	Plantae	established	plants	present	Quercus cerris L.	1425
Quercus frainetto Ten.	2879504	Plantae	introduced	plants	present	Quercus frainetto Ten.	1426
Quercus ilex L.	2879098	Plantae	introduced	plants	present	Quercus ilex L.	1427
Quercus palustris Münchh.	8313153	Plantae	introduced	plants	present	Quercus palustris Münchh.	1428
Quercus rubra L.	2880539	Plantae, nan	established, invasive	harmonia, plants	present	Quercus rubra L.	136, 1429
Quistradrilus multisetosus Brinkhurst & Cook, 1966	2308421	Animalia	established	macroinvertebrates	present	Quistradrilus multisetosus Brinkhurst & Cook, 1966	175
Rangia cuneata (Sowerby I, 1832)	5188971	Animalia	established, introduced, to be determined by experts	macroinvertebrates, wrims	present	Rangia cuneata (Sowerby I, 1832)	231, 9513, 9514, 9515
Ranunculus gramineus L.	3927790	Plantae	introduced	plants	present	Ranunculus gramineus L.	2310
Ranunculus lanuginosus L.	7826351	Plantae	introduced	plants	present	Ranunculus lanuginosus L.	2311
Ranunculus marginatus Dum.-Urville	3033396	Plantae	introduced	plants	present	Ranunculus marginatus Dum.-Urville	2312
Ranunculus muricatus L.	3033318	Plantae	introduced	plants	present	Ranunculus muricatus L.	2313
Ranunculus parviflorus L.	3033434	Plantae	established	plants	present	Ranunculus parviflorus L.	2314
Ranunculus pensylvanicus L. f.	3033350	Plantae	introduced	plants	present	Ranunculus pensylvanicus L. f.	2315
Ranunculus trilobus Desf.	3033460	Plantae	introduced	plants	present	Ranunculus trilobus Desf.	2316
Rapana venosa (Valenciennes, 1846)	4363583	Animalia	established, to be determined by experts	wrims	present	Rapana venosa (Valenciennes, 1846)	9516, 9517
Raphanus raphanistrum subsp. landra (Moretti ex DC.) Bonnier & Layens	3040999	Plantae	introduced	plants	present	Raphanus raphanistrum subsp. landra (Moretti ex DC.) Bonnier & Layens	951
Raphanus sativus L.	7678610	Plantae	introduced	plants	present	Raphanus sativus L.	952
Rapistrum perenne (L.) All.	5373365	Plantae	introduced	plants	present	Rapistrum perenne (L.) All.	953
Rapistrum rugosum (L.) All.	5373368	Plantae	established	plants	present	Rapistrum rugosum (L.) All.	954
Rattus norvegicus (Berkenhout, 1769)	2439261	nan	established	harmonia	present	Rattus norvegicus (Berkenhout, 1769)	138
Reseda alba L.	3040254	Plantae	introduced	plants	present	Reseda alba L.	2321
Reseda lutea subsp. vivantii (P. Monts.) Rovira	7853188	Plantae	introduced	plants	present	Reseda lutea subsp. vivantii (P. Monts.) Rovira	2322
Reseda odorata L.	3040255	Plantae	introduced	plants	present	Reseda odorata L.	2323
Reseda phyteuma L.	3040253	Plantae	introduced	plants	present	Reseda phyteuma L.	2324
Reynoutria bohemica J. Chrtek & A. Chrtková	4038485	Plantae, nan	established, invasive	harmonia, plants	present	Fallopia bohemica (Chrtek & Chrtková) J.P. Bailey, Reynoutria bohemica J. Chrtek & A. Chrtková	80, 2233
Reynoutria japonica Houtt.	2889173	Plantae, nan	established, invasive	harmonia, plants	present	Fallopia japonica (Houtt.) Ronse Decraene, Reynoutria japonica Houtt.	77, 2231
Reynoutria sachalinensis (Friedrich Schmidt Petrop.) Nakai	2889088	Plantae, nan	established, invasive	harmonia, plants	present	Fallopia sachalinensis (Friedrich Schmidt Petrop.) Ronse Decraene, Reynoutria sachalinensis (Friedrich Schmidt Petrop.) Nakai	78, 79, 2232
Rhagadiolus stellatus (L.) Gaertn.	5399550	Plantae	introduced	plants	present	Rhagadiolus stellatus (L.) Gaertn.	714
Rhaponticum repens (L.) Hidalgo	3142208	Plantae	introduced	plants	present	Rhaponticum repens (L.) Hidalgo	715
Rheum rhabarbarum L.	2888867	Plantae	introduced	plants	present	Rheum rhabarbarum L.	2234
Rhithropanopeus harrisii (Gould, 1841)	2227663	Animalia	established, introduced, to be determined by experts	macroinvertebrates, wrims	present	Rhithropanopeus harrisii (Gould, 1841)	196, 9518, 9519, 9520, 9521
Rhododendron luteum Sweet	7135755	Plantae	established	plants	present	Rhododendron luteum Sweet	1217
Rhododendron ponticum L.	7327990	Plantae, nan	established, invasive	harmonia, plants	present	Rhododendron ponticum L.	139, 1218
Rhodotypos scandens (Thunb.) Makino	3032442	Plantae	introduced	plants	present	Rhodotypos scandens (Thunb.) Makino	2411
Rhus pulvinata Greene	3190551	Plantae	introduced	plants	present	Rhus pulvinata Greene	380
Rhus typhina L.	3190538	Plantae, nan	established	harmonia, plants	present	Rhus typhina L.	140, 379
Ribes alpinum L.	2986184	Plantae	established	plants	present	Ribes alpinum L.	1464
Ribes divaricatum Dougl.	2986132	Plantae	established	plants	present	Ribes divaricatum Dougl.	1465
Ribes sanguineum Pursh	2986130	Plantae	unknown	plants	present	Ribes sanguineum Pursh	1467
Ribes spicatum E. Robson	2986129	Plantae	introduced	plants	present	Ribes spicatum E. Robson	1468
Ribes ×nidigrolaria Rud. Bauer & A. Bauer	4194699	Plantae	introduced	plants	present	Ribes ×nidigrolaria Rud. Bauer & A. Bauer	1469
Ricinus communis L.	5380041	Plantae	introduced	plants	present	Ricinus communis L.	1245
Ridolfia segetum (L.) Moris	3640194	Plantae	introduced	plants	present	Ridolfia segetum (L.) Moris	419
Robinia pseudoacacia L.	5352251	Plantae, nan	established, nan	harmonia, plants	present	Robinia pseudoacacia L.	141, 1343
Rodgersia aesculifolia Batalin	7339492	Plantae	introduced	plants	present	Rodgersia aesculifolia Batalin	2517
Roemeria hybrida (L.) DC.	7315023	Plantae	introduced	plants	present	Roemeria hybrida (L.) DC.	1765
Rorippa austriaca (Crantz) Besser	3053406	Plantae	established	plants	present	Rorippa austriaca (Crantz) Besser	955
Rosa blanda Aiton	3002372	Plantae	introduced	plants	present	Rosa blanda Aiton	2412
Rosa chinensis Jacquin	3005039	Plantae	introduced	plants	present	Rosa chinensis Jacquin	2413
Rosa glauca Pourret	3003709	Plantae	introduced	plants	present	Rosa glauca Pourret	2415
Rosa majalis J. Herrmann	3002263	Plantae	introduced	plants	present	Rosa majalis J. Herrmann	2417
Rosa multiflora Thunb. ex Murr.	7501634	Plantae	established	plants	present	Rosa multiflora Thunb. ex Murr.	2418
Rosa pendulina L.	3006974	Plantae	introduced	plants	present	Rosa pendulina L.	2419
Rosa rugosa Thunb.	3003979	Plantae, nan	established, invasive	harmonia, plants	present	Rosa rugosa Thunb.	142, 2420
Rosa virginiana J. Herrmann	7882646	Plantae	introduced	plants	present	Rosa virginiana J. Herrmann	2421
Rosmarinus officinalis L.	2926634	Plantae	introduced	plants	present	Rosmarinus officinalis L.	1563
Rostraria cristata (L.) Tzvelev	5289906	Plantae	introduced	plants	present	Rostraria cristata (L.) Tzvelev	2132
Rubia tinctorum L.	2892272	Plantae	introduced	plants	present	Rubia tinctorum L.	2466
Rubus armeniacus Focke	2996525	Plantae	established	plants	present	Rubus armeniacus Focke	2422
Rubus cockburnianus Hemsl.	2994120	Plantae	introduced	plants	present	Rubus cockburnianus Hemsl.	2423
Rubus laciniatus (Weston) Willd.	2992543	Plantae	established	plants	present	Rubus laciniatus (Weston) Willd.	2424
Rubus odoratus L.	2994912	Plantae	unknown	plants	present	Rubus odoratus L.	2425
Rubus parviflorus Nutt.	2989557	Plantae	introduced	plants	present	Rubus parviflorus Nutt.	2426
Rubus phoenicolasius Maxim.	2995149	Plantae	established	plants	present	Rubus phoenicolasius Maxim.	2427
Rubus spectabilis Pursh	2993761	Plantae	established	plants	present	Rubus spectabilis Pursh	2428
Rubus tricolor Focke	2989222	Plantae	introduced	plants	present	Rubus tricolor Focke	2429
Rudbeckia amplexicaulis Vahl	4255472	Plantae	introduced	plants	present	Rudbeckia amplexicaulis Vahl	716
Rudbeckia fulgida Aiton	3114249	Plantae	introduced	plants	present	Rudbeckia fulgida Aiton	717
Rudbeckia hirta L.	3114225	Plantae	introduced	plants	present	Rudbeckia hirta L.	718
Rudbeckia laciniata L.	3114229	Plantae, nan	established	harmonia, plants	present	Rudbeckia laciniata L.	143, 719
Rumex alpinus L.	2888948	Plantae	introduced	plants	present	Rumex alpinus L.	2236
Rumex altissimus Wood	2889030	Plantae	introduced	plants	present	Rumex altissimus Wood	2237
Rumex brownii Campd.	2888945	Plantae	introduced	plants	present	Rumex brownii Campd.	2238
Rumex bucephalophorus L.	2888993	Plantae	introduced	plants	present	Rumex bucephalophorus L.	2239
Rumex confertus Willd.	2888943	Plantae	introduced	plants	present	Rumex confertus Willd.	2240
Rumex confusus Simonkai	2889024	Plantae	introduced	plants	present	Rumex confusus Simonkai	2257
Rumex crispus subsp. robustus (Rech.) L.O. Pestova	4035024	Plantae	introduced	plants	present	Rumex crispus subsp. robustus (Rech.) L.O. Pestova	2241
Rumex cristatus DC.	2889010	Plantae	introduced	plants	present	Rumex cristatus DC.	2242
Rumex dentatus L.	2889038	Plantae	introduced	plants	present	Rumex dentatus L.	2243
Rumex longifolius DC.	2888946	Plantae	introduced	plants	present	Rumex longifolius DC.	2246
Rumex obovatus Danser	2888987	Plantae	introduced	plants	present	Rumex obovatus Danser	2247
Rumex obtusifolius subsp. sylvestris (Wallr.) Celak.	7901010	Plantae	introduced	plants	present	Rumex obtusifolius subsp. sylvestris (Wallr.) Celak.	2248
Rumex patientia L.	2889019	Plantae	established	plants	present	Rumex patientia L.	2249
Rumex pseudonatronatus (Borb.) Borb. ex Murb.	7911993	Plantae	introduced	plants	present	Rumex pseudonatronatus (Borb.) Borb. ex Murb.	2250
Rumex pulcher subsp. pulcher	4036957	Plantae	introduced	plants	present	Rumex pulcher subsp. pulcher	2251
Rumex pulcher subsp. woodsii (De Not.) Arcangeli	7415922	Plantae	introduced	plants	present	Rumex pulcher subsp. woodsii (De Not.) Arcangeli	2252
Rumex rugosus Campd.	2889037	Plantae	introduced	plants	present	Rumex rugosus Campd.	2253
Rumex salicifolius Weinm.	2888990	Plantae	introduced	plants	present	Rumex salicifolius Weinm.	2254
Rumex stenophyllus Ledeb.	2889023	Plantae	introduced	plants	present	Rumex stenophyllus Ledeb.	2255
Rumex thyrsiflorus Fingerh.	6391417	Plantae	established	plants	present	Rumex thyrsiflorus Fingerh.	2256
Rumex ×erubescens Simonk.	8242651	Plantae	introduced	plants	present	Rumex ×erubescens Simonk.	2258
Rumex ×hybridus Kindb.	8012649	Plantae	introduced	plants	present	Rumex ×hybridus Kindb.	2259
Rumohra adiantiformis (G. Forst.) Ching	2650944	Plantae	introduced	plants	present	Rumohra adiantiformis (G. Forst.) Ching	1195
Ruscus aculeatus L.	2769766	Plantae	introduced	plants	present	Ruscus aculeatus L.	482
Rytidosperma thomsonii (Buchanan) Connor & Edgar	4121201	Plantae	introduced	plants	present	Rytidosperma thomsonii (Buchanan) Connor & Edgar	2133
Sagina subulata (Sw.) C. Presl.	3085400	Plantae	introduced	plants	present	Sagina subulata (Sw.) C. Presl.	1056
Sagittaria latifolia Willd.	5328909	Plantae	established	plants	present	Sagittaria latifolia Willd.	250
Salix acutifolia Willd.	7645931	Plantae	introduced	plants	present	Salix acutifolia Willd.	2480
Salix daphnoides Vill.	5372913	Plantae	introduced	plants	present	Salix daphnoides Vill.	2482
Salix dasyclados Wimmer	5583837	Plantae	unknown	plants	present	Salix dasyclados Wimmer	2483
Salix elaeagnos subsp. angustifolia (Cariot) Rech. fil.	8257857	Plantae	introduced	plants	present	Salix elaeagnos subsp. angustifolia (Cariot) Rech. fil.	2484
Salix eriocephala Michx.	5372614	Plantae	introduced	plants	present	Salix eriocephala Michx.	2485
Salix irrorata Anderss.	5372827	Plantae	introduced	plants	present	Salix irrorata Anderss.	2486
Salix nigra Marsh.	5372854	Plantae	introduced	plants	present	Salix nigra Marsh.	2487
Salix pentandra L.	5372647	Plantae	introduced	plants	present	Salix pentandra L.	2488
Salix udensis Trautv. & C. A. Mey.	5582033	Plantae	introduced	plants	present	Salix udensis Trautv. & C. A. Mey.	2490
Salpiglossis sinuata Ruiz & Pavón	2932905	Plantae	introduced	plants	present	Salpiglossis sinuata Ruiz & Pavón	2582
Salvelinus fontinalis (Mitchill, 1814)	2351271	Animalia, nan	established, nan	harmonia, wrims	absent, present	Salvelinus fontinalis (Mitchill, 1814)	144, 9522
Salvia aethiopis L.	2927030	Plantae	introduced	plants	present	Salvia aethiopis L.	1564
Salvia glutinosa L.	2927026	Plantae	unknown	plants	present	Salvia glutinosa L.	1565
Salvia nemorosa L.	2927028	Plantae	introduced	plants	present	Salvia nemorosa L.	1567
Salvia officinalis L.	2927004	Plantae	introduced	plants	present	Salvia officinalis L.	1568
Salvia reflexa Hornem.	2927001	Plantae	introduced	plants	present	Salvia reflexa Hornem.	1569
Salvia sclarea L.	2927000	Plantae	introduced	plants	present	Salvia sclarea L.	1570
Salvia verbenaca L.	6409706	Plantae	introduced	plants	present	Salvia verbenaca L.	1571
Salvia verticillata L.	2926995	Plantae	established	plants	present	Salvia verticillata L.	1572
Salvia viridis L.	3883959	Plantae	introduced	plants	present	Salvia viridis L.	1573
Salvinia auriculata Aubl.	5274861	Plantae	introduced	plants	present	Salvinia auriculata Aubl.	2493
Salvinia natans (L.) All.	5274858	Plantae	introduced	plants	present	Salvinia natans (L.) All.	2494
Sambucus canadensis L.	6369819	Plantae	introduced	plants	present	Sambucus canadensis L.	239
Sander lucioperca (Linnaeus, 1758)	2382155	Animalia, nan	established, invasive	fishes, harmonia	present	Sander lucioperca (Linnaeus, 1758)	21, 145
Sanguisorba minor subsp. balearica (Bourg. ex Nyman) F. Munoz Garmendia & C. Navarro	3029431	Plantae	unknown	plants	present	Sanguisorba minor subsp. balearica (Bourg. ex Nyman) F. Munoz Garmendia & C. Navarro	2430
Santolina chamaecyparissus L.	3125933	Plantae	introduced	plants	present	Santolina chamaecyparissus L.	720
Santolina rosmarinifolia L.	3125944	Plantae	introduced	plants	present	Santolina rosmarinifolia L.	721
Saponaria ocymoides L.	3085357	Plantae	introduced	plants	present	Saponaria ocymoides L.	1057
Saponaria officinalis L.	3085360	Plantae	established	plants	present	Saponaria officinalis L.	1058
Sargassum muticum (Yendo) Fensholt, 1955	3197314	Chromista	established, to be determined by experts	wrims	present	Sargassum muticum (Yendo) Fensholt, 1955	9523, 9524, 9525, 9526
Sarracenia purpurea L.	5421389	Plantae	introduced	plants	present	Sarracenia purpurea L.	2509
Sarracenia rubra Walter	5421385	Plantae	unknown	plants	present	Sarracenia rubra Walter	2510
Sasa palmata (Burb.) E.G.Camus	8362005	Plantae	introduced	plants	present	Sasa palmata (Burb.) E.G.Camus	2134
Satureja hortensis L.	2926885	Plantae	introduced	plants	present	Satureja hortensis L.	1574
Satureja montana L.	2926884	Plantae	introduced	plants	present	Satureja montana L.	1575
Sauromatum venosum (Dryand. ex Aiton) Kunth	2869597	Plantae	unknown	plants	present	Typhonium venosum (Dryand. ex Aiton) Hett. & P.C.Boyce	445
Saururus cernuus L.	5384932	Plantae	established	plants	present	Saururus cernuus L.	2512
Saxifraga cymbalaria L.	3753098	Plantae	introduced	plants	present	Saxifraga cymbalaria L.	2518
Saxifraga geum L.	8223023	Plantae	introduced	plants	present	Saxifraga geum L.	2522
Saxifraga rotundifolia L.	7339396	Plantae	established	plants	present	Saxifraga rotundifolia L.	2519
Saxifraga stolonifera Curtis	3032762	Plantae	introduced	plants	present	Saxifraga stolonifera Meerb.	2520
Saxifraga urbium D. A. Webb	3754353	Plantae	introduced	plants	present	Saxifraga urbium D. A. Webb	2523
Saxifraga ×arendsii Engl.	7544073	Plantae	introduced	plants	present	Saxifraga ×arendsii Engl.	2521
Scaevola aemula R. Br.	5569367	Plantae	introduced	plants	present	Scaevola aemula R. Br.	1463
Scandix australis subsp. grandiflora (L.) Thell.	6308164	Plantae	introduced	plants	present	Scandix australis subsp. grandiflora (L.) Thell.	420
Scandix balansae Reuter ex Boiss.	3637507	Plantae	introduced	plants	present	Scandix balansae Reuter ex Boiss.	421
Scandix iberica M. Bieb.	3637112	Plantae	introduced	plants	present	Scandix iberica M. Bieb.	422
Scandix stellata Banks & Solander	6026954	Plantae	introduced	plants	present	Scandix stellata Banks & Solander	423
Schismus barbatus (L.) Thell.	2704341	Plantae	introduced	plants	present	Schismus barbatus (L.) Thell.	2136
Schmidtia kalahariensis Stent	5674888	Plantae	introduced	plants	present	Schmidtia kalahariensis Stent	2137
Schoenoplectiella bucharica (Roshev.) Hayas.	7961815	Plantae	introduced	plants	present	Schoenoplectiella bucharica (Roshev.) Hayas.	1187
Scilla siberica Haw.	2767328	Plantae	unknown	plants	present	Scilla siberica Haw.	483
Sciurus carolinensis Gmelin, 1788	5219681	nan	nan	harmonia	absent	Sciurus carolinensis Gmelin, 1788	146
Sciurus niger Linnaeus, 1758	5219683	nan	nan	harmonia	absent	Sciurus niger Linnaeus, 1758	147
Sclerolaena muricata (Moq.) Domin	7933495	Plantae	introduced	plants	present	Sclerolaena muricata (Moq.) Domin	354
Scolymus hispanicus L.	5403742	Plantae	introduced	plants	present	Scolymus hispanicus L.	724
Scolymus maculatus L.	5403743	Plantae	introduced	plants	present	Scolymus maculatus L.	725
Scorpiurus vermiculatus L.	5358301	Plantae	introduced	plants	present	Scorpiurus vermiculatus L.	1347
Scorzonera hispanica L.	3110905	Plantae	introduced	plants	present	Scorzonera hispanica L.	726
Scrophularia lanceolata Pursh	3170878	Plantae	introduced	plants	present	Scrophularia lanceolata Pursh	2531
Scrophularia scopolii Hoppe ex Pers.	8186932	Plantae	introduced	plants	present	Scrophularia scopolii Hoppe ex Pers.	2532
Scrophularia scorodonia L.	7477038	Plantae	introduced	plants	present	Scrophularia scorodonia L.	2533
Scutellaria altissima L.	5341373	Plantae	established	plants	present	Scutellaria altissima L.	1576
Secale cereale L.	2705966	Plantae	introduced	plants	present	Secale cereale L.	2138
Secale derzhavinii Tzvelev	4121360	Plantae	introduced	plants	present	Secale derzhavinii Tzvelev	2140
Secale montanum Guss.	2705967	Plantae	introduced	plants	present	Secale strictum (C.Presl) C.Presl	2139
Securigera securidaca (L.) Degen & Dorfl.	5349989	Plantae	introduced	plants	present	Securigera securidaca (L.) Degen & Dorfl.	1348
Securigera varia (L.) Lassen	5350000	Plantae	established	plants	present	Securigera varia (L.) Lassen	1349
Sedum cepaea L.	5690287	Plantae	introduced	plants	present	Sedum cepaea L.	1129
Sedum dasyphyllum L.	7172720	Plantae	introduced	plants	present	Sedum dasyphyllum L.	1130
Sedum hispanicum L.	5361982	Plantae	established	plants	present	Sedum hispanicum L.	1131
Sedum sarmentosum Bunge	5362004	Plantae	established	plants	present	Sedum sarmentosum Bunge	1134
Selaginella kraussiana (G. Kunze) A. Br.	8368980	Plantae	introduced	plants	present	Selaginella kraussiana (Kunze) A. Braun	2546
Semiarundinaria fastuosa (Lat.-Marl. ex Mitford) Makino	4120602	Plantae	introduced	plants	present	Semiarundinaria fastuosa (Lat.-Marl. ex Mitford) Makino	2141
Sempervivum barbulatum Schott	7334576	Plantae	introduced	plants	present	Sempervivum barbulatum Schott	1140
Sempervivum tectorum L.	2985949	Plantae	established	plants	present	Sempervivum tectorum L.	1139
Senecio gallicus Chaix	3107896	Plantae	introduced	plants	present	Senecio gallicus Chaix	727
Senecio glossanthus (Sond.) Belcher	3108121	Plantae	introduced	plants	present	Senecio glossanthus (Sond.) Belcher	728
Senecio inaequidens DC.	3109086	Plantae, nan	established, invasive	harmonia, plants	present	Senecio inaequidens DC.	148, 729
Senecio pterophorus DC.	3107177	Plantae	introduced	plants	present	Senecio pterophorus DC.	730
Senecio quadridentatus Labill.	3107661	Plantae	introduced	plants	present	Senecio quadridentatus Labill.	731
Senecio sarracenicus L.	7903764	Plantae	established	plants	present	Senecio sarracenicus L.	732
Senecio squalidus L.	3109117	Plantae	established	plants	present	Senecio squalidus L.	733
Senna obtusifolia (L.) H.S.Irwin & Barneby	2957408	Plantae	introduced	plants	present	Senna obtusifolia (L.) H.S.Irwin & Barneby	976
Senna occidentalis (L.) Link	2957966	Plantae	introduced	plants	present	Senna occidentalis (L.) Link	977
Serapias lingua L.	5314814	Plantae	introduced	plants	present	Serapias lingua L.	1727
Sesamum indicum L.	3172622	Plantae	introduced	plants	present	Sesamum indicum L.	1769
Sesbania cannabina (Retz.) Pers.	2970619	Plantae	introduced	plants	present	Sesbania cannabina (Retz.) Pers.	1350
Sesuvium portulacastrum (L.) L.	3084883	Plantae	introduced	plants	present	Sesuvium portulacastrum (L.) L.	248
Setaria dielsii R.A.W.Herrm.	5674218	Plantae	introduced	plants	present	Setaria dielsii R.A.W.Herrm.	2143
Setaria faberi R.A.W.Herrm.	5289666	Plantae	established	plants	present	Setaria faberi R.A.W.Herrm.	2144
Setaria italica (L.) P.Beauv.	5289698	Plantae	introduced	plants	present	Setaria italica (L.) P.Beauv.	2145
Setaria parviflora (Poir.) M.Kerguelen	5289679	Plantae	established	plants	present	Setaria parviflora (Poir.) M.Kerguelen	2146
Setaria sphacelata (Schumach.) Stapf & C.E.Hubb. ex Moss	5289709	Plantae	introduced	plants	present	Setaria sphacelata (Schumach.) Stapf & C.E.Hubb. ex Moss	2148
Setaria verticillata var. verticillata	7226776	Plantae	established	plants	present	Setaria verticillata var. verticillata	2150
Setaria viridis (L.) P.Beauv.	5289684	Plantae	established	plants	present	Setaria viridis (L.) P.Beauv.	2151
Sicyos angulatus L.	2874655	Plantae	introduced	plants	present	Sicyos angulatus L.	1149
Sida rhombifolia L.	5406735	Plantae	introduced	plants	present	Sida rhombifolia L.	1638
Sida spinosa L.	5406741	Plantae	introduced	plants	present	Sida spinosa L.	1639
Sidalcea candida A. Gray	3152723	Plantae	introduced	plants	present	Sidalcea candida A. Gray	1640
Sideritis lanata L.	2926686	Plantae	introduced	plants	present	Sideritis lanata L.	1577
Sideritis montana L.	2926688	Plantae	introduced	plants	present	Sideritis montana L.	1578
Sigesbeckia orientalis L.	3125901	Plantae	introduced	plants	present	Sigesbeckia orientalis L.	735
Silene baccifera (L.) Roth	7267309	Plantae	introduced	plants	present	Silene baccifera (L.) Roth	1059
Silene behen L.	7523432	Plantae	introduced	plants	present	Silene behen L.	1060
Silene chalcedonica (L.) E. H. L. Krause	5584611	Plantae	introduced	plants	present	Silene chalcedonica (L.) E. H. L. Krause	1061
Silene conoidea L.	5384852	Plantae	introduced	plants	present	Silene conoidea L.	1063
Silene coronaria (L.) Clairv.	8660542	Plantae	unknown	plants	present	Silene coronaria (L.) Clairv.	1064
Silene cretica L.	8150863	Plantae	introduced	plants	present	Silene cretica L.	1065
Silene csereii Baumg.	5384782	Plantae	introduced	plants	present	Silene csereii Baumg.	1066
Silene dichotoma Ehrh.	5384818	Plantae	established	plants	present	Silene dichotoma Ehrh.	1067
Silene gallica L.	5384848	Plantae	introduced	plants	present	Silene gallica L.	1068
Silene italica (L.) Pers.	5384743	Plantae	established	plants	present	Silene italica (L.) Pers.	1069
Silene muscipula L.	5585975	Plantae	introduced	plants	present	Silene muscipula L.	1070
Silene nocturna subsp. nocturna	7267492	Plantae	introduced	plants	present	Silene nocturna subsp. nocturna	1071
Silene otites (L.) Wibel	7746901	Plantae	introduced	plants	present	Silene otites (L.) Wibel	1072
Silene pendula L.	5384773	Plantae	introduced	plants	present	Silene pendula L.	1073
Silene schafta Gmel. ex Hohen.	5584240	Plantae	established	plants	present	Silene schafta Gmel. ex Hohen.	1075
Silene stricta L.	8184157	Plantae	introduced	plants	present	Silene stricta L.	1076
Silene viscosa (L.) Pers.	8279669	Plantae	introduced	plants	present	Silene viscosa (L.) Pers.	1077
Silphium perfoliatum L.	3092576	Plantae	introduced	plants	present	Silphium perfoliatum L.	736
Silurus glanis Linnaeus, 1758	2337607	nan	invasive	harmonia	present	Silurus glanis Linnaeus, 1758	149
Silybum marianum (L.) Gaertn.	3145214	Plantae	introduced	plants	present	Silybum marianum (L.) Gaertn.	737
Sinacalia tangutica (Maxim.) B.Nord.	3115131	Plantae	unknown	plants	present	Sinacalia tangutica (Maxim.) B.Nord.	738
Sinanodonta woodiana (Lea, 1834)	4559541	Animalia	established	macroinvertebrates	present	Sinanodonta woodiana (Lea, 1834)	225
Sinapis alba L.	3047621	Plantae	introduced	plants	present	Sinapis alba L.	957
Sinelobus stanfordi (Richardson, 1901)	2228667	Animalia	to be determined by experts, unknown	wrims	present	Sinelobus stanfordi (Richardson, 1901)	9527, 9528
Sinelobus vanhaareni Bamber, 2014	7547256	Animalia	established	macroinvertebrates	present	Sinelobus vanhaareni Bamber, 2014	190
Sisymbrium altissimum L.	3046736	Plantae	established	plants	present	Sisymbrium altissimum L.	959
Sisymbrium austriacum subsp. chrysanthum (Jord.) Rouy & Foucaud	3046925	Plantae	established	plants	present	Sisymbrium austriacum subsp. chrysanthum (Jord.) Rouy & Foucaud	960
Sisymbrium erysimoides Desf.	3046765	Plantae	introduced	plants	present	Sisymbrium erysimoides Desf.	961
Sisymbrium irio L.	3046851	Plantae	established	plants	present	Sisymbrium irio L.	962
Sisymbrium loeselii L.	3046875	Plantae	established	plants	present	Sisymbrium loeselii L.	963
Sisymbrium orientale L.	3046812	Plantae	established	plants	present	Sisymbrium orientale L.	964
Sisymbrium runcinatum Lag. ex DC.	3046839	Plantae	introduced	plants	present	Sisymbrium runcinatum Lag. ex DC.	965
Sisymbrium septulatum DC.	3046778	Plantae	introduced	plants	present	Sisymbrium septulatum DC.	966
Sisymbrium strictissimum L.	3046850	Plantae	introduced	plants	present	Sisymbrium strictissimum L.	967
Sisymbrium volgense M.Bieb. ex E. Fourn.	3046744	Plantae	established	plants	present	Sisymbrium volgense M.Bieb. ex E. Fourn.	968
Sisyrinchium angustifolium Mill.	5296015	Plantae	established	plants	present	Sisyrinchium angustifolium Mill.	1501
Sisyrinchium californicum (Ker Gawl.) Dryand.	5296218	Plantae	introduced	plants	present	Sisyrinchium californicum (Ker Gawl.) Dryand.	1502
Sisyrinchium montanum Greene	5296178	Plantae	unknown	plants	present	Sisyrinchium montanum Greene	1503
Skimmia japonica Thunb.	7740617	Plantae	unknown	plants	present	Skimmia japonica Thunb.	2470
Smilax aspera L.	5295044	Plantae	introduced	plants	present	Smilax aspera L.	2548
Smilax rotundifolia L.	5295375	Plantae	established	plants	present	Smilax rotundifolia L.	2549
