index	nameMatchValidation	taxonID	datasetName	scientificName	verbatimScientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	vernacularNameEN	vernacularNameNL	vernacularNameFR	verbatimInvasionStage	invasionStage	invasionStageCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	verbatimIntroductionPathway	introductionPathway	introductionMode	verbatimHabitat	habitat	verbatimNativeRange	nativeRange	verbatimPresenceBE	verbatimPresenceFL	verbatimPresenceWA	verbatimPresenceBR	verbatimPresenceBECoast	verbatimPresenceBPNS	verbatimPresenceBEEZ	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes	manual_acceptedKey	gbifapi_usageKey	gbifapi_scientificName	gbifapi_canonicalName	gbifapi_status	gbifapi_rank	gbifapi_matchType	gbifapi_confidence	gbifapi_acceptedKey	gbifapi_acceptedScientificName
4907	ok		rinse	Opuntia stricta	Opuntia stricta		Plantae	Angiospermae	Eudicotyledoneae			Opuntia	stricta													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													5384075	Opuntia stricta (Haw.) Haw.	Opuntia stricta	ACCEPTED	SPECIES	EXACT	100	5384075	Opuntia stricta (Haw.) Haw.
4908	ok		rinse	Opuntia tuna	Opuntia tuna		Plantae	Angiospermae	Eudicotyledoneae			Opuntia	tuna													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													5384105	Opuntia tuna (L.) Mill.	Opuntia tuna	ACCEPTED	SPECIES	EXACT	99	5384105	Opuntia tuna (L.) Mill.
4909	no match		rinse	Opuntia vulgaris	Opuntia vulgaris		Plantae	Angiospermae	Eudicotyledoneae			Opuntia	vulgaris													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													8205956	Opuntia vulgaris Ten.	Opuntia vulgaris	ACCEPTED	SPECIES	EXACT	99	8205956	Opuntia vulgaris Ten.
4910	no match		rinse	Orchis laxiflora	Orchis laxiflora		Plantae	Angiospermae				Orchis	laxiflora													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown											data based solely on DAISIE portal										
4911	ok		rinse	Origanum majorana	Origanum majorana		Plantae	Angiospermae				Origanum	majorana													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2926615	Origanum majorana L.	Origanum majorana	ACCEPTED	SPECIES	EXACT	100	2926615	Origanum majorana L.
4912	ok		rinse	Origanum onites	Origanum onites		Plantae	Angiospermae				Origanum	onites													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2926613	Origanum onites L.	Origanum onites	ACCEPTED	SPECIES	EXACT	100	2926613	Origanum onites L.
4913	ok, SYNONYM		rinse	Origanum vulgare var. hirtum	Origanum vulgare hirtum		Plantae	Angiospermae				Origanum	vulgare hirtum													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													3893572	Origanum vulgare var. hirtum (Schur) Soó	Origanum vulgare hirtum	SYNONYM	VARIETY	EXACT	100	7226093	Origanum vulgare subsp. vulgare
4914	ok, SYNONYM		rinse	Orlaya daucoides	Orlaya daucoides		Plantae	Angiospermae				Orlaya	daucoides													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													3638303	Orlaya daucoides (L.) Greuter	Orlaya daucoides	SYNONYM	SPECIES	EXACT	100	3638223	Orlaya platycarpos W. D. Koch
4915	no match		rinse	Ornithogalum angustifolium	Ornithogalum angustifolium		Plantae	Angiospermae				Ornithogalum	angustifolium													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown											data based solely on DAISIE portal										
4916	ok		rinse	Ornithogalum arabicum	Ornithogalum arabicum		Plantae	Angiospermae				Ornithogalum	arabicum													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													8243662	Ornithogalum arabicum L.	Ornithogalum arabicum	ACCEPTED	SPECIES	EXACT	99	8243662	Ornithogalum arabicum L.
4917	ok		rinse	Ornithogalum narbonense	Ornithogalum narbonense		Plantae	Angiospermae				Ornithogalum	narbonense													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													2772958	Ornithogalum narbonense L.	Ornithogalum narbonense	ACCEPTED	SPECIES	EXACT	99	2772958	Ornithogalum narbonense L.
4918	ok, SYNONYM		rinse	Ornithogalum nutans	Ornithogalum nutans		Plantae	Angiospermae				Ornithogalum	nutans													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts											data based solely on DAISIE portal		2773281	Ornithogalum nutans L.	Ornithogalum nutans	ACCEPTED	SPECIES	EXACT	100	2773281	Ornithogalum nutans L.
4919	ok		rinse	Ornithogalum pyramidale	Ornithogalum pyramidale		Plantae	Angiospermae				Ornithogalum	pyramidale													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													2772885	Ornithogalum pyramidale L.	Ornithogalum pyramidale	ACCEPTED	SPECIES	EXACT	99	2772885	Ornithogalum pyramidale L.
4920	ok		rinse	Ornithogalum pyrenaicum	Ornithogalum pyrenaicum		Plantae	Angiospermae				Ornithogalum	pyrenaicum													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													2772902	Ornithogalum pyrenaicum L.	Ornithogalum pyrenaicum	ACCEPTED	SPECIES	EXACT	99	2772902	Ornithogalum pyrenaicum L.
4921	ok, SYNONYM		rinse	Ornithogalum umbellatum divergens	Ornithogalum umbellatum divergens		Plantae	Angiospermae				Ornithogalum	umbellatum divergens													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													2773449	Ornithogalum umbellatum var. divergens (Boreau) Beck	Ornithogalum umbellatum divergens	SYNONYM	VARIETY	EXACT	99	2773453	Ornithogalum divergens Boreau
4922	ok, SYNONYM		rinse	Ornithopus compressus	Ornithopus compressus		Plantae	Angiospermae				Ornithopus	compressus													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts											data based solely on DAISIE portal		5358265	Ornithopus compressus L.	Ornithopus compressus	ACCEPTED	SPECIES	EXACT	99	5358265	Ornithopus compressus L.
4923	ok		rinse	Ornithopus sativus	Ornithopus sativus		Plantae	Angiospermae				Ornithopus	sativus													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts											data based solely on DAISIE portal		5358266	Ornithopus sativus Brot.	Ornithopus sativus	ACCEPTED	SPECIES	EXACT	99	5358266	Ornithopus sativus Brot.
4924	ok		rinse	Orobanche amethystea	Orobanche amethystea		Plantae	Angiospermae	Eudicotyledoneae			Orobanche	amethystea													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													7519710	Orobanche amethystea Thuill.	Orobanche amethystea	ACCEPTED	SPECIES	EXACT	99	7519710	Orobanche amethystea Thuill.
4925	ok		rinse	Orobanche crenata	Orobanche crenata		Plantae	Angiospermae	Eudicotyledoneae			Orobanche	crenata													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown											data based solely on DAISIE portal		3173273	Orobanche crenata Forsskál	Orobanche crenata	ACCEPTED	SPECIES	EXACT	99	3173273	Orobanche crenata Forsskál
4926	ok		rinse	Orobanche flava	Orobanche flava		Plantae	Angiospermae	Eudicotyledoneae			Orobanche	flava													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													7332516	Orobanche flava Mart. ex F. W. Schultz	Orobanche flava	ACCEPTED	SPECIES	EXACT	99	7332516	Orobanche flava Mart. ex F. W. Schultz
4927	ok		rinse	Orobanche ramosa	Orobanche ramosa		Plantae	Angiospermae	Eudicotyledoneae			Orobanche	ramosa													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													7767780	Orobanche ramosa Duby	Orobanche ramosa	ACCEPTED	SPECIES	EXACT	99	7767780	Orobanche ramosa Duby
4928	ok		rinse	Orthilia secunda	Orthilia secunda		Plantae	Angiospermae				Orthilia	secunda													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													2888310	Orthilia secunda (L.) House	Orthilia secunda	ACCEPTED	SPECIES	EXACT	100	2888310	Orthilia secunda (L.) House
4929	ok		rinse	Oryza sativa	Oryza sativa		Plantae	Angiospermae				Oryza	sativa													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													2703459	Oryza sativa L.	Oryza sativa	ACCEPTED	SPECIES	EXACT	99	2703459	Oryza sativa L.
4930	ok, SYNONYM		rinse	Osteospermum jucundum	Osteospermum jucundum		Plantae	Angiospermae				Osteospermum	jucundum													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													3093587	Osteospermum jucundum (E.Phillips) Norl.	Osteospermum jucundum	SYNONYM	SPECIES	EXACT	100	5402340	Dimorphotheca jucunda E.Phillips
4931	ok		rinse	Oxalis articulata	Oxalis articulata		Plantae	Angiospermae	Eudicotyledoneae			Oxalis	articulata													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown											data based solely on DAISIE portal		2891664	Oxalis articulata Savigny	Oxalis articulata	ACCEPTED	SPECIES	EXACT	99	2891664	Oxalis articulata Savigny
4932	ok		rinse	Oxalis bowiei	Oxalis bowiei		Plantae	Angiospermae	Eudicotyledoneae			Oxalis	bowiei													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													7461212	Oxalis bowiei Aiton ex G. Don	Oxalis bowiei	ACCEPTED	SPECIES	EXACT	99	7461212	Oxalis bowiei Aiton ex G. Don
4933	ok		rinse	Oxalis corniculata	Oxalis corniculata		Plantae	Angiospermae	Eudicotyledoneae			Oxalis	corniculata													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													8427624	Oxalis corniculata L.	Oxalis corniculata	ACCEPTED	SPECIES	EXACT	100	8427624	Oxalis corniculata L.
4934	ok		rinse	Oxalis debilis	Oxalis debilis		Plantae	Angiospermae	Eudicotyledoneae			Oxalis	debilis													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													2891707	Oxalis debilis Kunth	Oxalis debilis	ACCEPTED	SPECIES	EXACT	100	2891707	Oxalis debilis Kunth
4935	ok		rinse	Oxalis dillenii	Oxalis dillenii		Plantae	Angiospermae	Eudicotyledoneae			Oxalis	dillenii													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown											data based solely on DAISIE portal		2891677	Oxalis dillenii Jacq.	Oxalis dillenii	ACCEPTED	SPECIES	EXACT	100	2891677	Oxalis dillenii Jacq.
4936	ok		rinse	Oxalis exilis	Oxalis exilis		Plantae	Angiospermae	Eudicotyledoneae			Oxalis	exilis													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown											data based solely on DAISIE portal		3626311	Oxalis exilis A. Cunn.	Oxalis exilis	ACCEPTED	SPECIES	EXACT	100	3626311	Oxalis exilis A. Cunn.
4937	ok		rinse	Oxalis incarnata	Oxalis incarnata		Plantae	Angiospermae	Eudicotyledoneae			Oxalis	incarnata													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown											data based solely on DAISIE portal		2891720	Oxalis incarnata L.	Oxalis incarnata	ACCEPTED	SPECIES	EXACT	100	2891720	Oxalis incarnata L.
4938	ok		rinse	Oxalis latifolia	Oxalis latifolia		Plantae	Angiospermae	Eudicotyledoneae			Oxalis	latifolia													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													2891755	Oxalis latifolia Kunth	Oxalis latifolia	ACCEPTED	SPECIES	EXACT	99	2891755	Oxalis latifolia Kunth
4939	ok		rinse	Oxalis pes-caprae	Oxalis pes-caprae		Plantae	Angiospermae	Eudicotyledoneae			Oxalis	pes-caprae													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2891661	Oxalis pes-caprae L.	Oxalis pes-caprae	ACCEPTED	SPECIES	EXACT	99	2891661	Oxalis pes-caprae L.
4940	ok		rinse	Oxalis rosea	Oxalis rosea		Plantae	Angiospermae	Eudicotyledoneae			Oxalis	rosea													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown											data based solely on DAISIE portal		7156959	Oxalis rosea Jacq.	Oxalis rosea	ACCEPTED	SPECIES	EXACT	99	7156959	Oxalis rosea Jacq.
4941	ok, SYNONYM		rinse	Oxalis stricta	Oxalis stricta		Plantae	Angiospermae	Eudicotyledoneae			Oxalis	stricta													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts											data based solely on DAISIE portal		2891666	Oxalis stricta L.	Oxalis stricta	SYNONYM	SPECIES	EXACT	100	2891677	Oxalis dillenii Jacq.
4942	ok		rinse	Oxalis tetraphylla	Oxalis tetraphylla		Plantae	Angiospermae	Eudicotyledoneae			Oxalis	tetraphylla													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown											data based solely on DAISIE portal		7560711	Oxalis tetraphylla Cav.	Oxalis tetraphylla	ACCEPTED	SPECIES	EXACT	99	7560711	Oxalis tetraphylla Cav.
