index	nameMatchValidation	taxonID	datasetName	scientificName	verbatimScientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	vernacularNameEN	vernacularNameNL	vernacularNameFR	verbatimInvasionStage	invasionStage	invasionStageCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	verbatimIntroductionPathway	introductionPathway	introductionMode	verbatimHabitat	habitat	verbatimNativeRange	nativeRange	verbatimPresenceBE	verbatimPresenceFL	verbatimPresenceWA	verbatimPresenceBR	verbatimPresenceBECoast	verbatimPresenceBPNS	verbatimPresenceBEEZ	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes	manual_acceptedKey	gbifapi_usageKey	gbifapi_scientificName	gbifapi_canonicalName	gbifapi_status	gbifapi_rank	gbifapi_matchType	gbifapi_confidence	gbifapi_acceptedKey	gbifapi_acceptedScientificName
6830	ok		rinse	Enderleinellus tamiasis	Enderleinellus tamiasis		Animalia	Arthropoda	Insecta			Enderleinellus	tamiasis													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1032253	Enderleinellus tamiasis Fahrenholz, 1916	Enderleinellus tamiasis	ACCEPTED	SPECIES	EXACT	100	1032253	Enderleinellus tamiasis Fahrenholz, 1916
6831	ok		rinse	Endrosis sarcitrella	Endrosis sarcitrella		Animalia	Arthropoda	Insecta			Endrosis	sarcitrella													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													1837172	Endrosis sarcitrella Linnaeus, 1758	Endrosis sarcitrella	ACCEPTED	SPECIES	EXACT	100	1837172	Endrosis sarcitrella Linnaeus, 1758
6832	ok, SYNONYM		rinse	Eperigone eschatologica	Eperigone eschatologica		Animalia	Arthropoda	Arachnida			Eperigone	eschatologica													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													4659077	Eperigone eschatologica (Crosby, 1924)	Eperigone eschatologica	SYNONYM	SPECIES	EXACT	100	2138649	Mermessus denticulatus (Banks, 1898)
6833	ok		rinse	Ephestia elutella	Ephestia elutella		Animalia	Arthropoda	Insecta			Ephestia	elutella													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													1878470	Ephestia elutella Hübner, 1796	Ephestia elutella	ACCEPTED	SPECIES	EXACT	100	1878470	Ephestia elutella Hübner, 1796
6834	ok		rinse	Ephestia kuehniella	Ephestia kuehniella		Animalia	Arthropoda	Insecta			Ephestia	kuehniella													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													1878490	Ephestia kuehniella Zeller, 1879	Ephestia kuehniella	ACCEPTED	SPECIES	EXACT	100	1878490	Ephestia kuehniella Zeller, 1879
6835	ok		rinse	Ephestia unicolorella	Ephestia unicolorella		Animalia	Arthropoda	Insecta			Ephestia	unicolorella													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1878469	Ephestia unicolorella Staudinger, 1881	Ephestia unicolorella	ACCEPTED	SPECIES	EXACT	100	1878469	Ephestia unicolorella Staudinger, 1881
6836	ok, SYNONYM		rinse	Ephippigerida nigromarginata	Ephippigerida nigromarginata		Animalia	Arthropoda	Insecta			Ephippigerida	nigromarginata													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1693056	Ephippigerida nigromarginata (Lucas, H., 1849)	Ephippigerida nigromarginata	ACCEPTED	SPECIES	EXACT	100	1693056	Ephippigerida nigromarginata (Lucas, H., 1849)
6837	ok		rinse	Ephistemus globulus	Ephistemus globulus		Animalia	Arthropoda	Insecta			Ephistemus	globulus													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													4451853	Ephistemus globulus (Paykull, 1798)	Ephistemus globulus	ACCEPTED	SPECIES	EXACT	100	4451853	Ephistemus globulus (Paykull, 1798)
6838	ok		rinse	Epichoristodes acerbella	Epichoristodes acerbella		Animalia	Arthropoda	Insecta			Epichoristodes	acerbella													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1744658	Epichoristodes acerbella Walker, 1864	Epichoristodes acerbella	ACCEPTED	SPECIES	EXACT	100	1744658	Epichoristodes acerbella Walker, 1864
6839	ok		rinse	Epidiplosis filifera	Epidiplosis filifera		Animalia	Arthropoda	Insecta			Epidiplosis	filifera													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1597077	Epidiplosis filifera (Nijveldt, 1965)	Epidiplosis filifera	ACCEPTED	SPECIES	EXACT	100	1597077	Epidiplosis filifera (Nijveldt, 1965)
6840	ok		rinse	Epinotia algeriensis	Epinotia algeriensis		Animalia	Arthropoda	Insecta			Epinotia	algeriensis													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1745794	Epinotia algeriensis Chambon, 1990	Epinotia algeriensis	ACCEPTED	SPECIES	EXACT	100	1745794	Epinotia algeriensis Chambon, 1990
6841	ok		rinse	Epinotia cedricida	Epinotia cedricida		Animalia	Arthropoda	Insecta			Epinotia	cedricida													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1745813	Epinotia cedricida Leclant & Remaudiere, 1969	Epinotia cedricida	ACCEPTED	SPECIES	EXACT	100	1745813	Epinotia cedricida Leclant & Remaudiere, 1969
6842	ok		rinse	Epiphyas postvittana	Epiphyas postvittana		Animalia	Arthropoda	Insecta			Epiphyas	postvittana													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1737131	Epiphyas postvittana Walker, 1863	Epiphyas postvittana	ACCEPTED	SPECIES	EXACT	100	1737131	Epiphyas postvittana Walker, 1863
6843	ok		rinse	Epitrimerus cupressi	Epitrimerus cupressi		Animalia	Arthropoda	Arachnida			Epitrimerus	cupressi													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													4543713	Epitrimerus cupressi (Keifer, 1939)	Epitrimerus cupressi	ACCEPTED	SPECIES	EXACT	100	4543713	Epitrimerus cupressi (Keifer, 1939)
6844	ok		rinse	Epuraea luteola	Epuraea luteola		Animalia	Arthropoda	Insecta			Epuraea	luteola													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													7919098	Epuraea luteola Erichson, 1843	Epuraea luteola	ACCEPTED	SPECIES	EXACT	100	7919098	Epuraea luteola Erichson, 1843
6845	ok		rinse	Epuraea ocularis	Epuraea ocularis		Animalia	Arthropoda	Insecta			Epuraea	ocularis													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													4452600	Epuraea ocularis Fairmaire, 1849	Epuraea ocularis	ACCEPTED	SPECIES	EXACT	100	4452600	Epuraea ocularis Fairmaire, 1849
6846	ok, SYNONYM		rinse	Eratophyes amasiella	Eratophyes amasiella		Animalia	Arthropoda	Insecta			Eratophyes	amasiella													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													4528650	Eratophyes amasiella (Herrich-Schäffer, 1854)	Eratophyes amasiella	SYNONYM	SPECIES	EXACT	100	1835407	Schiffermuelleria amasiella Herrich-Schäffer, 1855
6847	ok		rinse	Eremocoris fenestratus	Eremocoris fenestratus		Animalia	Arthropoda	Insecta			Eremocoris	fenestratus													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													4486529	Eremocoris fenestratus Herrich-Schaeffer, 1839	Eremocoris fenestratus	ACCEPTED	SPECIES	EXACT	100	4486529	Eremocoris fenestratus Herrich-Schaeffer, 1839
6848	ok		rinse	Eretmocerus eremicus	Eretmocerus eremicus		Animalia	Arthropoda	Insecta			Eretmocerus	eremicus													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1365772	Eretmocerus eremicus Rose & Zolnerowich, 1997	Eretmocerus eremicus	ACCEPTED	SPECIES	EXACT	100	1365772	Eretmocerus eremicus Rose & Zolnerowich, 1997
6849	ok		rinse	Eretmocerus mundus	Eretmocerus mundus		Animalia	Arthropoda	Insecta			Eretmocerus	mundus													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1365799	Eretmocerus mundus Mercet, 1931	Eretmocerus mundus	ACCEPTED	SPECIES	EXACT	100	1365799	Eretmocerus mundus Mercet, 1931
6850	ok		rinse	Ergasilus briani	Ergasilus briani		Animalia	Arthropoda	Maxillopoda			Ergasilus	briani													to be determined by experts		freshwater	freshwater		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2110467	Ergasilus briani Markevich, 1933	Ergasilus briani	ACCEPTED	SPECIES	EXACT	100	2110467	Ergasilus briani Markevich, 1933
6851	ok		rinse	Ergasilus gibbus	Ergasilus gibbus		Animalia	Arthropoda	Maxillopoda			Ergasilus	gibbus													to be determined by experts		freshwater	freshwater		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2110481	Ergasilus gibbus von Nordmann, 1832	Ergasilus gibbus	ACCEPTED	SPECIES	EXACT	100	2110481	Ergasilus gibbus von Nordmann, 1832
6852	ok		rinse	Ergasilus sieboldi	Ergasilus sieboldi		Animalia	Arthropoda	Maxillopoda			Ergasilus	sieboldi													to be determined by experts		freshwater	freshwater		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2110464	Ergasilus sieboldi von Nordmann, 1832	Ergasilus sieboldi	ACCEPTED	SPECIES	EXACT	100	2110464	Ergasilus sieboldi von Nordmann, 1832
6853	ok		rinse	Ericaphis scammelli	Ericaphis scammelli		Animalia	Arthropoda	Insecta			Ericaphis	scammelli													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2075484	Ericaphis scammelli (Mason, P.W., 1940)	Ericaphis scammelli	ACCEPTED	SPECIES	EXACT	100	2075484	Ericaphis scammelli (Mason, P.W., 1940)
6854	ok		rinse	Ericaphis wakibae	Ericaphis wakibae		Animalia	Arthropoda	Insecta			Ericaphis	wakibae													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2075491	Ericaphis wakibae (Hottes, 1934)	Ericaphis wakibae	ACCEPTED	SPECIES	EXACT	100	2075491	Ericaphis wakibae (Hottes, 1934)
6855	ok		rinse	Erigone aletris	Erigone aletris		Animalia	Arthropoda	Arachnida			Erigone	aletris													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2137699	Erigone aletris Crosby & Bishop, 1928	Erigone aletris	ACCEPTED	SPECIES	EXACT	100	2137699	Erigone aletris Crosby & Bishop, 1928
6856	ok		rinse	Eriocheir sinensis	Eriocheir sinensis		Animalia	Arthropoda	Malacostraca			Eriocheir	sinensis													to be determined by experts		marine+freshwater	freshwater | marine		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													2225776	Eriocheir sinensis H. Milne Edwards, 1853	Eriocheir sinensis	ACCEPTED	SPECIES	EXACT	100	2225776	Eriocheir sinensis H. Milne Edwards, 1853
6857	ok		rinse	Eriococcus araucariae	Eriococcus araucariae		Animalia	Arthropoda	Insecta			Eriococcus	araucariae													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2081658	Eriococcus araucariae Maskell, 1879	Eriococcus araucariae	ACCEPTED	SPECIES	EXACT	100	2081658	Eriococcus araucariae Maskell, 1879
6858	ok		rinse	Eriococcus coccineus	Eriococcus coccineus		Animalia	Arthropoda	Insecta			Eriococcus	coccineus													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2081315	Eriococcus coccineus Cockerell, 1894	Eriococcus coccineus	ACCEPTED	SPECIES	EXACT	100	2081315	Eriococcus coccineus Cockerell, 1894
6859	ok		rinse	Eriophyes pyri	Eriophyes pyri		Animalia	Arthropoda	Arachnida			Eriophyes	pyri													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													5774728	Eriophyes pyri (Pagenstecher, 1857)	Eriophyes pyri	ACCEPTED	SPECIES	EXACT	100	5774728	Eriophyes pyri (Pagenstecher, 1857)
6860	ok		rinse	Eriosoma lanigerum	Eriosoma lanigerum		Animalia	Arthropoda	Insecta			Eriosoma	lanigerum													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													2075983	Eriosoma lanigerum (Hausmann, 1802)	Eriosoma lanigerum	ACCEPTED	SPECIES	EXACT	100	2075983	Eriosoma lanigerum (Hausmann, 1802)
6861	ok		rinse	Eriozona erratica	Eriozona erratica		Animalia	Arthropoda	Insecta			Eriozona	erratica													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													1543344	Eriozona erratica (Linnaeus, 1758)	Eriozona erratica	ACCEPTED	SPECIES	EXACT	100	1543344	Eriozona erratica (Linnaeus, 1758)
6862	ok		rinse	Eriozona syrphoides	Eriozona syrphoides		Animalia	Arthropoda	Insecta			Eriozona	syrphoides													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1543332	Eriozona syrphoides (Fallen, 1817)	Eriozona syrphoides	ACCEPTED	SPECIES	EXACT	100	1543332	Eriozona syrphoides (Fallen, 1817)
6863	ok		rinse	Essigella californica	Essigella californica		Animalia	Arthropoda	Insecta			Essigella	californica													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2075337	Essigella californica (Essig, 1909)	Essigella californica	ACCEPTED	SPECIES	EXACT	100	2075337	Essigella californica (Essig, 1909)
6864	ok		rinse	Etiella zinckenella	Etiella zinckenella		Animalia	Arthropoda	Insecta			Etiella	zinckenella													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													1870450	Etiella zinckenella Treitschke, 1832	Etiella zinckenella	ACCEPTED	SPECIES	EXACT	100	1870450	Etiella zinckenella Treitschke, 1832
6865	ok		rinse	Euborellia annulipes	Euborellia annulipes		Animalia	Arthropoda	Insecta			Euborellia	annulipes													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1419894	Euborellia annulipes (Lucas, HF, 1847)	Euborellia annulipes	ACCEPTED	SPECIES	EXACT	99	1419894	Euborellia annulipes (Lucas, HF, 1847)
6866	ok		rinse	Eucalymnatus tessellatus	Eucalymnatus tessellatus		Animalia	Arthropoda	Insecta			Eucalymnatus	tessellatus													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2091537	Eucalymnatus tessellatus (Signoret, 1873)	Eucalymnatus tessellatus	ACCEPTED	SPECIES	EXACT	99	2091537	Eucalymnatus tessellatus (Signoret, 1873)
6867	ok		rinse	Euchromia lethe	Euchromia lethe		Animalia	Arthropoda	Insecta			Euchromia	lethe													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													5117791	Euchromia lethe Fabricius, 1775	Euchromia lethe	ACCEPTED	SPECIES	EXACT	100	5117791	Euchromia lethe Fabricius, 1775
6868	ok		rinse	Euchromius ocellea	Euchromius ocellea		Animalia	Arthropoda	Insecta			Euchromius	ocellea													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1891167	Euchromius ocellea Haworth, 1811	Euchromius ocellea	ACCEPTED	SPECIES	EXACT	100	1891167	Euchromius ocellea Haworth, 1811
6869	ok		rinse	Eudiaptomus gracilis	Eudiaptomus gracilis		Animalia	Arthropoda	Maxillopoda			Eudiaptomus	gracilis													to be determined by experts		freshwater	freshwater		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													5166383	Eudiaptomus gracilis (G. O. Sars, 1862)	Eudiaptomus gracilis	ACCEPTED	SPECIES	EXACT	100	5166383	Eudiaptomus gracilis (G. O. Sars, 1862)
6870	ok, SYNONYM		rinse	Euhoplopsyllus glacialis	Euhoplopsyllus glacialis		Animalia	Arthropoda	Insecta			Euhoplopsyllus	glacialis													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													4480999	Euhoplopsyllus glacialis	Euhoplopsyllus glacialis	ACCEPTED	SPECIES	EXACT	100	4480999	Euhoplopsyllus glacialis
6871	ok		rinse	Eulachnus agilis	Eulachnus agilis		Animalia	Arthropoda	Insecta			Eulachnus	agilis													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2072983	Eulachnus agilis (Kaltenbach, 1843)	Eulachnus agilis	ACCEPTED	SPECIES	EXACT	100	2072983	Eulachnus agilis (Kaltenbach, 1843)
6872	ok, SYNONYM		rinse	Eulachnus bluncki	Eulachnus bluncki		Animalia	Arthropoda	Insecta			Eulachnus	bluncki													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2072957	Eulachnus bluncki Börner, 1940	Eulachnus bluncki	SYNONYM	SPECIES	EXACT	100	2072955	Eulachnus rileyi (Williams, T.A., 1911)
6873	ok		rinse	Eulachnus brevipilosus	Eulachnus brevipilosus		Animalia	Arthropoda	Insecta			Eulachnus	brevipilosus													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2072981	Eulachnus brevipilosus Börner, 1940	Eulachnus brevipilosus	ACCEPTED	SPECIES	EXACT	100	2072981	Eulachnus brevipilosus Börner, 1940
6874	ok		rinse	Eulachnus rileyi	Eulachnus rileyi		Animalia	Arthropoda	Insecta			Eulachnus	rileyi													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2072955	Eulachnus rileyi (Williams, T.A., 1911)	Eulachnus rileyi	ACCEPTED	SPECIES	EXACT	100	2072955	Eulachnus rileyi (Williams, T.A., 1911)
6875	ok		rinse	Eulagius filicornis	Eulagius filicornis		Animalia	Arthropoda	Insecta			Eulagius	filicornis													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													4458746	Eulagius filicornis (Reitter, 1887)	Eulagius filicornis	ACCEPTED	SPECIES	EXACT	100	4458746	Eulagius filicornis (Reitter, 1887)
6876	ok		rinse	Eulecanium excrescens	Eulecanium excrescens		Animalia	Arthropoda	Insecta			Eulecanium	excrescens													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													8042547	Eulecanium excrescens (Ferris, 1920)	Eulecanium excrescens	ACCEPTED	SPECIES	EXACT	99	8042547	Eulecanium excrescens (Ferris, 1920)
6877	ok		rinse	Eulepidosaphes pyriformis	Eulepidosaphes pyriformis		Animalia	Arthropoda	Insecta			Eulepidosaphes	pyriformis													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													8016819	Eulepidosaphes pyriformis (Maskell, 1879)	Eulepidosaphes pyriformis	ACCEPTED	SPECIES	EXACT	99	8016819	Eulepidosaphes pyriformis (Maskell, 1879)
6878	ok		rinse	Eumerus funeralis	Eumerus funeralis		Animalia	Arthropoda	Insecta			Eumerus	funeralis													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													7198254	Eumerus funeralis Meigen, 1822	Eumerus funeralis	ACCEPTED	SPECIES	EXACT	100	7198254	Eumerus funeralis Meigen, 1822
6879	ok		rinse	Euophryum confine	Euophryum confine		Animalia	Arthropoda	Insecta			Euophryum	confine													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													4465638	Euophryum confine (Broun, 1880)	Euophryum confine	ACCEPTED	SPECIES	EXACT	100	4465638	Euophryum confine (Broun, 1880)
6880	ok		rinse	Euophryum rufum	Euophryum rufum		Animalia	Arthropoda	Insecta			Euophryum	rufum													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													4465640	Euophryum rufum (Broun, 1880)	Euophryum rufum	ACCEPTED	SPECIES	EXACT	100	4465640	Euophryum rufum (Broun, 1880)
6881	ok		rinse	Eupithecia abietaria	Eupithecia abietaria		Animalia	Arthropoda	Insecta			Eupithecia	abietaria													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1983997	Eupithecia abietaria Goeze, 1781	Eupithecia abietaria	ACCEPTED	SPECIES	EXACT	100	1983997	Eupithecia abietaria Goeze, 1781
6882	ok		rinse	Eupithecia intricata	Eupithecia intricata		Animalia	Arthropoda	Insecta			Eupithecia	intricata													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													1983288	Eupithecia intricata Zetterstedt, 1839	Eupithecia intricata	ACCEPTED	SPECIES	EXACT	100	1983288	Eupithecia intricata Zetterstedt, 1839
6883	ok		rinse	Eupithecia lariciata	Eupithecia lariciata		Animalia	Arthropoda	Insecta			Eupithecia	lariciata													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1982406	Eupithecia lariciata Freyer, 1980	Eupithecia lariciata	ACCEPTED	SPECIES	EXACT	100	1982406	Eupithecia lariciata Freyer, 1980
6884	ok		rinse	Eupithecia phoeniceata	Eupithecia phoeniceata		Animalia	Arthropoda	Insecta			Eupithecia	phoeniceata													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													1983888	Eupithecia phoeniceata Rambur, 1834	Eupithecia phoeniceata	ACCEPTED	SPECIES	EXACT	100	1983888	Eupithecia phoeniceata Rambur, 1834
6885	ok		rinse	Eupithecia pulchellata	Eupithecia pulchellata		Animalia	Arthropoda	Insecta			Eupithecia	pulchellata													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													1983000	Eupithecia pulchellata Stephens, 1831	Eupithecia pulchellata	ACCEPTED	SPECIES	EXACT	100	1983000	Eupithecia pulchellata Stephens, 1831
6886	ok		rinse	Eupithecia sinuosaria	Eupithecia sinuosaria		Animalia	Arthropoda	Insecta			Eupithecia	sinuosaria													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1983922	Eupithecia sinuosaria Eversmann, 1848	Eupithecia sinuosaria	ACCEPTED	SPECIES	EXACT	100	1983922	Eupithecia sinuosaria Eversmann, 1848
6887	ok		rinse	Eupteryx decemnotata	Eupteryx decemnotata		Animalia	Arthropoda	Insecta			Eupteryx	decemnotata													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													5985037	Eupteryx decemnotata Rey, 1891	Eupteryx decemnotata	ACCEPTED	SPECIES	EXACT	100	5985037	Eupteryx decemnotata Rey, 1891
6888	ok		rinse	Eupteryx rostrata	Eupteryx rostrata		Animalia	Arthropoda	Insecta			Eupteryx	rostrata													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													5984901	Eupteryx rostrata Ribaut, 1936	Eupteryx rostrata	ACCEPTED	SPECIES	EXACT	100	5984901	Eupteryx rostrata Ribaut, 1936
6889	ok		rinse	Eurhadina loewii	Eurhadina loewii		Animalia	Arthropoda	Insecta			Eurhadina	loewii													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													2049181	Eurhadina loewii (Then, 1886)	Eurhadina loewii	ACCEPTED	SPECIES	EXACT	100	2049181	Eurhadina loewii (Then, 1886)
6890	ok		rinse	Euryopis episinoides	Euryopis episinoides		Animalia	Arthropoda	Arachnida			Euryopis	episinoides													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													2155807	Euryopis episinoides (Walckenaer, 1847)	Euryopis episinoides	ACCEPTED	SPECIES	EXACT	100	2155807	Euryopis episinoides (Walckenaer, 1847)
6891	ok		rinse	Eurytemora americana	Eurytemora americana		Animalia	Arthropoda	Maxillopoda			Eurytemora	americana													to be determined by experts		marine	marine		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													2114326	Eurytemora americana L. W. Williams, 1906	Eurytemora americana	ACCEPTED	SPECIES	EXACT	100	2114326	Eurytemora americana L. W. Williams, 1906
6892	ok		rinse	Eurytemora pacifica	Eurytemora pacifica		Animalia	Arthropoda	Maxillopoda			Eurytemora	pacifica													to be determined by experts		marine	marine		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2114320	Eurytemora pacifica Sato, 1913	Eurytemora pacifica	ACCEPTED	SPECIES	EXACT	100	2114320	Eurytemora pacifica Sato, 1913
6893	ok		rinse	Eurytetranychus admes	Eurytetranychus admes		Animalia	Arthropoda	Arachnida			Eurytetranychus	admes													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2128884	Eurytetranychus admes Pritchard & Baker, 1955	Eurytetranychus admes	ACCEPTED	SPECIES	EXACT	100	2128884	Eurytetranychus admes Pritchard & Baker, 1955
6894	ok		rinse	Eurytoma orchidearum	Eurytoma orchidearum		Animalia	Arthropoda	Insecta			Eurytoma	orchidearum													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													5044859	Eurytoma orchidearum (Westwood, 1869)	Eurytoma orchidearum	ACCEPTED	SPECIES	EXACT	100	5044859	Eurytoma orchidearum (Westwood, 1869)
6895	ok, SYNONYM		rinse	Eusarsiella zostericola	Eusarsiella zostericola		Animalia	Arthropoda	Ostracoda			Eusarsiella	zostericola													to be determined by experts		marine	marine		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1030608	Eusarsiella zostericola (Cushman, 1906)	Eusarsiella zostericola	SYNONYM	SPECIES	EXACT	100	4987853	Sarsiella zostericola Cushman, 1906
6896	ok		rinse	Eustixia pupula	Eustixia pupula		Animalia	Arthropoda	Insecta			Eustixia	pupula													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													5127170	Eustixia pupula Hübner, 1823	Eustixia pupula	ACCEPTED	SPECIES	EXACT	100	5127170	Eustixia pupula Hübner, 1823
6897	ok		rinse	Euxesta notata	Euxesta notata		Animalia	Arthropoda	Insecta			Euxesta	notata													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1523213	Euxesta notata (Wiedemann, 1830)	Euxesta notata	ACCEPTED	SPECIES	EXACT	100	1523213	Euxesta notata (Wiedemann, 1830)
6898	ok		rinse	Euxesta pechumani	Euxesta pechumani		Animalia	Arthropoda	Insecta			Euxesta	pechumani													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1523193	Euxesta pechumani Curran, 1938	Euxesta pechumani	ACCEPTED	SPECIES	EXACT	100	1523193	Euxesta pechumani Curran, 1938
