id,scientificname,species_group,species_type,species_status,count_obs
17458,Microbryum curvicolle,Mossen en korstmossen,S,Native,1
17459,Microbryum davallianum,Mossen en korstmossen,S,Native,3
17460,Microbryum floerkeanum,Mossen en korstmossen,S,Native,3
17461,Microbryum rectum,Mossen en korstmossen,S,Native,1
17463,Micromitrium tenerum,Mossen en korstmossen,S,Native,1
17464,Mnium hornum,Mossen en korstmossen,S,Native,904
17465,Mnium marginatum,Mossen en korstmossen,S,Native,18
17466,Mnium stellare,Mossen en korstmossen,S,Native,36
17468,Neckera complanata,Mossen en korstmossen,S,Native,126
17469,Neckera crispa,Mossen en korstmossen,S,Native,71
17470,Neckera pumila,Mossen en korstmossen,S,Native,5
17471,Octodiceras fontanum,Mossen en korstmossen,S,Native,1
17472,Oligotrichum hercynicum,Mossen en korstmossen,S,Native,9
17473,Orthodontium lineare,Mossen en korstmossen,S,Native,174
17474,Orthotrichum acuminatum,Mossen en korstmossen,S,Native,4
17475,Orthotrichum affine,Mossen en korstmossen,S,Native,734
17477,Orthotrichum anomalum,Mossen en korstmossen,S,Native,349
17479,Orthotrichum cupulatum,Mossen en korstmossen,S,Native,12
17480,Orthotrichum diaphanum,Mossen en korstmossen,S,Native,502
17482,Orthotrichum lyellii,Mossen en korstmossen,S,Native,276
17483,Orthotrichum obtusifolium,Mossen en korstmossen,S,Native,49
17484,Orthotrichum pallens,Mossen en korstmossen,S,Native,2
17485,Orthotrichum patens,Mossen en korstmossen,S,Native,9
17486,Orthotrichum pulchellum,Mossen en korstmossen,S,Native,274
17487,Orthotrichum pumilum,Mossen en korstmossen,S,Native,24
17488,Orthotrichum rivulare,Mossen en korstmossen,S,Native,1
17490,Orthotrichum rupestre,Mossen en korstmossen,S,Native,1
17491,Orthotrichum scanicum,Mossen en korstmossen,S,Native,3
17493,Orthotrichum speciosum,Mossen en korstmossen,S,Native,44
17495,Orthotrichum stramineum,Mossen en korstmossen,S,Native,102
17496,Orthotrichum striatum,Mossen en korstmossen,S,Native,172
17497,Orthotrichum tenellum,Mossen en korstmossen,S,Native,151
17499,Palustriella commutata,Mossen en korstmossen,S,Native,33
17500,Paraleucobryum longifolium,Mossen en korstmossen,S,Native,4
17501,Philonotis calcarea,Mossen en korstmossen,S,Native,11
17502,Philonotis arnellii,Mossen en korstmossen,S,Native,6
17503,Philonotis fontana,Mossen en korstmossen,S,Native,29
17506,Physcomitrella patens,Mossen en korstmossen,S,Native,2
17508,Physcomitrium pyriforme,Mossen en korstmossen,S,Native,94
17510,Plagiomnium affine,Mossen en korstmossen,S,Native,363
17511,Plagiomnium cuspidatum,Mossen en korstmossen,S,Native,9
17512,Plagiomnium elatum,Mossen en korstmossen,S,Native,7
17513,Plagiomnium ellipticum,Mossen en korstmossen,S,Native,12
17515,Plagiomnium rostratum,Mossen en korstmossen,S,Native,72
17516,Plagiomnium undulatum,Mossen en korstmossen,S,Native,635
17518,Plagiothecium cavifolium,Mossen en korstmossen,S,Native,7
