id,scientificname,species_group,species_type,species_status,count_obs
604196,Quedius schatzmayri,Kevers,S,Native,3
604220,Rugilus geniculatus,Kevers,S,Native,2
604280,Stenus argus,Kevers,S,Native,3
604301,Stenus fossulatus,Kevers,S,Native,3
604309,Stenus guttula,Kevers,S,Native,2
604324,Stenus lustrator,Kevers,S,Native,2
604330,Stenus morio,Kevers,S,Native,1
604336,Stenus ochropus,Kevers,S,Native,1
604338,Stenus pallipes,Kevers,S,Native,2
604339,Stenus pallitarsis,Kevers,S,Native,4
604344,Stenus picipes,Kevers,S,Native,1
604382,Tachyporus abdominalis,Kevers,S,Native,1
604444,Thinonoma atra,Kevers,S,Native,1
604450,Trimium brevicorne,Kevers,S,Native,1
604493,Xantholinus elegans,Kevers,S,Native,3
604503,Xylostiba bosnica,Kevers,S,Native,2
604582,Latheticus oryzae,Kevers,S,Native,1
605227,Hylesinus wachtli orni,Kevers,I,Native,1
605458,Lesteva sicula heeri,Kevers,I,Native,1
605527,Anobium spec.,Kevers,M,Native,6
605739,Bradycellus spec.,Kevers,M,Native,1
605751,Cicindela spec.,Kevers,M,Native,5
606012,Bruchidius spec.,Kevers,M,Native,4
606089,Cis spec.,Kevers,M,Native,1
606145,Scymnus spec.,Kevers,M,Native,5
606218,Cionus spec.,Kevers,M,Native,3
606247,Dryocoetes spec.,Kevers,M,Native,1
606263,Glocianus spec.,Kevers,M,Native,1
606525,Hemicrepidius spec.,Kevers,M,Native,13
606534,Limonius spec.,Kevers,M,Native,3
606538,Melanotus spec.,Kevers,M,Native,3
606667,Chaetarthria spec.,Kevers,M,Native,1
606705,Corticaria spec.,Kevers,M,Native,3
606753,Ptomaphagus spec.,Kevers,M,Native,1
606798,Malachius spec.,Kevers,M,Native,1
607151,Lesteva spec.,Kevers,M,Native,7
607194,Ocypus spec.,Kevers,M,Native,6
607199,Omalium spec.,Kevers,M,Native,2
607307,Zyras spec.,Kevers,M,Native,1
611470,Wachsmannia spathiiformis,Bijen wespen en mieren,S,Native,4
614395,Aprostocetus cerricola,Bijen wespen en mieren,S,Native,1
614810,Dichatomus acerinus,Bijen wespen en mieren,S,Native,16
619235,Baeus seminulum,Bijen wespen en mieren,S,Native,1
620721,Amphorophora rubi,Wantsen en Cicaden,S,Native,1
621077,Crypturaphis grassii,Wantsen en Cicaden,S,Native,2
621402,Ovatus crataegarius,Wantsen en Cicaden,S,Native,1
621405,Ovatus mentharius,Wantsen en Cicaden,S,Native,1
621569,Tetraneura nigriabdominalis,Wantsen en Cicaden,S,Native,10
621590,Tinocallis takachioensis,Wantsen en Cicaden,S,Exotic,2
622062,Pulvinaria vitis,Wantsen en Cicaden,S,Native,2
622096,Ceraleptus gracilicornis,Wantsen en Cicaden,S,Native,1
622220,Euides basilinea,Wantsen en Cicaden,S,Native,5
622336,Stiroma affinis,Wantsen en Cicaden,S,Native,2
622912,Kermes quercus,Wantsen en Cicaden,S,Native,1
623067,Megalonotus hirsutus,Wantsen en Cicaden,S,Native,1
623472,Dicyphus stachydis,Wantsen en Cicaden,S,Native,3
623531,Eurycolpus flaveolus,Wantsen en Cicaden,S,Native,1
623803,Orthotylus caprai,Wantsen en Cicaden,S,Native,2
624135,Arctorthezia cataphracta,Wantsen en Cicaden,S,Native,3
624689,Baeopelma foersteri,Wantsen en Cicaden,S,Native,6
624693,Cacopsylla ambigua,Wantsen en Cicaden,S,Native,2
624698,Cacopsylla brunneipennis,Wantsen en Cicaden,S,Native,1
624723,Cacopsylla peregrina,Wantsen en Cicaden,S,Native,3
624738,Cacopsylla ulmi,Wantsen en Cicaden,S,Native,1
624847,Livilla ulicis,Wantsen en Cicaden,S,Native,1
624878,Strophingia ericae,Wantsen en Cicaden,S,Native,1
625086,Tettigometra laeta,Wantsen en Cicaden,S,Native,3
625096,Tettigometra virescens,Wantsen en Cicaden,S,Native,1
625331,Trioza galii,Wantsen en Cicaden,S,Native,4
625351,Trioza rhamni,Wantsen en Cicaden,S,Native,2
634657,Ibisia marginata,Vliegen en Muggen,S,Native,2
637697,Suillia imberbis,Vliegen en Muggen,S,Native,1
637712,Suillia vaginata,Vliegen en Muggen,S,Native,1
638113,Homoneura notata,Vliegen en Muggen,S,Native,1
638436,Ilisia occoecata,Vliegen en Muggen,S,Native,3
638452,Lipsothrix nervosa,Vliegen en Muggen,S,Native,3
638595,Symplecta pilipes,Vliegen en Muggen,S,Native,1
638803,Helina cilipes,Vliegen en Muggen,S,To be catalogued,1
638936,Myospila alpina,Vliegen en Muggen,S,Native,1
638995,Polietes lardarius,Vliegen en Muggen,S,Native,2
640559,Norellisoma spinimanum,Vliegen en Muggen,S,Native,8
641787,Oxycera meigenii,Vliegen en Muggen,S,Native,3
641956,Tabanus spodopterus,Vliegen en Muggen,S,Native,1
643193,Lepidium sativum var. latifolium,Planten,V,Incidental / Vagrant / Migrant,1
643292,Botryobasidium vagum,Paddenstoelen,Y,Native,1
643293,Skeletocutis vulgaris,Paddenstoelen,S,Native,2
643332,Melangyna pavlovskyi,Vliegen en Muggen,S,Native,1
643356,Psyllopsis spec.,Wantsen en Cicaden,M,Native,40
643368,Cotoneaster ganghobaensis,Planten,S,Incidental / Vagrant / Migrant,2
643371,Gibbula magus,Weekdieren,S,Native,6
643387,Orbilia xanthostigma,Paddenstoelen,S,Native,8
643388,Peronospora viciae,Paddenstoelen,S,Native,8
643389,Ramularia lamiicola,Paddenstoelen,S,Native,2
643390,Periconia digitata,Paddenstoelen,S,Native,2
643391,Schizothecium conicum,Paddenstoelen,Y,Native,6
643392,Septoria stellariae-aquaticae,Paddenstoelen,S,Native,3
643420,Mastigosporium album,Paddenstoelen,S,Native,6
643426,Issus spec.,Wantsen en Cicaden,M,Native,35
643443,Melanustilospora ari,Paddenstoelen,S,Native,10
643464,Azeca goodalli,Weekdieren,S,Native,6
643465,Campodea staphylinus,Geleedpotigen (overig),S,Native,1
643466,Campodea plusiochaeta,Geleedpotigen (overig),S,Native,1
643467,Campodea meinerti,Geleedpotigen (overig),S,Native,1
643468,Campodea lubbocki,Geleedpotigen (overig),S,Native,1
643469,Campodea lankesteri,Geleedpotigen (overig),S,Native,1
643470,Allopauropus vulgaris,Geleedpotigen (overig),S,Native,1
643471,Allopauropus gracilis,Geleedpotigen (overig),S,Native,2
643472,Symphylella elongata,Geleedpotigen (overig),S,Native,3
643473,Scutigerella causeyae,Geleedpotigen (overig),S,Native,11
643478,Limothrips cerealium,Insecten (overig),S,Native,6
643479,Frankliniella tenuicornis,Insecten (overig),S,Native,1
643480,Frankliniella intonsa,Insecten (overig),S,Native,1
643481,Chirothrips manicatus,Insecten (overig),S,Native,4
643482,Aptinothrips rufus,Insecten (overig),S,Native,2
643483,Anaphothrips obscurus,Insecten (overig),S,Native,1
643484,Ramularia anthrisci,Paddenstoelen,S,Native,4
643485,Peronospora ranunculi,Paddenstoelen,S,Native,2
643486,Ramularia didyma,Paddenstoelen,S,Native,19
643487,Ramularia pruinosa,Paddenstoelen,S,Native,2
643488,Eutypella acericola,Paddenstoelen,S,Native,1
643489,Peronospora conferta,Paddenstoelen,S,Native,2
643490,Peronospora grisea,Paddenstoelen,S,Native,1
643491,Thrips physapus,Insecten (overig),S,Native,1
643492,Melanthrips ficalbii,Insecten (overig),S,Native,2
643493,Phlaeothrips coriaceus,Insecten (overig),S,Native,3
643494,Thrips flavus,Insecten (overig),S,Native,1
643495,Thrips fuscipennis,Insecten (overig),S,Native,4
643496,Thrips major,Insecten (overig),S,Native,11
643497,Thrips minutissimus,Insecten (overig),S,Native,2
643527,Synurella ambulans,Geleedpotigen (overig),S,Native,41
643528,Niphargus fontanus,Geleedpotigen (overig),S,Native,1
643538,Stagonospora spec.,Paddenstoelen,M,Native,2
643539,Pyrenopeziza atrata,Paddenstoelen,S,Native,1
643585,Tingidae indet.,Wantsen en Cicaden,M,Native,1
643590,Bipalium kewense,overige ongewervelden,S,Exotic,1
643591,Bipalium spec.,overige ongewervelden,M,Exotic,1
643592,Platydemus manokwari,overige ongewervelden,S,Exotic,1
643593,Parakontikia ventrolineata,overige ongewervelden,S,Exotic,1
643606,Blaniulidae indet.,Geleedpotigen (overig),M,Native,18
643607,Stenocranus spec.,Wantsen en Cicaden,M,Native,5
643614,Anas clypeata x Anas discors,Vogels,H,Native,1
643636,Plenodomus agnitus,Paddenstoelen,Y,Native,2
643637,Discostroma corticola,Paddenstoelen,S,Native,1
643638,Mycosphaerella confusa,Paddenstoelen,S,Native,4
643639,Ramularia primulae,Paddenstoelen,S,Native,2
643640,Xylohypha nigrescens,Paddenstoelen,S,Native,1
643643,Chromelosporium carneum,Paddenstoelen,S,Native,1
643649,Anoscopus spec.,Wantsen en Cicaden,M,Native,2
643650,Eupteryx spec.,Wantsen en Cicaden,M,Native,27
643652,Aneugmenus spec.,Bijen wespen en mieren,M,Native,2
643654,Coniopteryx esbenpeterseni,Insecten (overig),S,Native,3
643655,Thrips viminalis,Insecten (overig),S,Native,1
643656,Chirothrips hamatus,Insecten (overig),S,Native,1
643673,Stachybotrys atra,Paddenstoelen,S,Native,2
643674,Acrospermum pallidulum,Paddenstoelen,S,Native,4
643675,Belonidium mollissimum,Paddenstoelen,Y,Native,2
643676,Belonidium sulphureum,Paddenstoelen,Y,Native,8
643677,Discogloeum veronicae,Paddenstoelen,S,Native,1
643678,Ellisembia leptospora,Paddenstoelen,S,Native,2
643679,Peronospora alta,Paddenstoelen,S,Native,19
643680,Trimmatostroma betulinum,Paddenstoelen,S,Native,1
643689,Iridothrips iridis,Insecten (overig),S,Native,1
643690,Thrips alni,Insecten (overig),S,Native,1
643691,Hoplothrips semicaecus,Insecten (overig),S,Native,1
643692,Thrips vulgatissimus,Insecten (overig),S,Native,1
643693,Scenopinus spec.,Vliegen en Muggen,S,Native,1
643705,Melampsora hypericorum,Paddenstoelen,S,Native,4
643711,Phagocata vitta,overige ongewervelden,S,Native,1
643712,Buerenia inundata,Paddenstoelen,S,Native,2
643713,Cladosporium cladosporioides,Paddenstoelen,S,Native,1
643714,Caryophylloseptoria lychnidis,Paddenstoelen,S,Native,1
643715,Melanconium stromaticum,Paddenstoelen,S,Native,3
643716,Allophylaria clavuliformis,Paddenstoelen,S,Native,1
643717,Chalara urceolata,Paddenstoelen,S,Native,1
643718,Ramularia lychnidicola,Paddenstoelen,S,Native,2
643719,Ramularia pratensis,Paddenstoelen,S,Native,1
643720,Ramularia ulmariae,Paddenstoelen,S,Native,2
643721,Tomentella terrestris,Paddenstoelen,S,Native,1
643739,Scaevola aemula,Planten,S,Incidental / Vagrant / Migrant,1
643741,Hordeum distichon subsp. distichon,Planten,I,Incidental / Vagrant / Migrant,1
643778,Aphrophora spec.,Wantsen en Cicaden,M,Native,29
643779,Neophilaenus spec.,Wantsen en Cicaden,M,Native,3
643848,Pilobolus lentiger,Paddenstoelen,S,Native,2
643904,Bucculatrix chrysanthemella,Nachtvlinders en micro's,S,Naturalizing,30
643948,Deroceras invadens,Weekdieren,S,Naturalized,94
643962,Thrips tabaci,Insecten (overig),S,Native,1
643963,Thrips sambuci,Insecten (overig),S,Native,1
643964,Limothrips denticornis,Insecten (overig),S,Native,1
643965,Hoplandrothrips ellisi,Insecten (overig),S,Native,1
643966,Haplothrips leucanthemi,Insecten (overig),S,Native,1
643967,Stenchaetothrips biformis,Insecten (overig),S,Native,1
643968,Mycterothrips consociatus,Insecten (overig),S,Native,1
643971,Theridion asopi,Geleedpotigen (overig),S,Native,5
643972,Cryphonectria parasitica,Paddenstoelen,S,Native,4
644042,Aeolothrips melaleucus,Insecten (overig),S,Native,1
644043,Haplothrips subtillimus,Insecten (overig),S,Native,1
644044,Iridothrips mariae,Insecten (overig),S,Native,1
644046,Coniopteryx tineiformis,Insecten (overig),S,Native,2
644051,Dryocosmus kuriphilus,Bijen wespen en mieren,S,Native,16
644056,Barbronia weberi,overige ongewervelden,S,Exotic,2
644058,Dendryphiella infuscans,Paddenstoelen,S,Native,1
644061,Ramularia lapsanae,Paddenstoelen,S,Native,8
644062,Septoria polygonorum,Paddenstoelen,S,Native,2
644076,Carex otrubae + Carex vulpina,Planten,M,Native,7
644079,Margaritifera margaritifera,Weekdieren,S,Native,2
644085,Centaurea x gerstlaueri,Planten,H,Incidental / Vagrant / Migrant,3
644133,Polistes helveticus,Bijen wespen en mieren,S,Native,1
644147,Argas vespertilionis,Geleedpotigen (overig),S,Native,11
644160,Diderma crustaceum,Paddenstoelen,S,Native,1
644163,Microphthalmus fragilis,overige ongewervelden,S,Native,1
644164,Harmothoe glabra,overige ongewervelden,S,Native,2
644165,Aora typica,Geleedpotigen (overig),S,Native,1
644166,Crassicorophium crassicorne,Geleedpotigen (overig),S,Native,1
644178,Caenoplana bicolor,overige ongewervelden,S,Incidental / Vagrant / Migrant,2
644179,Thrips brevicornis,Insecten (overig),S,Native,2
644180,Dendrothrips ornatus,Insecten (overig),S,Native,1
644184,Hypomma spec.,Geleedpotigen (overig),M,Native,2
644185,Oenothera glazioviana f. rubricalyx,Planten,F,Incidental / Vagrant / Migrant,2
644186,Dactylorhiza x wintonii (D. incarnata x praetermissa),Planten,H,Native,13
644187,Ophrys holosericea,Planten,Y,Native,14
644192,Orchis x meilsheimeri (O. anthropophora x purpurea),Planten,H,Native,3
644193,Hyacinthoides hispanica + Hyacinthoides x massartiana,Planten,M,Incidental / Vagrant / Migrant,79
644216,Walckenaeria spec.,Geleedpotigen (overig),M,Native,2
644222,Cymadothea trifolii,Paddenstoelen,S,Native,11
644223,Uromyces polygoni-avicularis,Paddenstoelen,S,Native,4
644224,Puccinia deschampsiae,Paddenstoelen,Y,Native,3
644225,Oenothera pycnocarpa,Planten,S,Incidental / Vagrant / Migrant,5
644242,Peziza phlebospora,Paddenstoelen,S,Native,1
644245,Verbascum x angulosum (V. nigrum x speciosum),Planten,H,Incidental / Vagrant / Migrant,3
644281,Rumex x steinii (R. obtusifolius x palustris),Planten,H,Native,2
644283,Minimelanolocus rousselianus,Paddenstoelen,S,Native,1
644284,Mollisia dilutella,Paddenstoelen,S,Native,2
644285,Periconia minutissima,Paddenstoelen,S,Native,5
644286,Triposporium elegans,Paddenstoelen,S,Native,1
644367,Xenylla maritima,Geleedpotigen (overig),S,Native,3
644389,Salix babylonica var. pekinensis,Planten,V,Incidental / Vagrant / Migrant,5
644390,Orthops spec.,Wantsen en Cicaden,M,Native,6
644431,Hyperoplus immaculatus,Vissen,S,Native,1
644443,Xerocomellus engelii,Paddenstoelen,S,Native,2
644444,Phrynorhombus norvegicus,Vissen,S,Native,1
644447,Eriophyes exilis,Geleedpotigen (overig),S,Native,13
664412,Tetrix kraussi,Sprinkhanen en krekels,S,Native,22
672548,Russula rubra,Paddenstoelen,S,Native,1
672555,Ephydatia fluviatilis,overige ongewervelden,S,Native,2
672556,Ephydatia muelleri,overige ongewervelden,S,Native,1
672565,Arthonia molendoi,Paddenstoelen,Y,Native,1
672589,Coranus spec.,Wantsen en Cicaden,M,Native,4
672590,Machimus setibarbus-complex,Vliegen en Muggen,M,Native,44
672611,Cercospora depazeoides,Paddenstoelen,S,Native,15
672613,Bythinella viridis,Weekdieren,S,Native,3
672614,Dendrothrips degeeri,Insecten (overig),S,Native,1
672620,Rubus fruticosus var. inermis,Planten,V,Incidental / Vagrant / Migrant,2
672622,Halictus simplex/tetrazonius-group,Bijen wespen en mieren,M,Native,3
672649,Neocnemodon spec.,Vliegen en Muggen,M,Native,42
672654,Thrips pillichi,Insecten (overig),S,Native,1
672655,Placobdella ornata,overige ongewervelden,S,Exotic,1
672657,Caliroa spec.,Bijen wespen en mieren,M,Native,4
672707,Eyndhovenia euryalis,Geleedpotigen (overig),S,Native,1
672782,Agaricus brunneolus,Paddenstoelen,S,Native,17
672786,Agaricus moelleri,Paddenstoelen,S,Native,41
672788,Agaricus osecanus,Paddenstoelen,S,Native,2
672789,Agaricus subrufescens,Paddenstoelen,S,Native,3
672790,Agaricus urinascens,Paddenstoelen,S,Native,3
672791,Agrocybe elatella,Paddenstoelen,S,Native,9
672797,Allophylaria byssacea,Paddenstoelen,S,Native,1
672800,Alnicola celluloderma,Paddenstoelen,S,Native,2
672804,Annulohypoxylon cohaerens,Paddenstoelen,S,Native,72
672805,Annulohypoxylon multiforme,Paddenstoelen,S,Native,269
672811,Antrodiella serpula,Paddenstoelen,S,Native,16
672814,Armillaria lutea,Paddenstoelen,S,Native,57
672816,Ascobolus stercorarius,Paddenstoelen,S,Native,2
672819,Athelia epiphylla,Paddenstoelen,S,Native,8
672822,Auricularia auricula-judae,Paddenstoelen,S,Native,894
672835,Bolbitius titubans,Paddenstoelen,S,Native,268
672836,Boletus legaliae ,Paddenstoelen,S,Native,1
672839,Botryosphaeria quercuum,Paddenstoelen,S,Native,1
672843,Brunnipila fuscescens,Paddenstoelen,S,Native,8
672845,Buchwaldoboletus lignicola,Paddenstoelen,S,Native,1
672847,Byssomerulius corium,Paddenstoelen,S,Native,282
672849,Calocybe chrysenteron,Paddenstoelen,S,Native,2
672850,Calvatia gigantea,Paddenstoelen,S,Native,193
672851,Calycellina alniella,Paddenstoelen,S,Native,17
672856,Calycina vulgaris,Paddenstoelen,S,Native,1
672857,Camarophyllopsis hymenocephala,Paddenstoelen,S,Native,17
672858,Cantharellus amethysteus,Paddenstoelen,S,Native,4
672864,Ceraceomyces serpens,Paddenstoelen,S,Native,1
672875,Cheilymenia dennisii,Paddenstoelen,S,Native,3
672878,Cheilymenia stercoraria,Paddenstoelen,S,Native,1
672879,Cheilymenia vitellina,Paddenstoelen,S,Native,2
672880,Chlorophyllum brunneum,Paddenstoelen,S,Native,7
672881,Chlorophyllum olivieri,Paddenstoelen,S,Native,12
672882,Chlorophyllum rhacodes,Paddenstoelen,S,Native,247
672884,Chrysomphalina grossula,Paddenstoelen,S,Native,3
672886,Chrysomyxa pirolata,Paddenstoelen,S,Native,3
672888,Ciboria pseudotuberosa,Paddenstoelen,S,Native,39
672890,Cinereomyces lindbladii,Paddenstoelen,S,Native,8
672892,Clavaria daulnoyi,Paddenstoelen,S,Native,3
672895,Clavulinopsis helvola,Paddenstoelen,S,Native,251
672898,Clitocybe connata,Paddenstoelen,S,Native,21
672902,Clitopilus caelatus,Paddenstoelen,S,Native,2
672903,Clitopilus fallax,Paddenstoelen,S,Native,3
672905,Clitopilus geminus,Paddenstoelen,S,Native,33
672908,Clitopilus nitellinus,Paddenstoelen,S,Native,2
672910,Clitopilus popinalis,Paddenstoelen,S,Native,7
672913,Collybia cirrata,Paddenstoelen,S,Native,54
672916,Conocybe albipes,Paddenstoelen,S,Native,21
672920,Conocybe macrospora,Paddenstoelen,S,Native,1
672921,Conocybe ochrostriata,Paddenstoelen,S,Native,5
672924,Conocybe siliginea,Paddenstoelen,S,Native,5
672925,Contumyces rosellus,Paddenstoelen,S,Native,8
672928,Coprinellus angulatus,Paddenstoelen,S,Native,1
672932,Coprinellus brevisetulosus,Paddenstoelen,S,Native,1
672937,Coprinellus disseminatus,Paddenstoelen,S,Native,296
672938,Coprinellus domesticus,Paddenstoelen,S,Native,34
672941,Coprinellus flocculosus,Paddenstoelen,S,Native,4
672942,Coprinellus heptemerus,Paddenstoelen,S,Native,1
672945,Coprinellus hiascens,Paddenstoelen,S,Native,3
672946,Coprinellus impatiens,Paddenstoelen,S,Native,7
672948,Coprinellus micaceus,Paddenstoelen,S,Native,494
672951,Coprinellus pellucidus,Paddenstoelen,S,Native,3
672955,Coprinellus saccharinus,Paddenstoelen,S,Native,1
672959,Coprinellus subdisseminatus,Paddenstoelen,S,Native,1
672962,Coprinellus truncorum,Paddenstoelen,S,Native,8
672965,Coprinellus xanthothrix,Paddenstoelen,S,Native,18
672966,Coprinopsis acuminata,Paddenstoelen,S,Native,24
672967,Coprinopsis ammophilae,Paddenstoelen,S,Native,1
672968,Coprinopsis atramentaria,Paddenstoelen,S,Native,407
672969,Coprinopsis bellula,Paddenstoelen,S,Native,1
672972,Coprinopsis candidata,Paddenstoelen,S,Native,1
672975,Coprinopsis cinerea,Paddenstoelen,S,Native,11
672978,Coprinopsis cordispora,Paddenstoelen,S,Native,4
672979,Coprinopsis cortinata,Paddenstoelen,S,Native,3
672980,Coprinopsis cothurnata,Paddenstoelen,S,Native,2
672982,Coprinopsis ephemeroides,Paddenstoelen,S,Native,4
672988,Coprinopsis friesii,Paddenstoelen,S,Native,5
672993,Coprinopsis insignis,Paddenstoelen,S,Native,1
672995,Coprinopsis jonesii,Paddenstoelen,S,Native,1
672999,Coprinopsis laanii,Paddenstoelen,S,Native,1
673000,Coprinopsis lagopus,Paddenstoelen,S,Native,263
673001,Coprinopsis macrocephala,Paddenstoelen,S,Native,3
673003,Coprinopsis narcotica,Paddenstoelen,S,Native,3
673004,Coprinopsis nivea,Paddenstoelen,S,Native,11
673008,Coprinopsis patouillardii,Paddenstoelen,S,Native,1
673010,Coprinopsis phlyctidospora,Paddenstoelen,S,Native,1
673011,Coprinopsis picacea,Paddenstoelen,S,Native,115
673013,Coprinopsis poliomalla,Paddenstoelen,S,Native,4
673019,Coprinopsis radiata,Paddenstoelen,S,Native,2
673021,Coprinopsis romagnesiana,Paddenstoelen,S,Native,14
673026,Coprinopsis semitalis,Paddenstoelen,S,Native,1
673030,Coprinopsis stercorea,Paddenstoelen,S,Native,18
673032,Coprinopsis tigrinella,Paddenstoelen,S,Native,2
673035,Coprinopsis urticicola,Paddenstoelen,S,Native,2
673041,Coprotus sexdecimsporus,Paddenstoelen,S,Native,2
673046,Cortinarius brunneus,Paddenstoelen,S,Native,1
673048,Cortinarius caperatus,Paddenstoelen,S,Native,2
673051,Cortinarius croceoconus,Paddenstoelen,S,Native,1
673054,Cortinarius glandicolor,Paddenstoelen,S,Native,2
673055,Cortinarius largus,Paddenstoelen,S,Native,4
673057,Cortinarius olearioides,Paddenstoelen,S,Native,1
673059,Cortinarius pratensis,Paddenstoelen,S,Native,3
673061,Cortinarius purpureus,Paddenstoelen,S,Native,7
673064,Cortinarius rubellus,Paddenstoelen,S,Native,1
673077,Cosmospora leptosphaeriae,Paddenstoelen,S,Native,4
673078,Cosmospora magnusiana,Paddenstoelen,S,Native,4
673081,Crepidotus caspari,Paddenstoelen,S,Native,17
673085,Crocicreas coronatum,Paddenstoelen,S,Native,8
673088,Crocicreas marchantiae,Paddenstoelen,S,Native,1
673099,Cucurbitaria obducens,Paddenstoelen,S,Native,1
673105,Deconica coprophila,Paddenstoelen,S,Native,9
673106,Deconica crobula,Paddenstoelen,S,Native,2
673108,Deconica horizontalis,Paddenstoelen,S,Native,4
673109,Deconica inquilina,Paddenstoelen,S,Native,13
673111,Deconica merdaria,Paddenstoelen,S,Native,6
673115,Deconica montana,Paddenstoelen,S,Native,80
673116,Deconica philipsii,Paddenstoelen,S,Native,8
673119,Deconica subcoprophila,Paddenstoelen,S,Native,1
673122,Dendrocollybia racemosa,Paddenstoelen,S,Native,3
673124,Diaporthe angelicae,Paddenstoelen,S,Native,1
673126,Diatrypella verruciformis,Paddenstoelen,S,Native,9
673133,Ditiola peziziformis,Paddenstoelen,S,Native,4
673136,Echinosphaeria canescens,Paddenstoelen,S,Native,5
673137,Echinosphaeria strigosa,Paddenstoelen,S,Native,4
673138,Elaphocordyceps capitata,Paddenstoelen,S,Native,1
673139,Elaphocordyceps longisegmentis,Paddenstoelen,S,Native,7
673140,Elaphocordyceps ophioglossoides,Paddenstoelen,S,Native,51
673152,Erysiphe adunca,Paddenstoelen,S,Native,1
673153,Erysiphe alphitoides,Paddenstoelen,S,Native,105
673154,Erysiphe berberidis,Paddenstoelen,S,Native,1
673155,Erysiphe divaricata,Paddenstoelen,S,Native,2
673156,Erysiphe euonymi,Paddenstoelen,S,Native,1
673157,Erysiphe hyperici,Paddenstoelen,S,Native,14
673160,Erysiphe viburni,Paddenstoelen,S,Native,4
673163,Eutypa flavovirens,Paddenstoelen,S,Native,1
673165,Exidia nucleata,Paddenstoelen,S,Native,218
673170,Flagelloscypha niveola,Paddenstoelen,S,Native,1
673171,Flammula alnicola,Paddenstoelen,S,Native,49
673173,Flammulaster carpophilus,Paddenstoelen,S,Native,26
673176,Fomitiporia hippophaeicola,Paddenstoelen,S,Native,32
673177,Fomitiporia punctata,Paddenstoelen,S,Native,3
673178,Fomitiporia robusta,Paddenstoelen,S,Native,18
673180,Fuscolachnum misellum,Paddenstoelen,S,Native,1
673182,Fuscoporia contigua,Paddenstoelen,S,Native,5
673183,Fuscoporia ferrea,Paddenstoelen,S,Native,36
673184,Fuscoporia ferruginosa,Paddenstoelen,S,Native,48
673185,Fuscoporia torulosa,Paddenstoelen,S,Native,2
673187,Galerina graminea,Paddenstoelen,S,Native,76
673188,Galerina lacustris,Paddenstoelen,S,Native,7
673190,Galerina vittiformis,Paddenstoelen,S,Native,48
673191,Ganoderma adspersum,Paddenstoelen,S,Native,178
673192,Ganoderma cupreolaccatum,Paddenstoelen,S,Native,39
673193,Geastrum schmiedelii,Paddenstoelen,S,Native,1
673202,Gloiothele lactescens,Paddenstoelen,S,Native,4
673208,Golovinomyces fischeri,Paddenstoelen,S,Native,1
673209,Granulobasidium vellereum,Paddenstoelen,S,Native,3
673215,Gymnopus androsaceus,Paddenstoelen,S,Native,160
673217,Gymnopus hariolorum,Paddenstoelen,S,Native,2
673219,Gymnopus perforans,Paddenstoelen,S,Native,24
673220,Gymnopus quercophilus,Paddenstoelen,S,Native,42
673222,Gyrophanopsis polonensis,Paddenstoelen,S,Native,4
673227,Helicogloea farinacea,Paddenstoelen,S,Native,2
673229,Helminthosphaeria corticiorum,Paddenstoelen,S,Native,1
673230,Helvella fibrosa,Paddenstoelen,S,Native,16
673232,Hemimycena crispula,Paddenstoelen,S,Native,5
673234,Hemimycena pseudocrispula,Paddenstoelen,S,Native,1
673236,Hemipholiota populnea,Paddenstoelen,S,Native,79
673237,Hericium cirrhatum,Paddenstoelen,S,Native,3
673240,Humaria solsequia,Paddenstoelen,S,Native,1
673243,Hyalorbilia inflatula,Paddenstoelen,S,Native,7
673247,Hydropisphaera erubescens,Paddenstoelen,S,Native,2
673248,Hydropisphaera peziza,Paddenstoelen,S,Native,9
673250,Hygrocybe mucronella,Paddenstoelen,S,Native,8
673251,Hygrocybe ortoniana,Paddenstoelen,S,Native,116
673254,Hymenoscyphus fucatus,Paddenstoelen,S,Native,2
673261,Hyphodiscus gemmarum,Paddenstoelen,S,Native,23
673266,Hypholoma dispersum,Paddenstoelen,S,Native,8
673268,Hypholoma lateritium,Paddenstoelen,S,Native,187
673276,Hypocrea gelatinosa,Paddenstoelen,S,Native,15
673281,Hypomyces papulasporae,Paddenstoelen,S,Native,7
673286,Incrucipulum capitatum,Paddenstoelen,S,Native,2
673287,Incrucipulum ciliare,Paddenstoelen,S,Native,2
673288,Incrucipulum sulphurellum,Paddenstoelen,S,Native,4
673289,Inocutis rheades,Paddenstoelen,S,Native,2
673290,Inocybe acuta,Paddenstoelen,S,Native,2
673292,Inocybe calida,Paddenstoelen,S,Native,1
673293,Inocybe duriuscula,Paddenstoelen,S,Native,1
673295,Inocybe fraudans,Paddenstoelen,S,Native,8
673296,Inocybe geophylla,Paddenstoelen,S,Native,500
673297,Inocybe incarnata,Paddenstoelen,S,Native,1
673298,Inocybe lanuginosa,Paddenstoelen,S,Native,15
673299,Inocybe lilacina,Paddenstoelen,S,Native,184
673300,Inocybe obsoleta,Paddenstoelen,S,Native,3
673302,Inocybe rimosa,Paddenstoelen,S,Native,143
673304,Inocybe stellatospora,Paddenstoelen,S,Native,4
673307,Isaria farinosa,Paddenstoelen,S,Native,30
673309,Isaria tenuipes,Paddenstoelen,S,Native,2
673317,Kretzschmaria deusta,Paddenstoelen,S,Native,65
673318,Lachnum subvirgineum,Paddenstoelen,S,Native,2
673319,Lactarius pyrogalus,Paddenstoelen,S,Native,164
