taxonID	datasetName	scientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	subspecies	taxonGroup	vernacularNameEN	vernacularNameNL	vernacularNameFR	euConcernStatus	invasionStage	invasionStageCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	nativeRange	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes
	rinse				Arthropoda	Insecta			Trichodectes	canis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trichogramma	achaeae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trichogramma	brassicae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trichogramma	dendrolimi															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trichogramma	perkinsi															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trichophaga	tapetzella															terrestrial		present														
	rinse				Arthropoda	Insecta			Trichopoda	pennipes															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trichopsocus	clarus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trichopsocus	dalii															terrestrial		present														
	rinse				Arthropoda	Malacostraca			Trichorhina	tomentosa															freshwater		present														
	rinse				Arthropoda	Insecta			Trichosiphonaphis	polygonifoliae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tricorynus	tabaci															terrestrial		not confirmed														
	rinse				Arthropoda	Diplopoda			Trigoniulus	corallinus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trigonogenius	globulus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trimenopon	hispidum															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trinophylum	cribratum															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trionymus	angustifrons															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trionymus	diminutus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trioza	alacris															terrestrial		present														
	rinse				Arthropoda	Insecta			Trioza	vitreoradiata															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Trisetacus	chamaecypari															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Trisetacus	laricis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trochiscococcus	speciosus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trogium	pulsatorium															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trogoderma	angustum															terrestrial		present														
	rinse				Arthropoda	Insecta			Trogoderma	glabrum															terrestrial		present														
	rinse				Arthropoda	Insecta			Trogoderma	granarium															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trogoderma	inclusum															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trogoderma	insulare															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trogoderma	megatomoides															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Trogoderma	variabile															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tropideres	dorsalis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tropidosteptes	pacificus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tuberocephalus	higansakurae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tupiocoris	rhododendri															terrestrial		present														
	rinse				Arthropoda	Insecta			Tuponia	brevirostris															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tuponia	hippophaes															terrestrial		present														
	rinse				Arthropoda	Insecta			Tuponia	mixticolor															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tuta	absoluta															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Tychicus	longipes															terrestrial		not confirmed														
	rinse				Arthropoda	Diplopoda			Tygarrup	javanicus															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Uloborus	plumipes															terrestrial		present														
	rinse				Arthropoda	Insecta			Unaspis	euonymi															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Unaspis	yanonensis															terrestrial		not confirmed														
	rinse				Arthropoda	Diplopoda			Unciger	foetidus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Urocerus	albicornis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Urocerus	californicus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Urocerus	gigas															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Uroleucon	erigeronense															terrestrial		present														
	rinse				Arthropoda	Insecta			Urophorus	humeralis															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Urozelotes	rusticus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Utamphorophora	humboldti															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Varroa	destructor															terrestrial		present														
	rinse				Arthropoda	Arachnida			Varroa	jacobsoni															terrestrial		present														
	rinse				Arthropoda	Malacostraca			Venezillo	parvus															freshwater		not confirmed														
	rinse				Arthropoda	Insecta			Vespa	velutina															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Viridicerus	ustulatus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Viteus	vitifoliae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Vryburgia	amaryllidis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Vryburgia	brevicruris															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Vryburgia	rimariae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Wagneripteryx	germari															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Wahlgreniella	arbuti															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Wahlgreniella	nervata															terrestrial		present														
	rinse				Arthropoda	Insecta			Wasmannia	auropunctata															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Wesmaelius	ravus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Xanthogaleruca	luteola															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Xanthorhoe	biriviata															terrestrial		present														
	rinse				Arthropoda	Insecta			Xenopsylla	brasiliensis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Xenopsylla	cheopis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Xeris	spectrum															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Xylaplothrips	subterraneus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Xyleborinus	attenuatus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Xyleborus	alni															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Xyleborus	bodoanus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Xyleborus	germanus															terrestrial		present														
	rinse				Arthropoda	Insecta			Xyleborus	pfeilii															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Xylocoris	afer															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Xylocoris	flavipes															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Xylographus	bostrychoides															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Xylosandrus	germanus															terrestrial		present														
	rinse				Arthropoda	Insecta			Xylosandrus	morigerus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Xylota	caeruleiventris															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Xylotrechus	stebbingi															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Yponomeuta	malinellus															terrestrial		present														
	rinse				Arthropoda	Insecta			Yuccaborus	frontalis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Zabrotes	subfasciatus															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Zodarion	rubidum															terrestrial		present														
	rinse				Arthropoda	Insecta			Zophodia	grossulariella															terrestrial		present														
	rinse				Arthropoda	Arachnida			Zoropsis	spinimana															terrestrial		present														
	rinse				Arthropoda	Insecta			Zygina	nivea															terrestrial		not confirmed														
