	gbifapi_acceptedScientificName	gbifapi_acceptedKey	kingdom	datasetName	firstObservationYearBE	firstObservationYearFL	invasionStage	habitat	nativeRange	introductionPathway	presenceBE	presenceFL	presenceWA	presenceBR	gbifapi_scientificName	index
2066	Sinacalia tangutica (Maxim.) B.Nord.	3115131	Plantae	plants	2004.0		unknown	to be determined by experts	Asia	escape > horticulture	present	present	absent	absent	Sinacalia tangutica (Maxim.) B.Nord.	738
2067	Sinanodonta woodiana (Lea, 1834)	4559541	Animalia	macroinvertebrates	1999.0	1999	established	freshwater	Asia	escape > aquaculture / mariculture	present	present	to be determined by experts	to be determined by experts	Sinanodonta woodiana (Lea, 1834)	225
2068	Sinapis alba L.	3047621	Plantae	plants	1800.0		introduced	to be determined by experts	to be determined by experts	escape > agriculture (including biofuel feedstocks)	present	present	present	present	Sinapis alba L.	957
2069	Sinapis alba subsp. dissecta (Lag.) Simonk.	3047633	Plantae	plants	1882.0		introduced	to be determined by experts	Europe | Africa	contaminant > seed contaminant	present	present	present	absent	Sinapis dissecta Lag.	958
2070	Sinelobus stanfordi (Richardson, 1901)	2228667	Animalia	wrims	2007.0		to be determined by experts | unknown	to be determined by experts, primarily marine probably	to be determined by experts	to be determined by experts	present		to be determined by experts	to be determined by experts	Sinelobus stanfordi (Richardson, 1901)	9527 | 9528
2071	Sinelobus vanhaareni Bamber, 2014	7547256	Animalia	macroinvertebrates	2007.0	2007	established	estuarine	unknown	escape > to be determined by experts | stowaway > to be determined by experts	present	present	to be determined by experts	to be determined by experts	Sinelobus vanhaareni Bamber, 2014	190
2072	Sisymbrium altissimum L.	3046736	Plantae	plants	1840.0		established	to be determined by experts	Europe | Asia	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Sisymbrium altissimum L.	959
2073	Sisymbrium austriacum subsp. chrysanthum (Jord.) Rouy & Foucaud	3046925	Plantae	plants	1858.0		established	to be determined by experts	Europe	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	present	present	absent	Sisymbrium austriacum subsp. chrysanthum (Jord.) Rouy & Foucaud	960
2074	Sisymbrium erysimoides Desf.	3046765	Plantae	plants	1961.0		introduced	to be determined by experts	to be determined by experts	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Sisymbrium erysimoides Desf.	961
2075	Sisymbrium irio L.	3046851	Plantae	plants	1886.0		established	to be determined by experts	to be determined by experts	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Sisymbrium irio L.	962
2076	Sisymbrium loeselii L.	3046875	Plantae	plants	1872.0		established	to be determined by experts	Europe | Asia	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Sisymbrium loeselii L.	963
2077	Sisymbrium orientale L.	3046812	Plantae	plants	1823.0		established	to be determined by experts	to be determined by experts	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Sisymbrium orientale L.	964
2078	Sisymbrium runcinatum Lag. ex DC.	3046839	Plantae	plants	2004.0		introduced	to be determined by experts	Europe | Africa	contaminant > seed contaminant	present	present	absent	absent	Sisymbrium runcinatum Lag. ex DC.	965
2079	Sisymbrium septulatum DC.	3046778	Plantae	plants	1954.0		introduced	to be determined by experts	Asia	unknown	present	absent	present	absent	Sisymbrium septulatum DC.	966
2080	Sisymbrium strictissimum L.	3046850	Plantae	plants	1857.0		introduced	to be determined by experts	Europe	unknown	present	absent	present	absent	Sisymbrium strictissimum L.	967
2081	Sisymbrium volgense M.Bieb. ex E. Fourn.	3046744	Plantae	plants	1953.0		established	to be determined by experts	Asia	contaminant > seed contaminant	present	present	present	absent	Sisymbrium volgense M.Bieb. ex E. Fourn.	968
2083	Sisyrinchium californicum (Ker Gawl.) Dryand.	5296218	Plantae	plants	2015.0		introduced	to be determined by experts	N. America	escape > horticulture	present	present	absent	absent	Sisyrinchium californicum (Ker Gawl.) Dryand.	1502
2084	Sisyrinchium montanum Greene	5296178	Plantae	plants	1939.0		unknown	to be determined by experts	N. America	unknown	present	present	present	absent	Sisyrinchium montanum Greene	1503
2085	Skimmia japonica Thunb.	7740617	Plantae	plants	2012.0		unknown	to be determined by experts	Asia	escape > horticulture	present	present	present	absent	Skimmia japonica Thunb.	2470
2086	Smilax aspera L.	5295044	Plantae	plants	2008.0		introduced	to be determined by experts	Europe | Asia	escape > horticulture	present	present	absent	absent	Smilax aspera L.	2548
2087	Smilax rotundifolia L.	5295375	Plantae	plants	1990.0		established	to be determined by experts	N. America	escape > horticulture	present	present	absent	absent	Smilax rotundifolia L.	2549
2088	Smyrnium perfoliatum L.	6027089	Plantae	plants	1850.0		introduced	to be determined by experts	Europe | Asia	escape > horticulture	present	present	present	absent	Smyrnium perfoliatum L.	425
2089	Solanum carolinense L.	2932011	Plantae	plants	1947.0		introduced	to be determined by experts	N. America	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	absent	Solanum carolinense L.	2584
2090	Solanum chenopodioides Lam.	2929710	Plantae	plants	1908.0		unknown	to be determined by experts	S. America	contaminant > seed contaminant	present	present	absent	absent	Solanum chenopodioides Lam.	2585
2091	Solanum elaeagnifolium Cav.	2929892	Plantae	plants	1997.0		introduced	to be determined by experts	S. America	contaminant > seed contaminant	present	present	absent	absent	Solanum elaeagnifolium Cav.	2586
2092	Solanum lycopersicum L.	2930137	Plantae	plants	1861.0		established	to be determined by experts	S. America	escape > live food and live bait	present	present	present	present	Solanum lycopersicum L.	2587
2093	Solanum nodiflorum Desv. ex Dunal	7420524	Plantae	plants	1987.0		introduced	to be determined by experts	Africa | N. America | S. America | Asia | Oceania	contaminant > seed contaminant	present	present	absent	absent	Solanum nodiflorum Desv. ex Dunal	2589
2094	Solanum pimpinellifolium L.	2931738	Plantae	plants	1995.0		introduced	to be determined by experts	S. America	escape > live food and live bait	present	present	absent	absent	Solanum pimpinellifolium L.	2591
2095	Solanum pseudocapsicum L.	2931104	Plantae	plants	2015.0		introduced	to be determined by experts	S. America	escape > horticulture	present	present	absent	absent	Solanum pseudocapsicum L.	2592
2096	Solanum ptychanthum Dunal	2930080	Plantae	plants	1995.0		introduced	to be determined by experts	N. America	contaminant > seed contaminant	present	present	absent	absent	Solanum ptychanthum Dunal	2593
2097	Solanum pygmaeum Cav.	2932501	Plantae	plants	1902.0		introduced	to be determined by experts	S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	present	present	present	Solanum pygmaeum Cav.	2594
2098	Solanum rostratum Dunal	2930922	Plantae	plants	1890.0		introduced	to be determined by experts	N. America	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Solanum rostratum Dunal	2595
2099	Solanum sarrachoides Sendtn.	2930805	Plantae	plants	1891.0		established	to be determined by experts	S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	absent	Solanum sarrachoides Sendtn.	2596
2100	Solanum sisymbriifolium Lam.	2932184	Plantae	plants	1880.0		introduced	to be determined by experts	S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Solanum sisymbriifolium Lam.	2597
2101	Solanum tuberosum L.	2930262	Plantae	plants	1867.0		introduced	to be determined by experts	S. America	escape > agriculture (including biofuel feedstocks)	present	present	present	present	Solanum tuberosum L.	2600
2102	Solanum viarum Dunal	2931914	Plantae	plants	2000.0		introduced	to be determined by experts	S. America	contaminant > seed contaminant	present	present	absent	absent	Solanum viarum Dunal	2601
2103	Soleirolia soleirolii (Req.) Dandy	2984366	Plantae	plants	1941.0		established	to be determined by experts	Europe	escape > horticulture	present	present	present	present	Soleirolia soleirolii (Req.) Dandy	2621
2104	Solidago canadensis L.	5389029	Plantae	harmonia | plants	1863.0		established | invasive	terrestrial | to be determined by experts	N. America	escape > horticulture | escape > to be determined by experts	present	present	present	present	Solidago canadensis L.	150 | 739
2105	Solidago gigantea Aiton	5389017	Plantae	harmonia | plants	1869.0		established | invasive	terrestrial | to be determined by experts	N. America	escape > horticulture | escape > to be determined by experts	present	present	present	present	Solidago gigantea Aiton	151 | 740
2106	Solidago rugosa Mill.	5388967	Plantae	plants	1883.0		introduced	to be determined by experts	N. America	unknown	present	present	absent	present	Solidago rugosa Mill.	741
2107	Soliva anthemifolia R.Br.	7505045	Plantae	plants	1893.0		introduced	to be determined by experts	S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Soliva anthemifolia R.Br.	742
2108	Soliva sessilis Ruiz & Pav.	3092691	Plantae	plants	1887.0		introduced	to be determined by experts	N. America | S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Soliva pterosperma (Juss.) Less.	743
2109	Sonchus tenerrimus L.	3105768	Plantae	plants	2004.0		introduced	to be determined by experts	to be determined by experts	contaminant > transportation of habitat material (soil, vegetation,…)	present	present	absent	absent	Sonchus tenerrimus L.	744
2110	Sorbaria kirilowii (Regel) Maxim.	3012103	Plantae	plants	2013.0		introduced	to be determined by experts	Asia	escape > horticulture	present	present	absent	absent	Sorbaria kirilowii (Regel) Maxim.	2431
2111	Sorbaria sorbifolia (L.) A. Braun	3012089	Plantae	plants	1973.0		established	to be determined by experts	Asia	escape > horticulture	present	present	present	present	Sorbaria sorbifolia (L.) A. Braun	2432
2112	Sorbaria tomentosa (Lindl.) Rehd.	3012117	Plantae	plants	2000.0		established	to be determined by experts	Asia	escape > horticulture	present	present	absent	absent	Sorbaria tomentosa (Lindl.) Rehd.	2433
2113	Sorbus domestica L.	3013206	Plantae	plants	1873.0		introduced	to be determined by experts	to be determined by experts	escape > horticulture	present	absent	present	absent	Sorbus domestica L.	2434
2114	Sorbus hybrida L.	3012400	Plantae	plants	1961.0		introduced	to be determined by experts	Europe	escape > horticulture	present	absent	present	absent	Sorbus hybrida L.	2435
2115	Sorbus intermedia (Ehrh.) Pers.	3012254	Plantae	plants	1934.0		introduced	to be determined by experts	Europe	escape > horticulture	present	present	present	present	Sorbus intermedia (Ehrh.) Pers.	2436
2116	Sorbus latifolia (Lam.) Pers.	8576221	Plantae	plants	1986.0		introduced	to be determined by experts	Europe	escape > horticulture	present	absent	present	absent	Sorbus latifolia (Lam.) Pers.	2437
2117	Sorghum bicolor (L.) Moench	2705181	Plantae	plants	1935.0		introduced	to be determined by experts	unknown	contaminant > seed contaminant	present	present	present	present	Sorghum bicolor (L.) Moench	2152
2118	Sorghum halepense (L.) Pers.	2705185	Plantae	plants	1884.0		established	to be determined by experts	to be determined by experts	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Sorghum halepense (L.) Pers.	2153
2119	Spartina pectinata Bosc ex Link	5290030	Plantae	plants	1996.0		introduced	to be determined by experts	N. America	escape > horticulture	present	present	absent	absent	Spartina pectinata Bosc ex Link	2154
2120	Spartina townsendii H.Groves & J.Groves	5290034	Plantae	harmonia | plants | wrims	1924.0		established	freshwater | marine | to be determined by experts | to be determined by experts, primarily marine probably	N. America | to be determined by experts | unknown	to be determined by experts	present	present	absent | to be determined by experts	absent | to be determined by experts	Spartina townsendii H.Groves & J.Groves	152 | 2155 | 9529
2121	Spartina townsendii var. anglica C.E. Hubbard	5679819	Plantae	wrims	1936.0		established | to be determined by experts	to be determined by experts, primarily marine probably	to be determined by experts	to be determined by experts	present		to be determined by experts	to be determined by experts	Spartina townsendii var. anglica C.E. Hubbard	9530 | 9531
2122	Spartium junceum L.	5355395	Plantae	plants	1993.0		established	to be determined by experts	to be determined by experts	escape > horticulture	present	present	present	absent	Spartium junceum L.	1352
2123	Sphaeralcea bonariensis (Cav.) Griseb.	7116158	Plantae	plants	1950.0		introduced	to be determined by experts	S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Sphaeralcea bonariensis (Cav.) Griseb.	1642
2124	Spinacia oleracea L.	3083647	Plantae	plants	1872.0		introduced	to be determined by experts	unknown	escape > agriculture (including biofuel feedstocks)	present	present	present	present	Spinacia oleracea L.	355
2125	Spiraea L.	3026392		harmonia	1803.0		invasive	terrestrial	N. America	escape > to be determined by experts	present	present	present	present	Spiraea L.	155
2126	Spiraea alba Du Roi	3026585	Plantae	plants	1803.0		established	to be determined by experts	N. America	escape > horticulture	present	present	present	present	Spiraea alba Du Roi	2438
2127	Spiraea alba Duroi	7787813		harmonia	1803.0		invasive	terrestrial	N. America	escape > to be determined by experts	present	present	present	present	Spiraea alba Duroi	153
2128	Spiraea billardii Dippel	8376790		harmonia	1895.0		invasive	terrestrial	N. America	escape > to be determined by experts	present	present	present	present	Spiraea billardii Dippel	157
2129	Spiraea canescens D. Don	3027138	Plantae	plants	2001.0		introduced	to be determined by experts	Asia	escape > horticulture	present	present	absent	absent	Spiraea canescens D. Don	2439
2130	Spiraea douglasii Hook.	3027159	Plantae	harmonia | plants	1885.0		established | invasive	terrestrial | to be determined by experts	N. America	escape > horticulture | escape > to be determined by experts	present	present	present	present	Spiraea douglasii Hook.	154 | 2441
2131	Spiraea hypericifolia L.	3026431	Plantae	plants	1885.0		introduced	to be determined by experts	Europe | Asia	escape > horticulture	present	absent	present	absent	Spiraea hypericifolia L.	2442
2132	Spiraea japonica L. fil.	8170635	Plantae	plants	1901.0		established	to be determined by experts	Asia	escape > horticulture	present	present	present	present	Spiraea japonica L. fil.	2443
2133	Spiraea nipponica Maxim.	3027341	Plantae	plants	2010.0		introduced	to be determined by experts	Asia	escape > horticulture	present	present	absent	absent	Spiraea nipponica Maxim.	2444
2134	Spiraea tomentosa L.	3026819	Plantae	harmonia | plants	1870.0		established | invasive	terrestrial | to be determined by experts	N. America	escape > horticulture | escape > to be determined by experts	present	present	absent | present	absent | present	Spiraea tomentosa L.	156 | 2445
2135	Spiraea vanhouttei (Briot) Zabel	3026622	Plantae	plants	1959.0		introduced	to be determined by experts	unknown	escape > horticulture	present	absent	present	absent	Spiraea ×vanhouttei (Briot) Carrière	2450
2136	Spiraea ×macrothyrsa Dippel	3027355	Plantae	plants	1948.0		unknown	to be determined by experts	unknown	escape > horticulture	present	present	present	absent	Spiraea ×macrothyrsa Dippel	2448
2137	Spiraea ×pseudosalicifolia Silverside	3026444	Plantae	plants	1895.0		established	to be determined by experts	unknown	escape > horticulture	present	present	present	present	Spiraea ×pseudosalicifolia Silverside	2446
2138	Spiraea ×rosalba Dippel	3027332	Plantae	plants	2003.0		unknown	to be determined by experts	unknown	escape > horticulture	present	present	present	absent	Spiraea ×rosalba Dippel	2449
2139	Sporobolus africanus (Poir.) Robyns & Tournay	4152259	Plantae	plants	1911.0		introduced	to be determined by experts	Africa | Asia	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	absent	present	present	Sporobolus africanus (Poir.) Robyns & Tournay	2156
2140	Sporobolus carolii Mez	4151298	Plantae	plants	1911.0		introduced	to be determined by experts	Oceania	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Sporobolus carolii Mez	2157
2141	Sporobolus creber De Nardi	8047362	Plantae	plants	1911.0		introduced	to be determined by experts	Oceania	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Sporobolus creber De Nardi	2158
2142	Sporobolus elongatus R.Br.	2704778	Plantae	plants	1951.0		introduced	to be determined by experts	Oceania	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Sporobolus elongatus R.Br.	2159
2143	Sporobolus indicus (L.) R.Br.	2704757	Plantae	plants	1886.0		introduced	to be determined by experts	N. America | S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	absent	Sporobolus indicus (L.) R.Br.	2160
2144	Sporobolus virginicus (L.) Kunth	2704745	Plantae	plants	1900.0		introduced	to be determined by experts	N. America | S. America	unknown	unknown	unknown	unknown	unknown	Sporobolus virginicus (L.) Kunth	2161
2145	Stachys atherocalyx K.Koch	3885185	Plantae	plants	1922.0		introduced	to be determined by experts	Europe	unknown	present	absent	present	absent	Stachys atherocalyx K.Koch	1579
2146	Stachys byzantina K.Koch	2927230	Plantae	plants	1882.0		introduced	to be determined by experts	Europe | Asia	escape > horticulture	present	present	present	absent	Stachys byzantina K.Koch	1580
2147	Stachys cretica L.	2927296	Plantae	plants	1872.0		introduced	to be determined by experts	to be determined by experts	escape > horticulture	present	present	present	absent	Stachys cretica L.	1581
2148	Staphylea pinnata L.	3686235	Plantae	plants	1948.0		established	to be determined by experts	Europe | Asia	escape > horticulture	present	present	present	present	Staphylea pinnata L.	2604
2149	Stipa pennata L.	4127831	Plantae	plants	1824.0		introduced	to be determined by experts	to be determined by experts	escape > horticulture	present	present	present	absent	Stipa pennata L.	2163
2150	Stipagrostis pungens (Desf.) De Winter	4130246	Plantae	plants	1947.0		introduced	to be determined by experts	Africa	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Stipagrostis pungens (Desf.) De Winter	2164
2151	Stranvaesia davidiana Decne.	3000406	Plantae	plants	2007.0		introduced	to be determined by experts	Asia	escape > horticulture	present	present	absent	absent	Stranvaesia davidiana Decne.	2451
2152	Stuartina muelleri Sond.	3125765	Plantae	plants	1906.0		introduced	to be determined by experts	Oceania	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Stuartina muelleri Sond.	745
2153	Styela clava Herdman, 1881	2331942	Animalia	wrims	1986.0		established | to be determined by experts	to be determined by experts, primarily marine probably	to be determined by experts	to be determined by experts	present		to be determined by experts	to be determined by experts	Styela clava Herdman, 1881	9532 | 9533 | 9534
2154	Sutera cordata (Thunb.) Kuntze	3728734	Plantae	plants	1999.0		introduced	to be determined by experts	Africa	escape > horticulture	present	present	present	absent	Chaenostoma cordatum Benth.	2528
2155	Symphoricarpos albus (L.) C. Koch	7523753	Plantae	plants	1866.0		established	to be determined by experts	N. America	escape > horticulture	present	present	present	present	Symphoricarpos albus (L.) S.F.Blake	1022
2156	Symphoricarpos orbiculatus Moench	2888636	Plantae	plants	2012.0		introduced	to be determined by experts	N. America	escape > horticulture	present	present	absent	absent	Symphoricarpos orbiculatus Moench	1025
2158	Symphoricarpos ×doorenbosii Krussm.	8212772	Plantae	plants	1955.0		established	to be determined by experts	unknown	escape > horticulture	present	present	present	absent	Symphoricarpos ×doorenbosii Krussm.	1024
2159	Symphyotrichum ciliatum (Ledeb.) G.L.Nesom	3151692	Plantae	plants	2003.0		introduced	to be determined by experts	N. America	contaminant > seed contaminant	present	present	present	absent	Symphyotrichum ciliatum (Ledeb.) G.L.Nesom	746
2160	Symphyotrichum laeve (L.) Á.Löve & D.Löve	8421156	Plantae	harmonia | plants	1939.0		established	terrestrial | to be determined by experts	N. America	escape > horticulture | escape > to be determined by experts	present	present	present	present	Aster laevis L. | Symphyotrichum laeve (L.) A	38 | 747
2161	Symphyotrichum lateriflorum	3151522	Plantae	plants	2008.0		introduced	to be determined by experts	N. America	contaminant > timber trade	present	absent	present	absent	Symphyotrichum lateriflorum (L.) Á.Löve & D.Löve	749
2162	Symphyotrichum novae-angliae (L.) G.L.Nesom	3151618	Plantae	plants	1944.0		unknown	to be determined by experts	N. America	escape > horticulture	present	present	present	absent	Symphyotrichum novae-angliae (L.) G.L.Nesom	750
2163	Symphyotrichum novi-belgii (L.) G.L.Nesom	3151558	Plantae	harmonia | plants	1865.0		established | invasive	terrestrial | to be determined by experts	N. America	escape > horticulture | escape > to be determined by experts	present	present	present	present	Aster novi-belgii L. | Symphyotrichum novi-belgii (L.) G.L.Nesom	40 | 41 | 751
2164	Symphyotrichum pilosum (Willd.) G.L.Nesom	3151755	Plantae	plants	1947.0		established	to be determined by experts	N. America	escape > horticulture	present	present	present	absent	Symphyotrichum pilosum (Willd.) G.L.Nesom	752
2165	Symphyotrichum racemosum (Elliott) G.L.Nesom	3151666	Plantae	plants	1947.0		introduced	to be determined by experts	N. America	unknown	present	absent	present	absent	Symphyotrichum racemosum (Elliott) G.L.Nesom	753
2166	Symphyotrichum salignum (Willd.) G.L.Nesom	3151811	Plantae	harmonia | plants	1861.0		established | invasive	terrestrial | to be determined by experts	N. America | unknown	escape > horticulture | escape > to be determined by experts	present	present	present	present	Symphyotrichum salignum (Willd.) G.L.Nesom	42 | 755
2167	Symphytum asperum Lepechin	2926066	Plantae	plants	1884.0		established	to be determined by experts	Europe | Asia	escape > horticulture	present	present	present	present	Symphytum asperum Lepechin	849
2168	Symphytum caucasicum M. Bieb.	7989836	Plantae	plants	2009.0		unknown	to be determined by experts	Asia	escape > horticulture	present	present	absent	absent	Symphytum caucasicum M. Bieb.	850
2169	Symphytum grandiflorum DC.	4067302	Plantae	plants	1999.0		established	to be determined by experts	Europe | Asia	escape > horticulture	present	present	absent	absent	Symphytum grandiflorum DC.	851
2170	Symphytum ×hidcotense P.D.Sell	4067281	Plantae	plants	2008.0		unknown	to be determined by experts	unknown	escape > horticulture	present	present	present	absent	Symphytum ×hidcotense P.D.Sell	852
2171	Synidotea laticauda Benedict, 1897	2204831	Animalia	macroinvertebrates | wrims	2005.0	2005	established	estuarine | to be determined by experts, primarily marine probably	N. America | to be determined by experts	stowaway > to be determined by experts | to be determined by experts	present	present	to be determined by experts	to be determined by experts	Synidotea laticauda Benedict, 1897	204 | 9535
2172	Synurella ambulans (F. Müller, 1846)	4416920	Animalia	macroinvertebrates	2003.0	2003	established	freshwater	Europe	escape > aquaculture / mariculture	present	present	to be determined by experts	to be determined by experts	Synurella ambulans (F. Müller, 1846)	181
2173	Syringa josikaea J.Jacq. ex Rchb.f.	7636833	Plantae	plants	2008.0		unknown	to be determined by experts	Europe	escape > horticulture	present	present	absent	absent	Syringa josikaea J.Jacq. ex Rchb.f.	1673
2174	Syringa vulgaris L.	5415039	Plantae	plants	1854.0		unknown	to be determined by experts	Asia	escape > horticulture	present	present	present	present	Syringa vulgaris L.	1674
2175	Tadorna ferruginea (Pallas, 1764)	2498015		harmonia	1981.0		established	freshwater	Asia	to be determined by experts	present	present	absent	to be determined by experts	Tadorna ferruginea (Pallas, 1764)	158
