index	taxonID	datasetName	scientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	subspecies	taxonGroup	vernacularNameEN	vernacularNameNL	vernacularNameFR	status	statusCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	origin	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes
index		rinse	Tropideres dorsalis			Arthropoda	Insecta			Tropideres	dorsalis														terrestrial		not confirmed														
index		rinse	Tropidosteptes pacificus			Arthropoda	Insecta			Tropidosteptes	pacificus														terrestrial		not confirmed														
index		rinse	Tuberocephalus higansakurae			Arthropoda	Insecta			Tuberocephalus	higansakurae														terrestrial		not confirmed														
index		rinse	Tupiocoris rhododendri			Arthropoda	Insecta			Tupiocoris	rhododendri														terrestrial		present														
index		rinse	Tuponia brevirostris			Arthropoda	Insecta			Tuponia	brevirostris														terrestrial		not confirmed														
index		rinse	Tuponia hippophaes			Arthropoda	Insecta			Tuponia	hippophaes														terrestrial		present														
index		rinse	Tuponia mixticolor			Arthropoda	Insecta			Tuponia	mixticolor														terrestrial		not confirmed														
index		rinse	Tuta absoluta			Arthropoda	Insecta			Tuta	absoluta														terrestrial		not confirmed														
index		rinse	Tychicus longipes			Arthropoda	Arachnida			Tychicus	longipes														terrestrial		not confirmed														
index		rinse	Tygarrup javanicus			Arthropoda	Diplopoda			Tygarrup	javanicus														terrestrial		not confirmed														
index		rinse	Uloborus plumipes			Arthropoda	Arachnida			Uloborus	plumipes														terrestrial		present														
index		rinse	Unaspis euonymi			Arthropoda	Insecta			Unaspis	euonymi														terrestrial		not confirmed														
index		rinse	Unaspis yanonensis			Arthropoda	Insecta			Unaspis	yanonensis														terrestrial		not confirmed														
index		rinse	Unciger foetidus			Arthropoda	Diplopoda			Unciger	foetidus														terrestrial		not confirmed														
index		rinse	Urocerus albicornis			Arthropoda	Insecta			Urocerus	albicornis														terrestrial		not confirmed														
index		rinse	Urocerus californicus			Arthropoda	Insecta			Urocerus	californicus														terrestrial		not confirmed														
index		rinse	Urocerus gigas			Arthropoda	Insecta			Urocerus	gigas														terrestrial		not confirmed														
index		rinse	Uroleucon erigeronense			Arthropoda	Insecta			Uroleucon	erigeronense														terrestrial		present														
index		rinse	Urophorus humeralis			Arthropoda	Insecta			Urophorus	humeralis														terrestrial		not confirmed														
index		rinse	Urozelotes rusticus			Arthropoda	Arachnida			Urozelotes	rusticus														terrestrial		not confirmed														
index		rinse	Utamphorophora humboldti			Arthropoda	Insecta			Utamphorophora	humboldti														terrestrial		not confirmed														
index		rinse	Varroa destructor			Arthropoda	Arachnida			Varroa	destructor														terrestrial		present														
index		rinse	Varroa jacobsoni			Arthropoda	Arachnida			Varroa	jacobsoni														terrestrial		present														
index		rinse	Venezillo parvus			Arthropoda	Malacostraca			Venezillo	parvus														freshwater		not confirmed														
index		rinse	Vespa velutina			Arthropoda	Insecta			Vespa	velutina														terrestrial		not confirmed														
index		rinse	Viridicerus ustulatus			Arthropoda	Insecta			Viridicerus	ustulatus														terrestrial		not confirmed														
index		rinse	Viteus vitifoliae			Arthropoda	Insecta			Viteus	vitifoliae														terrestrial		not confirmed														
index		rinse	Vryburgia amaryllidis			Arthropoda	Insecta			Vryburgia	amaryllidis														terrestrial		not confirmed														
index		rinse	Vryburgia brevicruris			Arthropoda	Insecta			Vryburgia	brevicruris														terrestrial		not confirmed														
index		rinse	Vryburgia rimariae			Arthropoda	Insecta			Vryburgia	rimariae														terrestrial		not confirmed														
index		rinse	Wagneripteryx germari			Arthropoda	Insecta			Wagneripteryx	germari														terrestrial		not confirmed														
index		rinse	Wahlgreniella arbuti			Arthropoda	Insecta			Wahlgreniella	arbuti														terrestrial		not confirmed														
index		rinse	Wahlgreniella nervata			Arthropoda	Insecta			Wahlgreniella	nervata														terrestrial		present														
index		rinse	Wasmannia auropunctata			Arthropoda	Insecta			Wasmannia	auropunctata														terrestrial		not confirmed														
index		rinse	Wesmaelius ravus			Arthropoda	Insecta			Wesmaelius	ravus														terrestrial		not confirmed														
index		rinse	Xanthogaleruca luteola			Arthropoda	Insecta			Xanthogaleruca	luteola														terrestrial		not confirmed														
index		rinse	Xanthorhoe biriviata			Arthropoda	Insecta			Xanthorhoe	biriviata														terrestrial		present														
index		rinse	Xenopsylla brasiliensis			Arthropoda	Insecta			Xenopsylla	brasiliensis														terrestrial		not confirmed														
index		rinse	Xenopsylla cheopis			Arthropoda	Insecta			Xenopsylla	cheopis														terrestrial		not confirmed														
index		rinse	Xeris spectrum			Arthropoda	Insecta			Xeris	spectrum														terrestrial		not confirmed														
index		rinse	Xylaplothrips subterraneus			Arthropoda	Insecta			Xylaplothrips	subterraneus														terrestrial		not confirmed														
index		rinse	Xyleborinus attenuatus			Arthropoda	Insecta			Xyleborinus	attenuatus														terrestrial		not confirmed														
index		rinse	Xyleborus alni			Arthropoda	Insecta			Xyleborus	alni														terrestrial		not confirmed														
index		rinse	Xyleborus bodoanus			Arthropoda	Insecta			Xyleborus	bodoanus														terrestrial		not confirmed														
index		rinse	Xyleborus germanus			Arthropoda	Insecta			Xyleborus	germanus														terrestrial		present														
index		rinse	Xyleborus pfeilii			Arthropoda	Insecta			Xyleborus	pfeilii														terrestrial		not confirmed														
index		rinse	Xylocoris afer			Arthropoda	Insecta			Xylocoris	afer														terrestrial		not confirmed														
index		rinse	Xylocoris flavipes			Arthropoda	Insecta			Xylocoris	flavipes														terrestrial		not confirmed														
index		rinse	Xylographus bostrychoides			Arthropoda	Insecta			Xylographus	bostrychoides														terrestrial		not confirmed														
index		rinse	Xylosandrus germanus			Arthropoda	Insecta			Xylosandrus	germanus														terrestrial		present														
index		rinse	Xylosandrus morigerus			Arthropoda	Insecta			Xylosandrus	morigerus														terrestrial		not confirmed														
index		rinse	Xylota caeruleiventris			Arthropoda	Insecta			Xylota	caeruleiventris														terrestrial		not confirmed														
index		rinse	Xylotrechus stebbingi			Arthropoda	Insecta			Xylotrechus	stebbingi														terrestrial		not confirmed														
index		rinse	Yponomeuta malinellus			Arthropoda	Insecta			Yponomeuta	malinellus														terrestrial		present														
index		rinse	Yuccaborus frontalis			Arthropoda	Insecta			Yuccaborus	frontalis														terrestrial		not confirmed														
index		rinse	Zabrotes subfasciatus			Arthropoda	Insecta			Zabrotes	subfasciatus														terrestrial		not confirmed														
index		rinse	Zodarion rubidum			Arthropoda	Arachnida			Zodarion	rubidum														terrestrial		present														
index		rinse	Zophodia grossulariella			Arthropoda	Insecta			Zophodia	grossulariella														terrestrial		present														
index		rinse	Zoropsis spinimana			Arthropoda	Arachnida			Zoropsis	spinimana														terrestrial		present														
index		rinse	Zygina nivea			Arthropoda	Insecta			Zygina	nivea														terrestrial		not confirmed														
index		rinse	Zyginella pulchra			Arthropoda	Insecta			Zyginella	pulchra														terrestrial		present														
index		rinse	Zygogramma piceicollis			Arthropoda	Insecta			Zygogramma	piceicollis														terrestrial		not confirmed														
index		rinse	Aglaospora profusa			Ascomycota	incertae sedis			Aglaospora	profusa														terrestrial		not confirmed														
index		rinse	Alternaria gaisen			Ascomycota	Dothideomycetes			Alternaria	gaisen														terrestrial		not confirmed														
index		rinse	Alternaria radicina			Ascomycota	Dothideomycetes			Alternaria	radicina														terrestrial		not confirmed														
index		rinse	Alternaria saponariae			Ascomycota	Dothideomycetes			Alternaria	saponariae														terrestrial		not confirmed														
index		rinse	Alternaria triticina			Ascomycota	Dothideomycetes			Alternaria	triticina														terrestrial		not confirmed														
index		rinse	Anisomeridium polypori			Ascomycota	Eurotiomycetes			Anisomeridium	polypori														terrestrial		present														
index		rinse	Arthrocladiella mougeotii			Ascomycota	Leotiomycetes			Arthrocladiella	mougeotii														terrestrial		present														
index		rinse	Ascochyta aquilegiae			Ascomycota	Dothideomycetes			Ascochyta	aquilegiae														terrestrial		present														
index		rinse	Ascochyta dianthi			Ascomycota	Dothideomycetes			Ascochyta	dianthi														terrestrial		not confirmed														
index		rinse	Ascochyta pisi			Ascomycota	Dothideomycetes			Ascochyta	pisi														terrestrial		not confirmed														
index		rinse	Ascochyta sorghi			Ascomycota	Dothideomycetes			Ascochyta	sorghi														terrestrial		not confirmed														
index		rinse	Ascochyta syringae			Ascomycota	Dothideomycetes			Ascochyta	syringae														terrestrial		not confirmed														
index		rinse	Aulographina eucalypti			Ascomycota	Dothideomycetes			Aulographina	eucalypti														terrestrial		not confirmed														
index		rinse	Blumeria graminis			Ascomycota	Leotiomycetes			Blumeria	graminis														terrestrial		present														
index		rinse	Blumeriella jaapii			Ascomycota	Ascomycetes			Blumeriella	jaapii														terrestrial		present														
index		rinse	Botryotinia draytonii			Ascomycota	Leotiomycetes			Botryotinia	draytonii														terrestrial		not confirmed														
index		rinse	Botryotinia squamosa			Ascomycota	Leotiomycetes			Botryotinia	squamosa														terrestrial		present														
index		rinse	Botrytis galanthina			Ascomycota	Leotiomycetes			Botrytis	galanthina														terrestrial		not confirmed														
index		rinse	Ceratocystis fimbriata			Ascomycota	Sordariomycetes			Ceratocystis	fimbriata														terrestrial		not confirmed														
index		rinse	Ceratocystis paradoxa			Ascomycota	Sordariomycetes			Ceratocystis	paradoxa														terrestrial		present														
index		rinse	Ceratocystis platani			Ascomycota	Sordariomycetes			Ceratocystis	platani														terrestrial		present														
index		rinse	Ciboria americana			Ascomycota	Ascomycetes			Ciboria	americana														terrestrial		present														
index		rinse	Ciborinia allii			Ascomycota	Ascomycetes			Ciborinia	allii														terrestrial		not confirmed														
index		rinse	Ciborinia camelliae			Ascomycota	Ascomycetes			Ciborinia	camelliae														terrestrial		not confirmed														
index		rinse	Cochliobolus heterostrophus			Ascomycota	Ascomycetes			Cochliobolus	heterostrophus														terrestrial		not confirmed														
index		rinse	Colletotrichum lindemuthianum			Ascomycota	Sordariomycetes			Colletotrichum	lindemuthianum														terrestrial		not confirmed														
index		rinse	Collybia luxurians			Ascomycota	Basidiomycetes			Collybia	luxurians														terrestrial		present														
index		rinse	Coprinus kimurae			Ascomycota	Agaricomycetes			Coprinus	kimurae														terrestrial		not confirmed														
index		rinse	Cryphonectria parasitica			Ascomycota	Sordariomycetes			Cryphonectria	parasitica														terrestrial		present														
index		rinse	Cryptostroma corticale			Ascomycota	Ascomycetes			Cryptostroma	corticale														terrestrial		not confirmed														
index		rinse	Cylindrocladium buxicola			Ascomycota	Sordariomycetes			Cylindrocladium	buxicola														terrestrial		present														
index		rinse	Diaporthe helianthi			Ascomycota	Sordariomycetes			Diaporthe	helianthi														terrestrial		not confirmed														
index		rinse	Didymascella thujina			Ascomycota	Ascomycetes			Didymascella	thujina														terrestrial		present														
index		rinse	Didymella fabae			Ascomycota	Dothideomycetes			Didymella	fabae														terrestrial		not confirmed														
index		rinse	Didymella ligulicola			Ascomycota	Dothideomycetes			Didymella	ligulicola														terrestrial		not confirmed														
index		rinse	Drepanopeziza punctiformis			Ascomycota	Ascomycetes			Drepanopeziza	punctiformis														terrestrial		present														
index		rinse	Entoleuca mammata			Ascomycota	Ascomycetes			Entoleuca	mammata														terrestrial		present														
index		rinse	Erysiphe australiana			Ascomycota	Leotiomycetes			Erysiphe	australiana														terrestrial		not confirmed														
index		rinse	Erysiphe begoniicola			Ascomycota	Leotiomycetes			Erysiphe	begoniicola														terrestrial		not confirmed														
index		rinse	Erysiphe deutziae			Ascomycota	Leotiomycetes			Erysiphe	deutziae														terrestrial		not confirmed														
index		rinse	Erysiphe euonymi-japonici			Ascomycota	Leotiomycetes			Erysiphe	euonymi-japonici														terrestrial		not confirmed														
index		rinse	Erysiphe flexuosa			Ascomycota	Leotiomycetes			Erysiphe	flexuosa														terrestrial		present														
index		rinse	Erysiphe necator			Ascomycota	Leotiomycetes			Erysiphe	necator														terrestrial		present														
index		rinse	Erysiphe palczewskii			Ascomycota	Leotiomycetes			Erysiphe	palczewskii														terrestrial		not confirmed														
index		rinse	Erysiphe platani			Ascomycota	Leotiomycetes			Erysiphe	platani														terrestrial		not confirmed														
index		rinse	Erysiphe russellii			Ascomycota	Leotiomycetes			Erysiphe	russellii														terrestrial		not confirmed														
index		rinse	Erysiphe vanbruntiana			Ascomycota	Leotiomycetes			Erysiphe	vanbruntiana														terrestrial		not confirmed														
index		rinse	Eupropolella arundinariae			Ascomycota	Ascomycetes			Eupropolella	arundinariae														terrestrial		not confirmed														
index		rinse	Fusarium oxysporum f.			Ascomycota	Sordariomycetes			Fusarium	oxysporum f.														terrestrial		not confirmed														
index		rinse	Geopora sumneriana			Ascomycota	Pezizomycetes			Geopora	sumneriana														terrestrial		present														
index		rinse	Gibberella circinata			Ascomycota	Sordariomycetes			Gibberella	circinata														terrestrial		not confirmed														
index		rinse	Glomerella acutata			Ascomycota	Sordariomycetes			Glomerella	acutata														terrestrial		present														
index		rinse	Glomerella cingulata			Ascomycota	Sordariomycetes			Glomerella	cingulata														terrestrial		present														
index		rinse	Golovinomyces orontii			Ascomycota	Leotiomycetes			Golovinomyces	orontii														terrestrial		not confirmed														
index		rinse	Guignardia aesculi			Ascomycota	Dothideomycetes			Guignardia	aesculi														terrestrial		present														
index		rinse	Guignardia bidwellii			Ascomycota	Dothideomycetes			Guignardia	bidwellii														terrestrial		not confirmed														
index		rinse	Kabatiella caulivora			Ascomycota	Dothideomycetes			Kabatiella	caulivora														terrestrial		present														
index		rinse	Kabatiella zeae			Ascomycota	Dothideomycetes			Kabatiella	zeae														terrestrial		present														
index		rinse	Lachnellula willkommii			Ascomycota	Leotiomycetes			Lachnellula	willkommii														terrestrial		present														
index		rinse	Leptographium procerum			Ascomycota	Sordariomycetes			Leptographium	procerum														terrestrial		not confirmed														
index		rinse	Leptosphaerulina trifolii			Ascomycota	Dothideomycetes			Leptosphaerulina	trifolii														terrestrial		not confirmed														
index		rinse	Macrophomina phaseolina			Ascomycota	Dothideomycetes			Macrophomina	phaseolina														terrestrial		not confirmed														
index		rinse	Magnaporthe grisea			Ascomycota	Sordariomycetes			Magnaporthe	grisea														terrestrial		not confirmed														
index		rinse	Magnaporthe salvinii			Ascomycota	Sordariomycetes			Magnaporthe	salvinii														terrestrial		not confirmed														
index		rinse	Melampsora medusae			Ascomycota	Urediniomycetes			Melampsora	medusae														terrestrial		present														
index		rinse	Melampsoridium hiratsukanum			Ascomycota	Pucciniomycetes			Melampsoridium	hiratsukanum														terrestrial		present														
index		rinse	Microstroma juglandis			Ascomycota	Exobasidiomycetes			Microstroma	juglandis														terrestrial		not confirmed														
index		rinse	Monilinia fructicola			Ascomycota	Ascomycetes			Monilinia	fructicola														terrestrial		not confirmed														
index		rinse	Monilinia fructigena			Ascomycota	Ascomycetes			Monilinia	fructigena														terrestrial		present														
index		rinse	Mycosphaerella dearnessii			Ascomycota	Dothideomycetes			Mycosphaerella	dearnessii														terrestrial		not confirmed														
index		rinse	Mycosphaerella linicola			Ascomycota	Dothideomycetes			Mycosphaerella	linicola														terrestrial		not confirmed														
index		rinse	Mycovellosiella fulva			Ascomycota	Dothideomycetes			Mycovellosiella	fulva														terrestrial		not confirmed														
index		rinse	Myrothecium roridum			Ascomycota	Sordariomycetes			Myrothecium	roridum														terrestrial		not confirmed														
index		rinse	Nattrassia mangiferae			Ascomycota	Dothideomycetes			Nattrassia	mangiferae														terrestrial		not confirmed														
index		rinse	Nectria auriger			Ascomycota	Sordariomycetes			Nectria	auriger														terrestrial		not confirmed														
index		rinse	Oidium hortensiae			Ascomycota	Ascomycetes			Oidium	hortensiae														terrestrial		not confirmed														
index		rinse	Ophiostoma novo-ulmi			Ascomycota	Sordariomycetes			Ophiostoma	novo-ulmi														terrestrial		present														
index		rinse	Paurocotylis pila			Ascomycota	Pezizomycetes			Paurocotylis	pila														terrestrial		not confirmed														
index		rinse	Phaeocryptopus gaeumannii			Ascomycota	Dothideomycetes			Phaeocryptopus	gaeumannii														terrestrial		present														
index		rinse	Phloeospora robiniae			Ascomycota	Dothideomycetes			Phloeospora	robiniae														terrestrial		not confirmed														
index		rinse	Phoma exigua			Ascomycota	Dothideomycetes			Phoma	exigua														terrestrial		not confirmed														
index		rinse	Phoma tracheiphila			Ascomycota	Dothideomycetes			Phoma	tracheiphila														terrestrial		not confirmed														
index		rinse	Phyllachora pomigena			Ascomycota	Sordariomycetes			Phyllachora	pomigena														terrestrial		not confirmed														
index		rinse	Podosphaera mors-uvae			Ascomycota	Leotiomycetes			Podosphaera	mors-uvae														terrestrial		present														
index		rinse	Pseudonectria pachysandricola			Ascomycota	Sordariomycetes			Pseudonectria	pachysandricola														terrestrial		not confirmed														
index		rinse	Puccinia distincta			Ascomycota	Urediniomycetes			Puccinia	distincta														terrestrial		not confirmed														
index		rinse	Puccinia lagenophorae			Ascomycota	Urediniomycetes			Puccinia	lagenophorae														terrestrial		present														
index		rinse	Puccinia malvacearum			Ascomycota	Urediniomycetes			Puccinia	malvacearum														terrestrial		present														
index		rinse	Pycnostysanus azaleae			Ascomycota	Ascomycetes			Pycnostysanus	azaleae														terrestrial		present														
index		rinse	Rhabdocline pseudotsugae			Ascomycota	Ascomycetes			Rhabdocline	pseudotsugae														terrestrial		present														
index		rinse	Seiridium cardinale			Ascomycota	Ascomycetes			Seiridium	cardinale														terrestrial		not confirmed														
index		rinse	Septotis podophyllina			Ascomycota	Leotiomycetes			Septotis	podophyllina														terrestrial		not confirmed														
index		rinse	Sporophagomyces chrysostomus			Ascomycota	Sordariomycetes			Sporophagomyces	chrysostomus														terrestrial		not confirmed														
index		rinse	Aecidium trifolii-repentis			Basidiomycota	Pucciniomycetes			Aecidium	trifolii-repentis														terrestrial		present														
index		rinse	Agaricus bernardii			Basidiomycota	Agaricomycetes			Agaricus	bernardii														terrestrial		present														
index		rinse	Agrocybe putaminum			Basidiomycota	Agaricomycetes			Agrocybe	putaminum														terrestrial		present														
index		rinse	Amanita asteropus			Basidiomycota	Agaricomycetes			Amanita	asteropus														terrestrial		not confirmed														
index		rinse	Amanita inopinata			Basidiomycota	Agaricomycetes			Amanita	inopinata														terrestrial		present														
index		rinse	Anthurus muellerianus			Basidiomycota	Agaricomycetes			Anthurus	muellerianus														terrestrial		not confirmed														
index		rinse	AseroÙ rubra			Basidiomycota	Agaricomycetes			AseroÙ	rubra														terrestrial		not confirmed														
index		rinse	Athelia rolfsii			Basidiomycota	Agaricomycetes			Athelia	rolfsii														terrestrial		present														
index		rinse	Bolbitius coprophilus			Basidiomycota	Agaricomycotina			Bolbitius	coprophilus														terrestrial		not confirmed														
index		rinse	Bolbitius incarnatus			Basidiomycota	Agaricomycotina			Bolbitius	incarnatus														terrestrial		not confirmed														
index		rinse	Calocera pallidospathulata			Basidiomycota	Dacrymycetes			Calocera	pallidospathulata														terrestrial		present														
index		rinse	Chlorophyllum molybdites			Basidiomycota	Agaricomycetes			Chlorophyllum	molybdites														terrestrial		not confirmed														
index		rinse	Chrysomyxa ledi			Basidiomycota	Pucciniomycetes			Chrysomyxa	ledi														terrestrial		not confirmed														
index		rinse	Chrysomyxa rhododendri			Basidiomycota	Pucciniomycetes			Chrysomyxa	rhododendri														terrestrial		native														
index		rinse	Clathrus archeri			Basidiomycota	Agaricomycetes			Clathrus	archeri														terrestrial		not confirmed														
index		rinse	Clathrus ruber			Basidiomycota	Agaricomycetes			Clathrus	ruber														terrestrial		present														
index		rinse	Collybia biformis			Basidiomycota	Basidiomycetes			Collybia	biformis														terrestrial		not confirmed														
index		rinse	Cronartium ribicola			Basidiomycota	Urediniomycetes			Cronartium	ribicola														terrestrial		present														
index		rinse	Cumminsiella mirabilissima			Basidiomycota	Pucciniaceae			Cumminsiella	mirabilissima														terrestrial		present														
index		rinse	Cylindrobasidium eucalypti			Basidiomycota	Agaricomycetes			Cylindrobasidium	eucalypti														terrestrial		not confirmed														
index		rinse	Cystolepiota cystidiosa			Basidiomycota	Agaricomycetes			Cystolepiota	cystidiosa														terrestrial		present														
index		rinse	Cystolepiota luteicystidiata			Basidiomycota	Agaricomycetes			Cystolepiota	luteicystidiata														terrestrial		not confirmed														
index		rinse	Dendrothele nivosa			Basidiomycota	Agaricomycetes			Dendrothele	nivosa														terrestrial		not confirmed														
index		rinse	Descolea tenuipes			Basidiomycota	Agaricomycetes			Descolea	tenuipes														terrestrial		not confirmed														
index		rinse	Entyloma calendulae			Basidiomycota	Exobasidiomycetes			Entyloma	calendulae														terrestrial		not confirmed														
index		rinse	Entyloma dahliae			Basidiomycota	Exobasidiomycetes			Entyloma	dahliae														terrestrial		not confirmed														
index		rinse	Erysiphe vaccinii			Basidiomycota	Leotiomycetes			Erysiphe	vaccinii														terrestrial		not confirmed														
index		rinse	Ganoderma tsugae			Basidiomycota	Agaricomycetes			Ganoderma	tsugae														terrestrial		not confirmed														
index		rinse	Gastrosporium simplex			Basidiomycota	Agaricomycetes			Gastrosporium	simplex														terrestrial		not confirmed														
index		rinse	Geastrum floriforme			Basidiomycota	Agaricomycetes			Geastrum	floriforme														terrestrial		present														
index		rinse	Geastrum morganii			Basidiomycota	Agaricomycetes			Geastrum	morganii														terrestrial		not confirmed														
index		rinse	Graphiola phoenicis			Basidiomycota	Exobasidiomycetes			Graphiola	phoenicis														terrestrial		not confirmed														
index		rinse	Gymnopilus hispidellus			Basidiomycota	Agaricomycetes			Gymnopilus	hispidellus														terrestrial		not confirmed														
index		rinse	Gymnopilus humicola			Basidiomycota	Agaricomycetes			Gymnopilus	humicola														terrestrial		not confirmed														
index		rinse	Gymnosporangium juniperi-virginianae			Basidiomycota	Pucciniomycetes			Gymnosporangium	juniperi-virginianae														terrestrial		not confirmed														
index		rinse	Gymnosporangium sabinae			Basidiomycota	Pucciniomycetes			Gymnosporangium	sabinae														terrestrial		present														
index		rinse	Hydnangium carneum			Basidiomycota	Agaricomycetes			Hydnangium	carneum														terrestrial		not confirmed														
index		rinse	Ileodictyon cibarium			Basidiomycota	Pucciniomycetes			Ileodictyon	cibarium														terrestrial		not confirmed														
index		rinse	Irpex brownei			Basidiomycota	Basidiomycetes			Irpex	brownei														terrestrial		not confirmed														
index		rinse	Kochmania oxalidis			Basidiomycota	Ustilaginomycetes			Kochmania	oxalidis														terrestrial		not confirmed														
index		rinse	Laccaria lateritia			Basidiomycota	Agaricomycetes			Laccaria	lateritia														terrestrial		not confirmed														
index		rinse	Laccocephalum hartmannii			Basidiomycota	Agaricomycetes			Laccocephalum	hartmannii														terrestrial		not confirmed														
index		rinse	Lactocollybia cycadicola			Basidiomycota	Basidiomycetes			Lactocollybia	cycadicola														terrestrial		not confirmed														
index		rinse	Lactocollybia variicystis			Basidiomycota	Basidiomycetes			Lactocollybia	variicystis														terrestrial		not confirmed														
index		rinse	Lentinula edodes			Basidiomycota	Agaricomycetes			Lentinula	edodes														terrestrial		present														
index		rinse	Lepiota elaiophylla			Basidiomycota	Agaricomycetes			Lepiota	elaiophylla														terrestrial		not confirmed														
index		rinse	Lepiota rubella			Basidiomycota	Agaricomycetes			Lepiota	rubella														terrestrial		not confirmed														
index		rinse	Leptocorticium utribasidiatum			Basidiomycota	Agaricomycetes			Leptocorticium	utribasidiatum														terrestrial		not confirmed														
index		rinse	Leucoagaricus bresadolae			Basidiomycota	Agaricomycetes			Leucoagaricus	bresadolae														terrestrial		not confirmed														
index		rinse	Leucoagaricus brunnescens			Basidiomycota	Agaricomycetes			Leucoagaricus	brunnescens														terrestrial		not confirmed														
index		rinse	Leucoagaricus cupresseus			Basidiomycota	Agaricomycetes			Leucoagaricus	cupresseus														terrestrial		not confirmed														
index		rinse	Leucoagaricus marginatus			Basidiomycota	Agaricomycetes			Leucoagaricus	marginatus														terrestrial		not confirmed														
index		rinse	Leucocoprinus birnbaumii			Basidiomycota	Agaricomycetes			Leucocoprinus	birnbaumii														terrestrial		present														
index		rinse	Leucocoprinus heinemannii			Basidiomycota	Agaricomycetes			Leucocoprinus	heinemannii														terrestrial		not confirmed														
index		rinse	Leucocoprinus ianthinus			Basidiomycota	Agaricomycetes			Leucocoprinus	ianthinus														terrestrial		not confirmed														
index		rinse	Leucocoprinus straminellus			Basidiomycota	Agaricomycetes			Leucocoprinus	straminellus														terrestrial		not confirmed														
index		rinse	Lycoperdon umbrinoides			Basidiomycota	Agaricomycetes			Lycoperdon	umbrinoides														terrestrial		not confirmed														
index		rinse	Lysurus cruciatus			Basidiomycota	Agaricomycetes			Lysurus	cruciatus														terrestrial		not confirmed														
index		rinse	Melanotus eccentricus			Basidiomycota	Agaricomycetes			Melanotus	eccentricus														terrestrial		not confirmed														
index		rinse	Mutinus elegans			Basidiomycota	Agaricomycetes			Mutinus	elegans														terrestrial		not confirmed														
index		rinse	Mutinus ravenelii			Basidiomycota	Agaricomycetes			Mutinus	ravenelii														terrestrial		present														
index		rinse	Mycena alphitophora			Basidiomycota	Basidiomycetes			Mycena	alphitophora														terrestrial		not confirmed														
index		rinse	Panaeolus antillarum			Basidiomycota	Agaricomycetes			Panaeolus	antillarum														terrestrial		present														
index		rinse	Perenniporia ochroleuca			Basidiomycota	Agaricomycetes			Perenniporia	ochroleuca														terrestrial		not confirmed														
index		rinse	Phallus indusiatus			Basidiomycota	Agaricomycetes			Phallus	indusiatus														terrestrial		not confirmed														
index		rinse	Pleurotus citrinopileatus			Basidiomycota	Agaricomycetes			Pleurotus	citrinopileatus														terrestrial		present														
index		rinse	Pluteus variabilicolor			Basidiomycota	Agaricomycetes			Pluteus	variabilicolor														terrestrial		not confirmed														
index		rinse	Psilocybe cyanescens			Basidiomycota	Agaricomycetes			Psilocybe	cyanescens														terrestrial		present														
index		rinse	Psilocybe mexicana			Basidiomycota	Agaricomycetes			Psilocybe	mexicana														terrestrial		not confirmed														
index		rinse	Puccinia antirrhini			Basidiomycota	Urediniomycetes			Puccinia	antirrhini														terrestrial		not confirmed														
index		rinse	Puccinia chrysanthemi			Basidiomycota	Urediniomycetes			Puccinia	chrysanthemi														terrestrial		not confirmed														
index		rinse	Puccinia gladioli			Basidiomycota	Urediniomycetes			Puccinia	gladioli														terrestrial		not confirmed														
index		rinse	Puccinia helianthi			Basidiomycota	Urediniomycetes			Puccinia	helianthi														terrestrial		not confirmed														
index		rinse	Puccinia horiana			Basidiomycota	Urediniomycetes			Puccinia	horiana														terrestrial		not confirmed														
index		rinse	Puccinia kusanoi			Basidiomycota	Urediniomycetes			Puccinia	kusanoi														terrestrial		not confirmed														
index		rinse	Puccinia longicornis			Basidiomycota	Urediniomycetes			Puccinia	longicornis														terrestrial		not confirmed														
index		rinse	Puccinia oxalidis			Basidiomycota	Urediniomycetes			Puccinia	oxalidis														terrestrial		present														
index		rinse	Puccinia pelargonii-zonalis			Basidiomycota	Urediniomycetes			Puccinia	pelargonii-zonalis														terrestrial		present														
index		rinse	Puccinia prostii			Basidiomycota	Urediniomycetes			Puccinia	prostii														terrestrial		not confirmed														
index		rinse	Puccinia sorghi			Basidiomycota	Urediniomycetes			Puccinia	sorghi														terrestrial		not confirmed														
index		rinse	Puccinia tasmanica			Basidiomycota	Urediniomycetes			Puccinia	tasmanica														terrestrial		not confirmed														
index		rinse	Pycnoporellus fulgens			Basidiomycota	Agaricomycetes			Pycnoporellus	fulgens														terrestrial		not confirmed														
index		rinse	Ramaria murrillii			Basidiomycota	Agaricomycetes			Ramaria	murrillii														terrestrial		not confirmed														
index		rinse	Rhizopogon villosulus			Basidiomycota	Basidiomycetes			Rhizopogon	villosulus														terrestrial		present														
index		rinse	Rhizopogon vinicolor			Basidiomycota	Basidiomycetes			Rhizopogon	vinicolor														terrestrial		not confirmed														
index		rinse	Sclerotium hydrophilum			Basidiomycota	Agaricomycetes			Sclerotium	hydrophilum														terrestrial		not confirmed														
index		rinse	Sphacelotheca reiliana			Basidiomycota	Microbotryomycetes			Sphacelotheca	reiliana														terrestrial		not confirmed														
