taxonID	datasetName	scientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	subspecies	taxonGroup	vernacularNameEN	vernacularNameNL	vernacularNameFR	status	statusCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	origin	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes	usageKey	canonicalName	rank	matchType	confidence	acceptedKey
	plants	Corispermum pallasii Steven						Amaranthaceae								ACCEPTED						Ore	A		AS-Te		X	X	X				1917		N						3083975	Corispermum pallasii	SPECIES	EXACT	100	3083975
	plants	Dysphania ambrosioides (L.) Mosyakin & Clemants	Chenopodium ambrosioides L. s.l.					Amaranthaceae								ACCEPTED						Wool, grain,etc	A		SAM		X	X	X				<1850		N						5568446	Dysphania ambrosioides	SPECIES	EXACT	100	5568446
	plants	Dysphania botrys (L.) Mosyakin & Clemants	Chenopodium botrys L.					Amaranthaceae								ACCEPTED						Ore, wool,etc	A		E AF AS-Te		X	X					1829		2015						5568428	Dysphania botrys	SPECIES	EXACT	100	5568428
	plants	Dysphania carinata (R. Br.) Mosyakin & Clemants	Chenopodium carinatum R. Brown					Amaranthaceae								ACCEPTED						Wool	A		AUS		X	X					1940		1995						5568424	Dysphania carinata	SPECIES	EXACT	100	5568424
	plants	Dysphania cristata (F. Muell.) Mosyakin & Clemants	Chenopodium cristatum (F. Muell.) F. Muell.					Amaranthaceae								ACCEPTED						Wool	A		AUS			X					1899		1972						5568415	Dysphania cristata	SPECIES	EXACT	100	5568415
	plants	Dysphania glomulifera (Nees) P.G. Wilson						Amaranthaceae								Cas.						Wool	A		AUS			X					1904		1924											
	plants	Dysphania multifida (L.) Mosyakin & Clemants	Chenopodium multifidum L.					Amaranthaceae								ACCEPTED						Wool,etc	A		SAM		X	X	X				1882		1948						5568361	Dysphania multifida	SPECIES	EXACT	100	5568361
	plants	Dysphania pseudomultiflora (J. Murr) Verloove et Lambinon	Chenopodium pseudomultiflorum (J. Murr) Uotila					Amaranthaceae								Cas.						Wool	A		AF			X					1947		1947											
	plants	Dysphania pumilio (R. Br.) Mosyakin & Clemants	Chenopodium pumilium R. Brown					Amaranthaceae								ACCEPTED						Grain, wool,etc	A		AUS		X	X	X				1887		N						5568339	Dysphania pumilio	SPECIES	EXACT	100	5568339
	plants	Dysphania schraderiana (Schult.) Mosyakin & Clemants	Chenopodium schraderianum Schult.					Amaranthaceae								ACCEPTED						Wool,etc	A		AF		X	X					1886		2011						5568322	Dysphania schraderiana	SPECIES	EXACT	100	5568322
	plants	Einadia polygonoides (Murr) Paul G.Wilson	Chenopodium polygonoides (J. Murr) Aell.					Amaranthaceae								ACCEPTED						Wool	A		AUS			X					1951		1951						3757344	Einadia polygonoides	SPECIES	EXACT	100	3757344
	plants	Oxybasis Kar. & Kir.	Chenopodium glaucum L. var. salinum (Standley) B. Boivin					Amaranthaceae								ACCEPTED						Grain,etc	A		NAM		X	X					2003		2015						7339868	Oxybasis	GENUS	HIGHERRANK	96	7339868
	plants	Oxybasis Kar. & Kir.	Chenopodium macrospermum Hook. f.					Amaranthaceae								ACCEPTED						Wool,etc	A		SAM		X	X					1895		1904						7339868	Oxybasis	GENUS	HIGHERRANK	96	7339868
	plants	Polycnemum arvense L.						Amaranthaceae								ACCEPTED						Wool,etc	A		E AS-Te		X	X					<1835		1903						3083603	Polycnemum arvense	SPECIES	EXACT	100	3083603
	plants	Ptilotus spicatus F.Muell. ex Benth.						Amaranthaceae								ACCEPTED						Wool	A		AUS			X					1947		1947						7323632	Ptilotus spicatus	SPECIES	EXACT	100	7323632
	plants	Sclerolaena muricata (Moq.) Domin						Amaranthaceae								Cas.						Wool	A		AUS			X					1907		1911											
	plants	Spinacia oleracea L.						Amaranthaceae								ACCEPTED						Agric.	D		?		X	X	X				1872		2015						3083647	Spinacia oleracea	SPECIES	EXACT	100	3083647
	plants	Spirobassia Freitag & G. Kadereit	Bassia hirsuta (L.) Aschers.					Amaranthaceae								ACCEPTED						?	A		E AS-Te		X						<1850		<1850						5835828	Spirobassia	GENUS	HIGHERRANK	96	5835828
	plants	Allium carinatum L.						Amaryllidaceae								ACCEPTED						Hort.?	D?		E AS-Te			X					1811		1957						2855968	Allium carinatum	SPECIES	EXACT	100	2855968
	plants	Allium cristophii Trautv.						Amaryllidaceae								ACCEPTED						Hort.	D		AS-Te		X						2011		2011						2856780	Allium cristophii	SPECIES	FUZZY	92	2856780
	plants	Allium fistulosum L.						Amaryllidaceae								ACCEPTED						Hort.	D		AS-Te			X					<1850		<1850						2856504	Allium fistulosum	SPECIES	EXACT	100	2856504
	plants	Allium moly L.						Amaryllidaceae								ACCEPTED						Hort.	D		E			X					1885		1885						2855825	Allium moly	SPECIES	EXACT	100	2855825
	plants	Allium nigrum L.						Amaryllidaceae								ACCEPTED						Hort.	D		E AF AS-Te		X						2013		2013						2855823	Allium nigrum	SPECIES	EXACT	100	2855823
	plants	Allium paradoxum (M.Bieb.) G.Don						Amaryllidaceae								ACCEPTED						Hort.	D		AS-Te		X	X	 				1989		N						2857017	Allium paradoxum	SPECIES	HIGHERRANK	100	2857017
	plants	Allium porrum Georgi						Amaryllidaceae								SYNONYM						Agric.	D		?				X				1948		2015						2856476	Allium porrum	SPECIES	EXACT	100	2857444
	plants	Allium ramosum L.	Incl. A. tuberosum Rottler ex Spreng.					Amaryllidaceae								ACCEPTED						Food refuse	D		AS-Te		X						2010		2010						2857449	Allium ramosum	SPECIES	EXACT	100	2857449
	plants	Allium schoenoprasum L.						Amaryllidaceae								ACCEPTED						Agric.	D		E		X	X	X				1836		N						2855860	Allium schoenoprasum	SPECIES	EXACT	100	2855860
	plants	Allium scorodoprasum L.						Amaryllidaceae								ACCEPTED						Hort.	D		E		X	X					1925		N						2857420	Allium scorodoprasum	SPECIES	EXACT	100	2857420
	plants	Allium triquetrum L.						Amaryllidaceae								ACCEPTED						Hort.	D		E AF		X						2013		N?						2856457	Allium triquetrum	SPECIES	EXACT	100	2856457
	plants	Galanthus ikariae Baker						Amaryllidaceae								ACCEPTED						Hort.	D		E AS-Te				X				1984		1984						2855374	Galanthus ikariae	SPECIES	EXACT	100	2855374
	plants	Galanthus nivalis subsp. nivalis						Amaryllidaceae								ACCEPTED						Hort.	D		E AS-Te		X	X	X				1811		N						7316133	Galanthus nivalis nivalis	SUBSPECIES	EXACT	97	7316133
	plants	Galanthus nivalis var. scharlockii						Amaryllidaceae								SYNONYM						Hort.	D		?		X	X					1939		N?						2855358	Galanthus nivalis scharlockii	VARIETY	EXACT	100	2855356
	plants	Galanthus x warei J. Allen (G. nivalis var. nivalis x nivalis var. scharlockii)						Amaryllidaceae								Cas.						Hort.	D		Hybr.			X					2003		2003											
	plants	Galanthus woronowii Losinsk.						Amaryllidaceae								ACCEPTED						Hort.	D		AS-Te		X						2015		2015						2855439	Galanthus woronowii	SPECIES	EXACT	100	2855439
	plants	Narcissus obvallaris Salisb.	N. pseudonarcissus L. subsp. obvallaris (Salisb.) A. Fern.					Amaryllidaceae								SYNONYM						Hort.	D		E		X						2014		N						2858374	Narcissus obvallaris	SPECIES	EXACT	100	2858384
	plants	Narcissus poeticus L.						Amaryllidaceae								ACCEPTED						Hort.	D		E		X	X					1868		N						2858581	Narcissus poeticus	SPECIES	EXACT	100	2858581
	plants	Narcissus pseudonarcissus L.						Amaryllidaceae								ACCEPTED						Hort.	D		E		?	?	?				?		?						2858244	Narcissus pseudonarcissus	SPECIES	HIGHERRANK	100	2858244
	plants	Narcissus x incomparabilis Mill. (N. poeticus x pseudonarcissus)						Amaryllidaceae								Cas.						Hort.	D		Cult.		?	?	?				?		?											
	plants	Tristagma uniflorum (Lindl.) Traub						Amaryllidaceae								ACCEPTED						Hort.	D		SAM		X						2012		2015						2859569	Tristagma uniflorum	SPECIES	EXACT	100	2859569
	plants	Cotinus coggygria Scop.						Anacardiaceae								ACCEPTED						Hort.	D		E		X	X					1957		2015						3190522	Cotinus coggygria	SPECIES	EXACT	100	3190522
	plants	Rhus typhina L.						Anacardiaceae								ACCEPTED						Hort. 	D		NAM		X	X					1898		N						3190538	Rhus typhina	SPECIES	EXACT	100	3190538
	plants	Rhus x pulvinata E. Greene (R. glabra L. x typhina)						Anacardiaceae								Cas.						Hort. 	D		Hybr.			X					1983		1983											
	plants	Ammi majus L.						Apiaceae								ACCEPTED						Grain,etc	A		E AF AS-Te		X	X	X				1813		N?						3034182	Ammi majus	SPECIES	EXACT	100	3034182
	plants	Ammi visnaga (L.) Lam.						Apiaceae								ACCEPTED						Grain, wool,etc	A		E AF AS-Te		X	X					1880		2007						3034183	Ammi visnaga	SPECIES	EXACT	100	3034183
	plants	Anethum graveolens L.						Apiaceae								ACCEPTED						Agric.	A/D		AS-Te		X	X	X				<1850		2015						3034646	Anethum graveolens	SPECIES	EXACT	100	3034646
	plants	Angelica archangelica L.						Apiaceae								ACCEPTED						Hort., agric.	D		E AS-Te		X	X	X				<1850		N						5371808	Angelica archangelica	SPECIES	EXACT	100	5371808
	plants	Anthriscus cerefolium (L.) Hoffm.						Apiaceae								ACCEPTED						Agric.	D		E AF		X	X	X				1859		N?						5371746	Anthriscus cerefolium	SPECIES	EXACT	100	5371746
	plants	Astrantia major L.						Apiaceae								ACCEPTED						Hort.	D		E		X	X					1812		N						3034915	Astrantia major	SPECIES	EXACT	100	3034915
	plants	Bifora radians M.Bieb.						Apiaceae								ACCEPTED						Grain, wool,etc	A		E AS-Te		X	X	X				1889		2014						5371870	Bifora radians	SPECIES	EXACT	100	5371870
	plants	Bifora testiculata (L.) Spreng.						Apiaceae								ACCEPTED						Grain,etc	A		E AF AS-Te		X	X	X				1891		2015						5371869	Bifora testiculata	SPECIES	EXACT	100	5371869
	plants	Bupleurum croceum Fenzl						Apiaceae								ACCEPTED						Grain	A		AS-Te		X		X				1938		2004						3639326	Bupleurum croceum	SPECIES	EXACT	100	3639326
	plants	Bupleurum fruticosum L.						Apiaceae								ACCEPTED						Hort.	D		E AF AS-Te			X					1975		1975						3638793	Bupleurum fruticosum	SPECIES	EXACT	100	3638793
	plants	Bupleurum gerardi Jacq.						Apiaceae								ACCEPTED						Grain,etc	A		E AF AS-Te		X	X					1886		2010						6027092	Bupleurum gerardi	SPECIES	EXACT	100	6027092
	plants	Bupleurum odontites L.	Bupleurum fontanesii Guss. ex Caruel					Apiaceae								ACCEPTED						Grain, etc	A		E AF AS-Te		X		X				1906		2015						3034552	Bupleurum odontites	SPECIES	EXACT	100	3034552
	plants	Bupleurum praealtum L.						Apiaceae								ACCEPTED						?	A		E AS-Te		X	X					<1835		1892						6026972	Bupleurum praealtum	SPECIES	EXACT	100	6026972
	plants	Bupleurum subovatum Link ex Spreng.						Apiaceae								SYNONYM						Grain, wool,etc	A		E AF AS-Te		X	X	X				1876		2015						3034558	Bupleurum subovatum	SPECIES	EXACT	100	3638085
	plants	Chaerophyllum aureum L.						Apiaceae								ACCEPTED						Hort.?	D?		E AS-Te		X	X					?		N?						3642531	Chaerophyllum aureum	SPECIES	EXACT	100	3642531
	plants	Chaerophyllum bulbosum L.						Apiaceae								ACCEPTED						Grain, hort.?	A/D?		E AS-Te		X	X	X				1873		2015						3034653	Chaerophyllum bulbosum	SPECIES	EXACT	100	3034653
	plants	Chaerophyllum byzantinum Boiss.						Apiaceae								ACCEPTED						Agric.	D		AS-Te			X					1989		1989						3642339	Chaerophyllum byzantinum	SPECIES	EXACT	100	3642339
	plants	Coriandrum sativum L.						Apiaceae								ACCEPTED						Agric.,etc	D/A		?		X	X	X				1885		2015						3034871	Coriandrum sativum	SPECIES	EXACT	100	3034871
	plants	Cyclospermum leptophyllum (Pers.) Sprague ex Britton & P.Wilson						Apiaceae								ACCEPTED						Grain, wool	A		AM		X	X					1893		2015						5371894	Cyclospermum leptophyllum	SPECIES	EXACT	100	5371894
	plants	Daucus aureus Desf.						Apiaceae								ACCEPTED						Grain, wool	A		E AF AS-Te		X	X					1921		2015						6027382	Daucus aureus	SPECIES	EXACT	100	6027382
	plants	Daucus carota subsp. sativus (Hoffm.) Arcang.						Apiaceae								ACCEPTED						Agric.	D		?		X	X					?		2015						4271342	Daucus carota sativus	SUBSPECIES	EXACT	97	4271342
	plants	Daucus durieua Lange						Apiaceae								ACCEPTED						Wool	A		E AF AS-Te			X					1938		1938						3641853	Daucus durieua	SPECIES	EXACT	100	3641853
	plants	Daucus glochidiatus (Labill.) Fisch., C.A.Mey. & Avé-Lall.						Apiaceae								SYNONYM						Wool	A		AUS			X					1892		1949						6027313	Daucus glochidiatus	SPECIES	EXACT	100	3642308
	plants	Eryngium bourgatii Gouan						Apiaceae								ACCEPTED						Hort.	D		E AF AS-Te		X						2013		2013						7318448	Eryngium bourgatii	SPECIES	EXACT	100	7318448
	plants	Eryngium giganteum M.Bieb.						Apiaceae								ACCEPTED						Hort.	D		AS-Te		X	X					1978		2005						3631129	Eryngium giganteum	SPECIES	EXACT	100	3631129
	plants	Eryngium planum L.						Apiaceae								ACCEPTED						Hort.	D		E AS-Te		X	X	X				1850		Ann.						3034393	Eryngium planum	SPECIES	EXACT	100	3034393
	plants	Foeniculum vulgare Mill.						Apiaceae								ACCEPTED						Agric.	D		E AF AS-Te		X	X	X				1820		N						3034922	Foeniculum vulgare	SPECIES	EXACT	100	3034922
	plants	Heracleum mantegazzianum Sommier & Levier						Apiaceae								ACCEPTED						Hort.	D		AS-Te		X	X	X				1945		N						3034825	Heracleum mantegazzianum	SPECIES	EXACT	100	3034825
	plants	Imperatoria ostruthium L.	Peucedanum ostruthium (L.) Koch					Apiaceae								ACCEPTED						Hort.	D		E			X					1811		N						5538108	Imperatoria ostruthium	SPECIES	EXACT	100	5538108
	plants	Levisticum officinale W.D.J.Koch						Apiaceae								ACCEPTED						Agric.	D		AS-Te		X	X					1870		2015						5371772	Levisticum officinale	SPECIES	EXACT	100	5371772
	plants	Myrrhis odorata (L.) Scop.						Apiaceae								ACCEPTED						Agric.	D		E		X	X	X				1811		N						3034681	Myrrhis odorata	SPECIES	EXACT	100	3034681
	plants	Oenanthe pimpinelloides L.						Apiaceae								ACCEPTED						Nurseries,etc	A/D		E AS-Te		X		X				1859		N						5371889	Oenanthe pimpinelloides	SPECIES	EXACT	100	5371889
	plants	Orlaya platycarpos (L.) W.D.J.Koch	Caucalis platycarpos L.					Apiaceae								SYNONYM						Grain	A		E AF AS-Te		X						2000		2011						3638223	Orlaya platycarpos	SPECIES	EXACT	100	3034523
	plants	Pastinaca sativa subsp. sativa						Apiaceae								ACCEPTED						Food refuse	D		Cult.		X						?		2015						7224157	Pastinaca sativa sativa	SUBSPECIES	EXACT	97	7224157
	plants	Pastinaca sativa subsp. urens (Req. ex Godr.) C Kelak.						Apiaceae								ACCEPTED						Ore	A		E AS-Te		X	X	X				1947		N						5832110	Pastinaca sativa urens	SUBSPECIES	EXACT	100	5832110
	plants	Petroselinum crispum (Mill.) Mansf.						Apiaceae								ACCEPTED						Agric.	D		AS-Te		X	X	X				1872		2015						3034907	Petroselinum crispum	SPECIES	EXACT	100	3034907
	plants	Pimpinella anisum S.G.Gmel.						Apiaceae								ACCEPTED						Agric.	D		?		X		X				1928		2011						5371877	Pimpinella anisum	SPECIES	EXACT	100	5371877
	plants	Pimpinella peregrina Lej.						Apiaceae								ACCEPTED						?	A		E AF AS-Te		X						2000		N?						5538946	Pimpinella peregrina	SPECIES	EXACT	100	5538946
	plants	Ridolfia segetum (L.) Moris						Apiaceae								ACCEPTED						Grain, wool	A		E AF AS-Te		X	X					1921		2015						3640194	Ridolfia segetum	SPECIES	EXACT	100	3640194
	plants	Scandix australis subsp. grandiflora (L.) Thell.						Apiaceae								ACCEPTED						Wool?	A		E AF AS-Te			X					1894		1894						6308164	Scandix australis grandiflora	SUBSPECIES	EXACT	100	6308164
	plants	Scandix balansae Reut. ex Boiss.						Apiaceae								ACCEPTED						Grain	A		AS-Te		X						1997		1997						3637507	Scandix balansae	SPECIES	EXACT	100	3637507
	plants	Scandix iberica M.Bieb.						Apiaceae								ACCEPTED						Wool, grain	A		AS-Te		X	X	X				1908		1955						3637112	Scandix iberica	SPECIES	EXACT	100	3637112
	plants	Scandix stellata Banks & Sol.						Apiaceae								ACCEPTED						?	A		E AF AS-Te				X				2013		2013						6026954	Scandix stellata	SPECIES	EXACT	100	6026954
	plants	Seseli montanum L.						Apiaceae								ACCEPTED						?	A		E		X	X					1815		1952						6026420	Seseli montanum	SPECIES	EXACT	100	6026420
	plants	Smyrnium perfoliatum L.						Apiaceae								ACCEPTED						Hort.	D		E AS-Te		X	X					1850		2015						6027089	Smyrnium perfoliatum	SPECIES	EXACT	100	6027089
	plants	Tordylium maximum L.						Apiaceae								ACCEPTED						Grain,etc	A		E AS-Te		X						2004		2015						3633319	Tordylium maximum	SPECIES	EXACT	100	3633319
	plants	Torilis africana (Thunb.) Spreng.	Torilis arvensis (Huds.) Link subsp. purpurea (Ten.) Hayek					Apiaceae								ACCEPTED						Grain	A		E AF AS-Te		X						1999		2001						6026665	Torilis africana	SPECIES	EXACT	100	6026665
	plants	Torilis leptophylla (L.) Rchb.f.						Apiaceae								ACCEPTED						Wool, grain	A		E AF AS-Te			X					1872		1955						3034821	Torilis leptophylla	SPECIES	EXACT	100	3034821
	plants	Trachyspermum ammi (L.) Sprague						Apiaceae								ACCEPTED						Wool,etc	A		?			X	X				1892		1985						3034241	Trachyspermum ammi	SPECIES	EXACT	100	3034241
	plants	Asclepias incarnata L.						Apocynaceae								ACCEPTED						Hort.	D		NAM		X						2009		2012						3170266	Asclepias incarnata	SPECIES	EXACT	100	3170266
	plants	Asclepias syriaca L.						Apocynaceae								ACCEPTED						Hort.	D		NAM		X		X				1987		N?						3170247	Asclepias syriaca	SPECIES	EXACT	100	3170247
	plants	Periploca graeca L.						Apocynaceae								ACCEPTED						Hort.	D		E AS-Te			X					1918		1918						5414545	Periploca graeca	SPECIES	EXACT	100	5414545
	plants	Vinca major L.						Apocynaceae								ACCEPTED						Hort.	D		E AF AS-Te		X	X	X				<1835		N						3169708	Vinca major	SPECIES	EXACT	100	3169708
	plants	Vincetoxicum nigrum (L.) Moench						Apocynaceae								ACCEPTED						Hort.	D		E		X	X					1877		N						5414551	Vincetoxicum nigrum	SPECIES	EXACT	100	5414551
	plants	Vincetoxicum rossicum (Kleopow) Barbar.						Apocynaceae								ACCEPTED						Hort.	D		E AS-Te		X						1965		1965						5414550	Vincetoxicum rossicum	SPECIES	EXACT	100	5414550
	plants	Aponogeton distachyos L.f.						Aponogetonaceae								ACCEPTED						Hort.	D		AF		X	X					1993		N?						5328593	Aponogeton distachyos	SPECIES	EXACT	100	5328593
	plants	Ilex x altaclerensis (Loudon) Dallimore (I. aquifolium L. x perado Ait.)						Aquifoliaceae								Cas.						Hort.	D		Cult.		X						2006		2015											
	plants	Ilex x meserveae S.Y. Hu (I. aquifolium L. x I. rugosa Friedr. Schmidt)						Aquifoliaceae								Cas.						Hort.	D		Cult.		X						2014		2015											
	plants	Ilex crenata Thunb.						Aquifoliaceae								ACCEPTED						Hort.	D 		AS-Te		X						2012		2015						5414239	Ilex crenata	SPECIES	EXACT	100	5414239
	plants	Arum italicum Mill.						Araceae								ACCEPTED						Hort.	D		E		X	X	X				1955		N						5330661	Arum italicum	SPECIES	EXACT	100	5330661
	plants	Lemna minuta Kunth						Araceae								ACCEPTED						Waterfowl	A		AM		X	X	X				1983		N						2867614	Lemna minuta	SPECIES	EXACT	100	2867614
	plants	Lemna turionifera Landolt						Araceae								ACCEPTED						Waterfowl	A		NAM AS-Te		X	X	X				2005		N						2867631	Lemna turionifera	SPECIES	EXACT	100	2867631
	plants	Lysichiton americanus Hultén et St John x L. camtschatcensis (L.) Schott						Araceae								Inv.						Hort.	D		Cult.		X	X					1997		N											
	plants	Pistia stratiotes L.						Araceae								ACCEPTED						Hort.	D		Trop.		X						2000		2015						2870583	Pistia stratiotes	SPECIES	EXACT	100	2870583
	plants	Typhonium venosum (Dryand. ex Aiton) Hett. & P.C.Boyce	Sauromatum venosum (Ait.) Kunth					Araceae								SYNONYM						Hort.	D		AS-Te		X	X					2010		N?						2869586	Typhonium venosum	SPECIES	EXACT	100	2869597
	plants	Zantedeschia albomaculata (Hook.) Baill.						Araceae								ACCEPTED						Hort.	D		AF		X						2011		2011						2868796	Zantedeschia albomaculata	SPECIES	EXACT	100	2868796
	plants	Aralia cordata Thunb.						Araliaceae								ACCEPTED						Hort.	D		AS-Te			X					1915		1948						3037015	Aralia cordata	SPECIES	EXACT	100	3037015
	plants	Aralia elata (Miq.) Seem.						Araliaceae								ACCEPTED						Hort.	D		AS-Te		X		X				<1999		N						3036892	Aralia elata	SPECIES	EXACT	100	3036892
	plants	Aralia racemosa L.						Araliaceae								ACCEPTED						Hort.	D		NAM		X	 					1972		1972						3036958	Aralia racemosa	SPECIES	EXACT	100	3036958
	plants	Fatsia japonica (Thunb.) Decne. & Planch.						Araliaceae								ACCEPTED						Hort.	D		AS-Te		X						2005		2015						3039046	Fatsia japonica	SPECIES	EXACT	100	3039046
	plants	Hedera colchica (K.Koch) K.Koch						Araliaceae								ACCEPTED						Hort.	D		E AS-Te		X	X					1952		N						3036033	Hedera colchica	SPECIES	EXACT	100	3036033
	plants	Hedera hibernica (G.Kirchn.) Carrière						Araliaceae								ACCEPTED						Hort.	D		E		X	X					?		N						3036157	Hedera hibernica	SPECIES	EXACT	100	3036157
	plants	Hedera maroccana McAll.						Araliaceae								ACCEPTED						Hort.	D		AF		X						2010		2010						3036169	Hedera maroccana	SPECIES	EXACT	100	3036169
	plants	Hydrocotyle novae-zelandiae DC.						Araliaceae								ACCEPTED						?	A		AUS		X						1984		N						4927288	Hydrocotyle novae-zelandiae	SPECIES	EXACT	100	4927288
	plants	Hydrocotyle ranunculoides L.f.						Araliaceae								ACCEPTED						Hort.	D		NAM		X	X	X				1992		N						3034613	Hydrocotyle ranunculoides	SPECIES	EXACT	100	3034613
	plants	Hydrocotyle verticillata Thunb.						Araliaceae								ACCEPTED						Hort.	D		AM		X						2009		2014						3034602	Hydrocotyle verticillata	SPECIES	EXACT	100	3034602
	plants	Araucaria araucana (Molina) K. Koch						Araucariaceae								ACCEPTED						Hort.	D		SAM				X				2009		2009						2684984	Araucaria araucana	SPECIES	EXACT	100	2684984
	plants	Phoenix dactylifera L.						Arecaceae								ACCEPTED						Food refuse	D		AF AS-Te		X	X	X				1945		2015						6109699	Phoenix dactylifera	SPECIES	EXACT	100	6109699
	plants	Trachycarpus fortunei (Hook.) H.Wendl.						Arecaceae								ACCEPTED						Hort.	D		AS-Te		X						2015		2015						2739071	Trachycarpus fortunei	SPECIES	EXACT	100	2739071
	plants	Aristolochia clematitis L.						Aristolochiaceae								ACCEPTED						Hort.	D		E AS-Te		X	X	X				1828		N						2873991	Aristolochia clematitis	SPECIES	EXACT	100	2873991
	plants	Aristolochia rotunda L.						Aristolochiaceae								ACCEPTED						?	A		E				X				1952		1952						2874019	Aristolochia rotunda	SPECIES	EXACT	100	2874019
	plants	Asarum europaeum L.						Aristolochiaceae								ACCEPTED						Hort.	D		E AS-Te		X	X					1811		N						7313595	Asarum europaeum	SPECIES	EXACT	100	7313595
	plants	Isotrema macrophyllum (Lam.) C.F. Reed	Aristolochia macrophylla Lam.					Aristolochiaceae								SYNONYM						Hort.	D		NAM			X					<1999		N?						2873995	Isotrema macrophyllum	SPECIES	EXACT	100	2873994
	plants	Agave americana L.						Asparagaceae								ACCEPTED						Hort.	D		NAM			X					2007		2007						2767031	Agave americana	SPECIES	EXACT	100	2767031
	plants	Camassia leichtlinii subsp. suksdorfii						Asparagaceae								ACCEPTED						Hort.	D		NAM		X						2013		2014						2769073	Camassia leichtlinii suksdorfii	SUBSPECIES	EXACT	97	2769073
	plants	Chionodoxa luciliae Boiss.						Asparagaceae								SYNONYM						Hort.	D		AS-Te		X	X	X				1984		N?						2767272	Chionodoxa luciliae	SPECIES	EXACT	100	2767271
	plants	Chionodoxa sardensis Whittall ex Barr & Sayden						Asparagaceae								SYNONYM						Hort.	D		AS-Te				X				1987		N?						2767230	Chionodoxa sardensis	SPECIES	EXACT	100	2767229
