Phylum/Division;Class;Genus;Species;Great Britain;France;Belgium;Netherlands;Environment;Notes;;;
Angiospermae;Eudicotyledoneae;Anchusa;gmelinii;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Anchusa;ochroleuca;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Anchusa;officinalis;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Anchusa;procera;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Anchusa;x baumgarteni;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Andrachne;telephioides;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Androsace;maxima;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Anemone;apennina;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Anemone;blanda;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Anemone;coronaria;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Anemone;ranunculoides;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Anemone;x hybrida;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Anethum;graveolens;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Angelica;archangelica;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Monocotyledoneae;Anisantha;diandra;present;not confirmed;present;present;terrestrial;;;;
Angiospermae;Monocotyledoneae;Anisantha;madritensis;present;not confirmed;present;present;terrestrial;;;;
Angiospermae;;Anoda;cristata;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Anthemis;altissima;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Anthemis;arvensis;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Anthemis;austriaca;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Anthemis;cotula;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Anthemis;punctata;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Anthemis;ruthenica;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Anthemis;tinctoria;present;not confirmed;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Anthemis;tomentosa;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Monocotyledoneae;Anthoxanthum;aristatum;present;not confirmed;present;present;terrestrial;;;;
Angiospermae;;Anthriscus;cerefolium;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Anthyllis;vulneraria ;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Anthyllis;vulneraria  Carpatica;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Anthyllis;vulneraria  polyphylla;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Antirrhinum;granaticum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Antirrhinum;majus;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Antirrhinum;siculum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Apera;intermedia;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Apera;interrupta;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Apera;spica-venti;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Monocotyledoneae;Aponogeton;distachyos;present;present;present;not confirmed;freshwater;;;;
Angiospermae;;Aptenia;cordifolia;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Aquilegia;pyrenaica;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Aquilegia;vulgaris;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Arabidopsis;pumila;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Arabis;alpina;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Arabis;auriculata;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Arabis;caucasica;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Arabis;collina;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Arabis;planisiliqua;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Arabis;turrita;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Arachis;hypogaea;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Aralia;chinensis;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Aralia;elata;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Aralia;racemosa;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Araujia;sericifera;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Arbutus;andrachne;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Arbutus;unedo;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Arctium;lappa;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Arctium;nemorosum;present;not confirmed;not confirmed;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Arctium;x nothum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Arctotheca;calendula;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Aremonia;agrimonioides;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Arenaria;balearica;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Arenaria;holosteoides;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Magnoliopsida;Argemone;mexicana;present;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Argyranthemum;frutescens;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Arisarum;proboscideum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Aristea;ecklonii;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Aristida;adscensionis;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Aristida;congesta;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Aristida;hordeacea;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Aristida;longespica;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Aristolochia;clematitis;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Aristolochia;macrophylla;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Aristolochia;rotunda;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Armeria;arenaria;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Armeria;maritima;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Armoracia;rusticana;present;present;present;present;terrestrial;;;;
Angiospermae;;Arnebia;decumbens;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Aronia;arbutifolia;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Aronia;melanocarpa;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Aronia;prunifolia;not confirmed;not confirmed;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Artemisia;abrotanum;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Artemisia;absinthium;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Artemisia;afra;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Artemisia;ampestris;present;not confirmed;not confirmed;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Artemisia;annua;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Artemisia;arborescens;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Artemisia;austriaca;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Artemisia;biennis;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Artemisia;campestris ;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Artemisia;capillaris;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Artemisia;dracunculus;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Artemisia;ludoviciana;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Artemisia;pontica;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Artemisia;scoparia;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Artemisia;stellerana;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Artemisia;verlotiorum;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Artemisia;verlotiorum x vulgaris;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Artemisia;vulgaris;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Monocotyledoneae;Arum;italicum;present;not confirmed;present;present;terrestrial;;;;
Angiospermae;Monocotyledoneae;Arum;italicum  Italicum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Aruncus;dioicus;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Arundinaria;chino;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Arundinaria;pygmaea;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Arundinaria;simonii;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Monocotyledoneae;Arundo;donax;not confirmed;present;present;not confirmed;freshwater+terrestrial;;;;
Angiospermae;;Asarina;procumbens;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Asarum;europaeum;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Asclepias;syriaca;present;present;present;present;terrestrial;;;;
Angiospermae;Monocotyledoneae;Asparagus;asparagoides;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Monocotyledoneae;Asparagus;densiflorus;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Monocotyledoneae;Asparagus;officinalis ;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Monocotyledoneae;Asparagus;officinalis  Officinalis;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Asperugo;procumbens;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Asperula;arvensis;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Asperula;laevigata;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Asperula;taurina;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Asperula;tinctoria;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Asphodelus;fistulosus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Aster;amellus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Aster;chinensis;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Aster;divaricatus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Aster;dumosus;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Aster;ericoides;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Aster;laevis;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Aster;lanceolatus;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Aster;novae-angliae;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Aster;novi-belgii;present;present;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Aster;novi-belgii  laevigatus;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Aster;novi-belgii  novi-belgii;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Aster;pilosus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Aster;sedifolius;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Aster;squamatus;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Aster;X salignus;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Aster;x versicolor;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Asteriscus;aquaticus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Asterolinon;linum-stellatum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Astilbe;japonica;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Astilbe;x arendsii;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Astragalus;boeticus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Astragalus;cicer;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Astragalus;corrugatus;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Astragalus;cymbicarpos;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Astragalus;glycyphyllos;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Astragalus;hamosus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Astragalus;odoratus;present;present;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Astragalus;onobrychis;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Astragalus;oxyglottis;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
