Unnamed: 0	taxonID	datasetName	scientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	subspecies	taxonGroup	vernacularNameEN	vernacularNameNL	vernacularNameFR	status	statusCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	origin	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes	gbifapi_usageKey	gbifapi_scientificName	gbifapi_canonicalName	gbifapi_status	gbifapi_rank	gbifapi_matchType	gbifapi_confidence	gbifapi_acceptedKey
111		plants	Chenopodium borbasioides A. Ludwig						Amaranthaceae								Cas.						Wool	A		SAM			X					1947		1962						7339726	Chenopodium borbasioides Ludwig ex Ascherson & Graebner	Chenopodium borbasioides	ACCEPTED	SPECIES	EXACT	100	7339726
112		plants	Chenopodium bushianum Aell.						Amaranthaceae								Cas.						Grain?	A		NAM		X						1952		1952						6447582	Chenopodium bushianum Aellen	Chenopodium bushianum	SYNONYM	SPECIES	EXACT	100	3757050
113		plants	Chenopodium giganteum D. Don						Amaranthaceae								Cas.						Grain, wool	A		AS-Tr  		X	X					1947		2005						3756077	Chenopodium giganteum D. Don	Chenopodium giganteum	ACCEPTED	SPECIES	EXACT	100	3756077
114		plants	Chenopodium hircinum Schrad.						Amaranthaceae								Cas.						Wool,etc	A		SAM		X	X	X				1874		1983						3083934	Chenopodium hircinum Schrad.	Chenopodium hircinum	ACCEPTED	SPECIES	EXACT	100	3083934
115		plants	Chenopodium missouriense Aell.						Amaranthaceae								Cas.						Grain	A		NAM		X						2003		2003						6035721	Chenopodium missouriense Aellen	Chenopodium missouriense	ACCEPTED	SPECIES	EXACT	100	6035721
116		plants	Chenopodium opulifolium Schrad. ex Koch et Ziz						Amaranthaceae								Cas.						Wool, grain,etc	A		E AF AS-Te		X	X	X				1857		2015						3083903	Chenopodium opulifolium Schrad. ex W. D. J. Koch & Ziz	Chenopodium opulifolium	ACCEPTED	SPECIES	EXACT	100	3083903
117		plants	Chenopodium pratericola Rydberg s.l.						Amaranthaceae								Cas.						Grain,etc	A		NAM		X	X	X				1893		1953						3083921	Chenopodium pratericola Rydb.	Chenopodium pratericola	ACCEPTED	SPECIES	EXACT	100	3083921
118		plants	Chenopodium probstii Aell.						Amaranthaceae								Cas.						Grain, wool,etc	A		NAM		X	X	X				1954		2015						6035638	Chenopodium probstii Aellen	Chenopodium probstii	ACCEPTED	SPECIES	EXACT	100	6035638
119		plants	Chenopodium quinoa Willd.						Amaranthaceae								Cas.						Agric.	D		SAM		X	X					1991		1994						3083935	Chenopodium quinoa Willd.	Chenopodium quinoa	ACCEPTED	SPECIES	EXACT	100	3083935
120		plants	Chenopodium striatiforme J. Murr						Amaranthaceae								Cas.						?	A		E		X	X					1862		1967						6035549	Chenopodium striatiforme Murr	Chenopodium striatiforme	ACCEPTED	SPECIES	EXACT	100	6035549
121		plants	Chenopodium suecicum J. Murr						Amaranthaceae								Cas.						?	A		E AS-Te			X					1971		1971						3083905	Chenopodium suecicum Murr	Chenopodium suecicum	ACCEPTED	SPECIES	EXACT	100	3083905
122		plants	Chenopodium x pelgrimsianum Aell. (C. album L. x bushianum)						Amaranthaceae								Cas.						Hybridization	H		Hybr.		X						1952		1952													
123		plants	Chenopodium x preissmannii J. Murr (C. album L. x opulifolium)						Amaranthaceae								Cas.						Hybridization	H		Hybr.		?	?	?				?		?													
124		plants	Chenopodium x reynieri Ludwig et Aellen (C. album L. x giganteum)						Amaranthaceae								Cas.						Hybridization	H		Hybr.		X						2015		2015													
125		plants	Corispermum gmelinii Bunge						Amaranthaceae								Cas.						Grain	A		AS-Te		X						2009		2009						3759793	Corispermum gmelini Bunge	Corispermum gmelini	ACCEPTED	SPECIES	FUZZY	92	3759793
126		plants	Corispermum pallasii Steven						Amaranthaceae								Nat.						Ore	A		AS-Te		X	X	X				1917		N						3083975	Corispermum pallasii Steven	Corispermum pallasii	ACCEPTED	SPECIES	EXACT	100	3083975
127		plants	Dysphania ambrosioides (L.) Mosyakin et Clemants	Chenopodium ambrosioides L. s.l.					Amaranthaceae								Nat.						Wool, grain,etc	A		SAM		X	X	X				<1850		N						5568446	Dysphania ambrosioides (L.) Mosyakin & Clemants	Dysphania ambrosioides	ACCEPTED	SPECIES	EXACT	100	5568446
128		plants	Dysphania botrys (L.) Mosyakin et Clemants	Chenopodium botrys L.					Amaranthaceae								Cas.						Ore, wool,etc	A		E AF AS-Te		X	X					1829		2015						5568428	Dysphania botrys (L.) Mosyakin & Clemants	Dysphania botrys	ACCEPTED	SPECIES	EXACT	100	5568428
129		plants	Dysphania carinata (R. Brown) Mosyakin et Clemants	Chenopodium carinatum R. Brown					Amaranthaceae								Cas.						Wool	A		AUS		X	X					1940		1995						5568424	Dysphania carinata (R. Br.) Mosyakin & Clemants	Dysphania carinata	ACCEPTED	SPECIES	EXACT	100	5568424
130		plants	Dysphania cristata (F. Muell.) Mosyakin et Clemants	Chenopodium cristatum (F. Muell.) F. Muell.					Amaranthaceae								Cas.						Wool	A		AUS			X					1899		1972						5568415	Dysphania cristata (F. Muell.) Mosyakin & Clemants	Dysphania cristata	ACCEPTED	SPECIES	EXACT	100	5568415
131		plants	Dysphania glomulifera (Nees) P.G. Wilson						Amaranthaceae								Cas.						Wool	A		AUS			X					1904		1924													
132		plants	Dysphania multifida (L.) Mosyakin et Clemants	Chenopodium multifidum L.					Amaranthaceae								Cas.						Wool,etc	A		SAM		X	X	X				1882		1948						5568361	Dysphania multifida (L.) Mosyakin & Clemants	Dysphania multifida	ACCEPTED	SPECIES	EXACT	100	5568361
133		plants	Dysphania pseudomultiflora (J. Murr) Verloove et Lambinon	Chenopodium pseudomultiflorum (J. Murr) Uotila					Amaranthaceae								Cas.						Wool	A		AF			X					1947		1947													
134		plants	Dysphania pumilio (R. Brown) Mosyakin et Clemants	Chenopodium pumilium R. Brown					Amaranthaceae								Nat.						Grain, wool,etc	A		AUS		X	X	X				1887		N						5568339	Dysphania pumilio (R. Br.) Mosyakin & Clemants	Dysphania pumilio	ACCEPTED	SPECIES	EXACT	100	5568339
135		plants	Dysphania schraderiana (Schult.) Mosyakin et Clemants	Chenopodium schraderianum Schult.					Amaranthaceae								Cas.						Wool,etc	A		AF		X	X					1886		2011						5568322	Dysphania schraderiana (Schult.) Mosyakin & Clemants	Dysphania schraderiana	ACCEPTED	SPECIES	EXACT	100	5568322
136		plants	Einadia polygonoides (J. Murr) Wilson	Chenopodium polygonoides (J. Murr) Aell.					Amaranthaceae								Cas.						Wool	A		AUS			X					1951		1951						3757344	Einadia polygonoides (Murr) Paul G.Wilson	Einadia polygonoides	ACCEPTED	SPECIES	EXACT	100	3757344
137		plants	Oxybasis glauca (L.) Fuentes & al. var. salina (Standley) Verloove	Chenopodium glaucum L. var. salinum (Standley) B. Boivin					Amaranthaceae								Cas.						Grain,etc	A		NAM		X	X					2003		2015						7339868	Oxybasis Kar. & Kir.	Oxybasis	ACCEPTED	GENUS	HIGHERRANK	96	7339868
138		plants	Oxybasis macrosperma (Hook. f.) Fuentes & al.	Chenopodium macrospermum Hook. f.					Amaranthaceae								Cas.						Wool,etc	A		SAM		X	X					1895		1904						7339868	Oxybasis Kar. & Kir.	Oxybasis	ACCEPTED	GENUS	HIGHERRANK	96	7339868
139		plants	Polycnemum arvense L.						Amaranthaceae								Cas.						Wool,etc	A		E AS-Te		X	X					<1835		1903						3083603	Polycnemum arvense L.	Polycnemum arvense	ACCEPTED	SPECIES	EXACT	100	3083603
140		plants	Ptilotus spicatus Benth.						Amaranthaceae								Cas.						Wool	A		AUS			X					1947		1947						7323632	Ptilotus spicatus F.Muell. ex Benth.	Ptilotus spicatus	ACCEPTED	SPECIES	EXACT	100	7323632
141		plants	Sclerolaena muricata (Moq.) Domin						Amaranthaceae								Cas.						Wool	A		AUS			X					1907		1911													
142		plants	Spinacia oleracea L.						Amaranthaceae								Cas.						Agric.	D		?		X	X	X				1872		2015						3083647	Spinacia oleracea L.	Spinacia oleracea	ACCEPTED	SPECIES	EXACT	100	3083647
143		plants	Spirobassia hirsuta (L.) Freitag et G. Kadereit	Bassia hirsuta (L.) Aschers.					Amaranthaceae								Cas.						?	A		E AS-Te		X						<1850		<1850						5835828	Spirobassia Freitag & G. Kadereit	Spirobassia	ACCEPTED	GENUS	HIGHERRANK	96	5835828
144		plants	Allium carinatum L.						Amaryllidaceae								Ext.?						Hort.?	D?		E AS-Te			X					1811		1957						2855968	Allium carinatum L.	Allium carinatum	ACCEPTED	SPECIES	EXACT	100	2855968
145		plants	Allium christophii Trautv.						Amaryllidaceae								Cas.						Hort.	D		AS-Te		X						2011		2011						2856780	Allium cristophii Trautv.	Allium cristophii	ACCEPTED	SPECIES	FUZZY	92	2856780
146		plants	Allium fistulosum L.						Amaryllidaceae								Cas.						Hort.	D		AS-Te			X					<1850		<1850						2856504	Allium fistulosum L.	Allium fistulosum	ACCEPTED	SPECIES	EXACT	100	2856504
147		plants	Allium moly L.						Amaryllidaceae								Cas.						Hort.	D		E			X					1885		1885						2855825	Allium moly L.	Allium moly	ACCEPTED	SPECIES	EXACT	100	2855825
148		plants	Allium nigrum L.						Amaryllidaceae								Cas.						Hort.	D		E AF AS-Te		X						2013		2013						2855823	Allium nigrum L.	Allium nigrum	ACCEPTED	SPECIES	EXACT	100	2855823
149		plants	Allium paradoxum (Bieb.) G. Don var. paradoxum						Amaryllidaceae								Nat.						Hort.	D		AS-Te		X	X	 				1989		N						2857017	Allium paradoxum (M.Bieb.) G.Don	Allium paradoxum	ACCEPTED	SPECIES	HIGHERRANK	100	2857017
150		plants	Allium porrum L.						Amaryllidaceae								Cas.						Agric.	D		?				X				1948		2015						2856476	Allium porrum Georgi	Allium porrum	SYNONYM	SPECIES	EXACT	100	2857444
151		plants	Allium ramosum L. (s.l.)	Incl. A. tuberosum Rottler ex Spreng.					Amaryllidaceae								Cas.						Food refuse	D		AS-Te		X						2010		2010						2857449	Allium ramosum L.	Allium ramosum	ACCEPTED	SPECIES	EXACT	100	2857449
152		plants	Allium schoenoprasum L.						Amaryllidaceae								Nat.						Agric.	D		E		X	X	X				1836		N						2855860	Allium schoenoprasum L.	Allium schoenoprasum	ACCEPTED	SPECIES	EXACT	100	2855860
153		plants	Allium scorodoprasum L.						Amaryllidaceae								Nat.						Hort.	D		E		X	X					1925		N						2857420	Allium scorodoprasum L.	Allium scorodoprasum	ACCEPTED	SPECIES	EXACT	100	2857420
154		plants	Allium triquetrum L.						Amaryllidaceae								Nat.?						Hort.	D		E AF		X						2013		N?						2856457	Allium triquetrum L.	Allium triquetrum	ACCEPTED	SPECIES	EXACT	100	2856457
155		plants	Galanthus ikariae Baker						Amaryllidaceae								Cas.?						Hort.	D		E AS-Te				X				1984		1984						2855374	Galanthus ikariae Baker	Galanthus ikariae	ACCEPTED	SPECIES	EXACT	100	2855374
156		plants	Galanthus nivalis L. var. nivalis						Amaryllidaceae								Nat.						Hort.	D		E AS-Te		X	X	X				1811		N						7316133	Galanthus nivalis subsp. nivalis	Galanthus nivalis nivalis	ACCEPTED	SUBSPECIES	EXACT	97	7316133
157		plants	Galanthus nivalis L. var. scharlockii Caspary						Amaryllidaceae								Nat.?						Hort.	D		?		X	X					1939		N?						2855358	Galanthus nivalis var. scharlockii	Galanthus nivalis scharlockii	SYNONYM	VARIETY	EXACT	100	2855356
158		plants	Galanthus x warei J. Allen (G. nivalis var. nivalis x nivalis var. scharlockii)						Amaryllidaceae								Cas.						Hort.	D		Hybr.			X					2003		2003													
159		plants	Galanthus woronowii Losinsk. 						Amaryllidaceae								Cas.						Hort.	D		AS-Te		X						2015		2015						2855439	Galanthus woronowii Losinsk.	Galanthus woronowii	ACCEPTED	SPECIES	EXACT	100	2855439
160		plants	Narcissus obvallaris Salisb.	N. pseudonarcissus L. subsp. obvallaris (Salisb.) A. Fern.					Amaryllidaceae								Nat.						Hort.	D		E		X						2014		N						2858374	Narcissus obvallaris Salisb.	Narcissus obvallaris	SYNONYM	SPECIES	EXACT	100	2858384
161		plants	Narcissus poeticus L.						Amaryllidaceae								Nat.						Hort.	D		E		X	X					1868		N						2858581	Narcissus poeticus L.	Narcissus poeticus	ACCEPTED	SPECIES	EXACT	100	2858581
162		plants	Narcissus pseudonarcissus L. subsp. major (Curt.) Baker						Amaryllidaceae								Nat.?						Hort.	D		E		?	?	?				?		?						2858244	Narcissus pseudonarcissus L.	Narcissus pseudonarcissus	ACCEPTED	SPECIES	HIGHERRANK	100	2858244
163		plants	Narcissus x incomparabilis Mill. (N. poeticus x pseudonarcissus)						Amaryllidaceae								Cas.						Hort.	D		Cult.		?	?	?				?		?													
164		plants	Tristagma uniflorum (Lindl.) Traub						Amaryllidaceae								Cas.						Hort.	D		SAM		X						2012		2015						2859569	Tristagma uniflorum (Lindl.) Traub	Tristagma uniflorum	ACCEPTED	SPECIES	EXACT	100	2859569
165		plants	Cotinus coggygria Scop.						Anacardiaceae								Cas.						Hort.	D		E		X	X					1957		2015						3190522	Cotinus coggygria Scop.	Cotinus coggygria	ACCEPTED	SPECIES	EXACT	100	3190522
166		plants	Rhus typhina L.						Anacardiaceae								Inv.						Hort. 	D		NAM		X	X					1898		N						3190538	Rhus typhina L.	Rhus typhina	ACCEPTED	SPECIES	EXACT	100	3190538
167		plants	Rhus x pulvinata E. Greene (R. glabra L. x typhina)						Anacardiaceae								Cas.						Hort. 	D		Hybr.			X					1983		1983													
168		plants	Ammi majus L.						Apiaceae								Nat.?						Grain,etc	A		E AF AS-Te		X	X	X				1813		N?						3034182	Ammi majus L.	Ammi majus	ACCEPTED	SPECIES	EXACT	100	3034182
169		plants	Ammi visnaga (L.) Lam.						Apiaceae								Cas.						Grain, wool,etc	A		E AF AS-Te		X	X					1880		2007						3034183	Ammi visnaga (L.) Lam.	Ammi visnaga	ACCEPTED	SPECIES	EXACT	100	3034183
170		plants	Anethum graveolens L.						Apiaceae								Cas.						Agric.	A/D		AS-Te		X	X	X				<1850		2015						3034646	Anethum graveolens L.	Anethum graveolens	ACCEPTED	SPECIES	EXACT	100	3034646
171		plants	Angelica archangelica L.						Apiaceae								Nat.						Hort., agric.	D		E AS-Te		X	X	X				<1850		N						5371808	Angelica archangelica L.	Angelica archangelica	ACCEPTED	SPECIES	EXACT	100	5371808
172		plants	Anthriscus cerefolium (L.) Hoffmann						Apiaceae								Nat.?						Agric.	D		E AF		X	X	X				1859		N?						5371746	Anthriscus cerefolium (L.) Hoffm.	Anthriscus cerefolium	ACCEPTED	SPECIES	EXACT	100	5371746
173		plants	Astrantia major L.						Apiaceae								Nat.						Hort.	D		E		X	X					1812		N						3034915	Astrantia major L.	Astrantia major	ACCEPTED	SPECIES	EXACT	100	3034915
174		plants	Bifora radians Bieb.						Apiaceae								Cas.						Grain, wool,etc	A		E AS-Te		X	X	X				1889		2014						5371870	Bifora radians M.Bieb.	Bifora radians	ACCEPTED	SPECIES	EXACT	100	5371870
175		plants	Bifora testiculata (L.) Spreng.						Apiaceae								Cas.						Grain,etc	A		E AF AS-Te		X	X	X				1891		2015						5371869	Bifora testiculata (L.) Spreng.	Bifora testiculata	ACCEPTED	SPECIES	EXACT	100	5371869
176		plants	Bupleurum croceum Fenzl						Apiaceae								Cas.						Grain	A		AS-Te		X		X				1938		2004						3639326	Bupleurum croceum Fenzl	Bupleurum croceum	ACCEPTED	SPECIES	EXACT	100	3639326
177		plants	Bupleurum fruticosum L.						Apiaceae								Cas.						Hort.	D		E AF AS-Te			X					1975		1975						3638793	Bupleurum fruticosum L.	Bupleurum fruticosum	ACCEPTED	SPECIES	EXACT	100	3638793
178		plants	Bupleurum gerardi All.						Apiaceae								Cas.						Grain,etc	A		E AF AS-Te		X	X					1886		2010						6027092	Bupleurum gerardi Jacq.	Bupleurum gerardi	ACCEPTED	SPECIES	EXACT	100	6027092
179		plants	Bupleurum odontites L.	Bupleurum fontanesii Guss. ex Caruel					Apiaceae								Cas.						Grain, etc	A		E AF AS-Te		X		X				1906		2015						3034552	Bupleurum odontites L.	Bupleurum odontites	ACCEPTED	SPECIES	EXACT	100	3034552
180		plants	Bupleurum praealtum L.						Apiaceae								Cas.						?	A		E AS-Te		X	X					<1835		1892						6026972	Bupleurum praealtum L.	Bupleurum praealtum	ACCEPTED	SPECIES	EXACT	100	6026972
181		plants	Bupleurum subovatum Link ex Spreng.						Apiaceae								Cas.						Grain, wool,etc	A		E AF AS-Te		X	X	X				1876		2015						3034558	Bupleurum subovatum Link ex Spreng.	Bupleurum subovatum	SYNONYM	SPECIES	EXACT	100	3638085
182		plants	Chaerophyllum aureum L.						Apiaceae								Nat.?						Hort.?	D?		E AS-Te		X	X					?		N?						3642531	Chaerophyllum aureum L.	Chaerophyllum aureum	ACCEPTED	SPECIES	EXACT	100	3642531
183		plants	Chaerophyllum bulbosum L.						Apiaceae								Cas.						Grain, hort.?	A/D?		E AS-Te		X	X	X				1873		2015						3034653	Chaerophyllum bulbosum L.	Chaerophyllum bulbosum	ACCEPTED	SPECIES	EXACT	100	3034653
184		plants	Chaerophyllum byzantinum Boiss.						Apiaceae								Cas.						Agric.	D		AS-Te			X					1989		1989						3642339	Chaerophyllum byzantinum Boiss.	Chaerophyllum byzantinum	ACCEPTED	SPECIES	EXACT	100	3642339
185		plants	Coriandrum sativum L.						Apiaceae								Cas.						Agric.,etc	D/A		?		X	X	X				1885		2015						3034871	Coriandrum sativum L.	Coriandrum sativum	ACCEPTED	SPECIES	EXACT	100	3034871
186		plants	Cyclospermum leptophyllum (Pers.) Sprague ex Britton et P.G. Wilson						Apiaceae								Cas.						Grain, wool	A		AM		X	X					1893		2015						5371894	Cyclospermum leptophyllum (Pers.) Sprague ex Britton & P.Wilson	Cyclospermum leptophyllum	ACCEPTED	SPECIES	EXACT	100	5371894
187		plants	Daucus aureus Desf.						Apiaceae								Cas.						Grain, wool	A		E AF AS-Te		X	X					1921		2015						6027382	Daucus aureus Desf.	Daucus aureus	ACCEPTED	SPECIES	EXACT	100	6027382
188		plants	Daucus carota L. subsp. sativus (Hoffmann) Arcang.						Apiaceae								Cas.						Agric.	D		?		X	X					?		2015						4271342	Daucus carota subsp. sativus (Hoffm.) Arcang.	Daucus carota sativus	ACCEPTED	SUBSPECIES	EXACT	97	4271342
189		plants	Daucus durieua Lange						Apiaceae								Cas.						Wool	A		E AF AS-Te			X					1938		1938						3641853	Daucus durieua Lange	Daucus durieua	ACCEPTED	SPECIES	EXACT	100	3641853
190		plants	Daucus glochidiatus (Labill.) Fisch., C.A. Mey. et Avé-Lall.						Apiaceae								Cas.						Wool	A		AUS			X					1892		1949						6027313	Daucus glochidiatus (Labill.) Fisch., C.A.Mey. & Avé-Lall.	Daucus glochidiatus	SYNONYM	SPECIES	EXACT	100	3642308
191		plants	Eryngium bourgatii Gouan						Apiaceae								Cas.						Hort.	D		E AF AS-Te		X						2013		2013						7318448	Eryngium bourgatii Gouan	Eryngium bourgatii	ACCEPTED	SPECIES	EXACT	100	7318448
192		plants	Eryngium giganteum Bieb.						Apiaceae								Cas.						Hort.	D		AS-Te		X	X					1978		2005						3631129	Eryngium giganteum M.Bieb.	Eryngium giganteum	ACCEPTED	SPECIES	EXACT	100	3631129
193		plants	Eryngium planum L.						Apiaceae								Cas.						Hort.	D		E AS-Te		X	X	X				1850		Ann.						3034393	Eryngium planum L.	Eryngium planum	ACCEPTED	SPECIES	EXACT	100	3034393
194		plants	Foeniculum vulgare Mill.						Apiaceae								Nat.						Agric.	D		E AF AS-Te		X	X	X				1820		N						3034922	Foeniculum vulgare Mill.	Foeniculum vulgare	ACCEPTED	SPECIES	EXACT	100	3034922
195		plants	Heracleum mantegazzianum Somm. et Lev.						Apiaceae								Inv.						Hort.	D		AS-Te		X	X	X				1945		N						3034825	Heracleum mantegazzianum Sommier & Levier	Heracleum mantegazzianum	ACCEPTED	SPECIES	EXACT	100	3034825
196		plants	Imperatoria ostruthium L. 	Peucedanum ostruthium (L.) Koch					Apiaceae								Nat.						Hort.	D		E			X					1811		N						5538108	Imperatoria ostruthium L.	Imperatoria ostruthium	ACCEPTED	SPECIES	EXACT	100	5538108
197		plants	Levisticum officinale Koch						Apiaceae								Cas.						Agric.	D		AS-Te		X	X					1870		2015						5371772	Levisticum officinale W.D.J.Koch	Levisticum officinale	ACCEPTED	SPECIES	EXACT	100	5371772
198		plants	Myrrhis odorata (L.) Scop.						Apiaceae								Nat.						Agric.	D		E		X	X	X				1811		N						3034681	Myrrhis odorata (L.) Scop.	Myrrhis odorata	ACCEPTED	SPECIES	EXACT	100	3034681
199		plants	Oenanthe pimpinelloides L.						Apiaceae								Nat.						Nurseries,etc	A/D		E AS-Te		X		X				1859		N						5371889	Oenanthe pimpinelloides L.	Oenanthe pimpinelloides	ACCEPTED	SPECIES	EXACT	100	5371889
200		plants	Orlaya platycarpos Koch	Caucalis platycarpos L.					Apiaceae								Cas.						Grain	A		E AF AS-Te		X						2000		2011						3638223	Orlaya platycarpos (L.) W.D.J.Koch	Orlaya platycarpos	SYNONYM	SPECIES	EXACT	100	3034523
201		plants	Pastinaca sativa L. subsp. sativa 						Apiaceae								Cas.						Food refuse	D		Cult.		X						?		2015						7224157	Pastinaca sativa subsp. sativa	Pastinaca sativa sativa	ACCEPTED	SUBSPECIES	EXACT	97	7224157
202		plants	Pastinaca sativa L. subsp. urens (Req. ex Godr.) Čelak.						Apiaceae								Nat.						Ore	A		E AS-Te		X	X	X				1947		N						5832110	Pastinaca sativa subsp. urens (Req. ex Godr.) C Kelak.	Pastinaca sativa urens	ACCEPTED	SUBSPECIES	EXACT	100	5832110
203		plants	Petroselinum crispum (Mill.) Nyman ex A.W. Hill						Apiaceae								Cas.						Agric.	D		AS-Te		X	X	X				1872		2015						3034907	Petroselinum crispum (Mill.) Mansf.	Petroselinum crispum	ACCEPTED	SPECIES	EXACT	100	3034907
204		plants	Pimpinella anisum L.						Apiaceae								Cas.						Agric.	D		?		X		X				1928		2011						5371877	Pimpinella anisum S.G.Gmel.	Pimpinella anisum	ACCEPTED	SPECIES	EXACT	100	5371877
205		plants	Pimpinella peregrina L.						Apiaceae								Nat.?						?	A		E AF AS-Te		X						2000		N?						5538946	Pimpinella peregrina Lej.	Pimpinella peregrina	ACCEPTED	SPECIES	EXACT	100	5538946
206		plants	Ridolfia segetum Moris						Apiaceae								Cas.						Grain, wool	A		E AF AS-Te		X	X					1921		2015						3640194	Ridolfia segetum (L.) Moris	Ridolfia segetum	ACCEPTED	SPECIES	EXACT	100	3640194
207		plants	Scandix australis L. subsp. grandiflora (L.) Thell. 						Apiaceae								Cas.						Wool?	A		E AF AS-Te			X					1894		1894						6308164	Scandix australis subsp. grandiflora (L.) Thell.	Scandix australis grandiflora	ACCEPTED	SUBSPECIES	EXACT	100	6308164
208		plants	Scandix balansae Reut. ex Boiss.						Apiaceae								Cas.						Grain	A		AS-Te		X						1997		1997						3637507	Scandix balansae Reut. ex Boiss.	Scandix balansae	ACCEPTED	SPECIES	EXACT	100	3637507
